Ethnocultural_Key,Ethnoculture
ETH1151,Dutch
ETH1152,Flemish
ETH1153,Frisian
ETH1154,German
ETH1155,Luxembourger
ETH1156,Swiss
ETH1157,"Western European origins, n.i.e."
ETH1158,Northern European origins (except British Isles origins)
ETH1159,Danish
ETH1160,Finnish
ETH1161,Icelandic
ETH1162,Norwegian
ETH1163,Swedish
ETH1164,"Northern European origins, n.i.e."
ETH1165,Eastern European origins
ETH1166,Bulgarian
ETH1167,Byelorussian
ETH1168,Czech
ETH1169,"Czechoslovakian, n.o.s."
ETH1170,Estonian
ETH1171,Hungarian
ETH1172,Latvian
ETH1173,Lithuanian
ETH1174,Moldovan
ETH1175,Polish
ETH1176,Romanian
ETH1177,Russian
ETH1178,Slovak
ETH1179,Ukrainian
ETH1180,"Eastern European origins, n.i.e."
ETH1181,Southern European origins
ETH1182,Albanian
ETH1183,Bosnian
ETH1184,Catalan
ETH1185,Croatian
ETH1186,Cypriot
ETH1187,Greek
ETH1188,Italian
ETH1189,Kosovar
ETH1190,Macedonian
ETH1191,Maltese
ETH1192,Montenegrin
ETH1193,Portuguese
ETH1194,Serbian
ETH1195,Sicilian
ETH1196,Slovenian
ETH1197,Spanish
ETH1198,"Yugoslavian, n.o.s."
ETH1199,"Southern European origins, n.i.e."
ETH1200,Other European origins
ETH1201,Basque
ETH1202,Jewish
ETH1203,Roma (Gypsy)
ETH1204,"Slavic, n.o.s."
ETH1205,"Other European origins, n.i.e."
ETH1206,Caribbean origins
ETH1207,Antiguan
ETH1208,Bahamian
ETH1209,Barbadian
ETH1210,Bermudan
ETH1211,Carib
ETH1212,Cuban
ETH1213,Dominican
ETH1214,Grenadian
ETH1215,Guadeloupean
ETH1216,Haitian
ETH1217,Jamaican
ETH1218,Kittitian/Nevisian
ETH1219,Martinican
ETH1220,Montserratan
ETH1221,Puerto Rican
ETH1222,St. Lucian
ETH1223,Trinidadian/Tobagonian
ETH1224,Vincentian/Grenadinian
ETH1225,"West Indian, n.o.s."
ETH1226,"Caribbean origins, n.i.e."
ETH1227,"Latin, Central and South American origins"
ETH1228,Aboriginal from Central/South America (except Arawak and Maya)
ETH1229,Arawak
ETH1230,Argentinian
ETH1231,Belizean
ETH1232,Bolivian
ETH1233,Brazilian
ETH1234,Chilean
ETH1235,Colombian
ETH1236,Costa Rican
ETH1237,Ecuadorian
ETH1238,Guatemalan
ETH1239,Guyanese
ETH1240,Hispanic
ETH1241,Honduran
ETH1242,Maya
ETH1243,Mexican
ETH1244,Nicaraguan
ETH1245,Panamanian
ETH1246,Paraguayan
ETH1247,Peruvian
ETH1248,Salvadorean
ETH1249,Uruguayan
ETH1250,Venezuelan
ETH1251,"Latin, Central and South American origins, n.i.e."
ETH1252,African origins
ETH1253,Central and West African origins
ETH1254,Akan
ETH1255,Angolan
ETH1256,Ashanti
ETH1257,Beninese
ETH1258,Burkinabe
ETH1259,Cameroonian
ETH1260,Chadian
ETH1261,Congolese
ETH1262,Edo
ETH1263,Ewe
ETH1264,Gabonese
ETH1265,Gambian
ETH1266,Ghanaian
ETH1267,Guinean
ETH1268,Ibo
ETH1269,Ivorian
ETH1270,Liberian
ETH1271,Malian
ETH1272,Malinké
ETH1273,Nigerian
ETH1274,Peulh
ETH1275,Senegalese
ETH1276,Sierra Leonean
ETH1277,Togolese
ETH1278,Wolof
ETH1279,Yoruba
ETH1280,"Central and West African origins, n.i.e."
ETH1281,North African origins
ETH1282,Algerian
ETH1283,Berber
ETH1284,Coptic
ETH1285,Dinka
ETH1286,Egyptian
ETH1287,Libyan
ETH1288,Maure
ETH1289,Moroccan
ETH1290,Sudanese
ETH1291,Tunisian
ETH1292,"North African origins, n.i.e."
ETH1293,Southern and East African origins
ETH1294,Afrikaner
ETH1295,Amhara
ETH1296,"Bantu, n.o.s."
ETH1297,Burundian
ETH1298,Djiboutian
ETH1299,Eritrean
ETH1300,Ethiopian
ETH1301,Harari
ETH1302,Kenyan
ETH1303,Malagasy
ETH1304,Mauritian
ETH1305,Oromo
ETH1306,Rwandan
ETH1307,Seychellois
ETH1308,Somali
ETH1309,South African
ETH1310,Tanzanian
ETH1311,Tigrian
ETH1312,Ugandan
ETH1313,Zambian
ETH1314,Zimbabwean
ETH1315,Zulu
ETH1316,"Southern and East African origins, n.i.e."
ETH1317,Other African origins
ETH1318,"Black, n.o.s."
ETH1319,"Other African origins, n.i.e."
ETH1320,Asian origins
ETH1321,West Central Asian and Middle Eastern origins
ETH1322,Afghan
ETH1323,"Arab, n.o.s."
ETH1324,Armenian
ETH1325,Assyrian
ETH1326,Azerbaijani
ETH1327,Georgian
ETH1328,Hazara
ETH1329,Iranian
ETH1330,Iraqi
ETH1331,Israeli
ETH1332,Jordanian
ETH1333,Kazakh
ETH1334,Kurd
ETH1335,Kuwaiti
ETH1336,Kyrgyz
ETH1337,Lebanese
ETH1338,Palestinian
ETH1339,Pashtun
ETH1340,Saudi Arabian
ETH1341,Syrian
ETH1342,Tajik
ETH1343,Tatar
ETH1344,Turk
ETH1345,Turkmen
ETH1346,Uighur
ETH1347,Uzbek
ETH1348,Yemeni
ETH1349,"West Central Asian and Middle Eastern origins, n.i.e."
ETH1350,South Asian origins
ETH1351,Bangladeshi
ETH1352,Bengali
ETH1353,Bhutanese
ETH1354,East Indian
ETH1355,Goan
ETH1356,Gujarati
ETH1357,Kashmiri
ETH1358,Nepali
ETH1359,Pakistani
ETH1360,Punjabi
ETH1361,Sinhalese
ETH1362,Sri Lankan
ETH1363,Tamil
ETH1364,"South Asian origins, n.i.e."
ETH1365,East and Southeast Asian origins
ETH1366,Burmese
ETH1367,Cambodian (Khmer)
ETH1368,Chinese
ETH1369,Filipino
ETH1370,Hmong
ETH1371,Indonesian
ETH1372,Japanese
ETH1373,Karen
ETH1374,Korean
ETH1375,Laotian
ETH1376,Malaysian
ETH1377,Mongolian
ETH1378,Singaporean
ETH1379,Taiwanese
ETH1380,Thai
ETH1381,Tibetan
ETH1382,Vietnamese
ETH1383,"East and Southeast Asian origins, n.i.e."
ETH1384,Other Asian origins
ETH1385,"Other Asian origins, n.i.e."
ETH1386,Oceania origins
ETH1387,Australian
ETH1388,New Zealander
ETH1389,Pacific Islands origins
ETH1390,Fijian
ETH1391,Hawaiian
ETH1392,Maori
ETH1393,Samoan
ETH1394,"Polynesian, n.o.s."
ETH1395,"Pacific Islands origins, n.i.e."
ETH1396,Total Ethnic Origin
ETH1397,North American Aboriginal origins
ETH1398,First Nations (North American Indian)
ETH1399,Inuit
ETH1400,Métis
ETH1401,Other North American origins
ETH1402,Acadian
ETH1403,American
ETH1404,Canadian
ETH1405,New Brunswicker
ETH1406,Newfoundlander
ETH1407,Nova Scotian
ETH1408,Ontarian
ETH1409,Québécois
ETH1410,"Other North American origins, n.i.e."
ETH1411,European origins
ETH1412,British Isles origins
ETH1413,Channel Islander
ETH1414,Cornish
ETH1415,English
ETH1416,Irish
ETH1417,Manx
ETH1418,Scottish
ETH1419,Welsh
ETH1420,"British Isles origins, n.i.e."
ETH1421,French origins
ETH1422,Alsatian
ETH1423,Breton
ETH1424,Corsican
ETH1425,French
ETH1426,Western European origins (except French origins)
ETH1427,Austrian
ETH1428,Bavarian
ETH1429,Belgian
ETH1430,Dutch
ETH1431,Flemish
ETH1432,Frisian
ETH1433,German
ETH1434,Luxembourger
ETH1435,Swiss
ETH1436,"Western European origins, n.i.e."
ETH1437,Northern European origins (except British Isles origins)
ETH1438,Danish
ETH1439,Finnish
ETH1440,Icelandic
ETH1441,Norwegian
ETH1442,Swedish
ETH1443,"Northern European origins, n.i.e."
ETH1444,Eastern European origins
ETH1445,Bulgarian
ETH1446,Byelorussian
ETH1447,Czech
ETH1448,"Czechoslovakian, n.o.s."
ETH1449,Estonian
ETH1450,Hungarian
ETH1451,Latvian
ETH1452,Lithuanian
ETH1453,Moldovan
ETH1454,Polish
ETH1455,Romanian
ETH1456,Russian
ETH1457,Slovak
ETH1458,Ukrainian
ETH1459,"Eastern European origins, n.i.e."
ETH1460,Southern European origins
ETH1461,Albanian
ETH1462,Bosnian
ETH1463,Catalan
ETH1464,Croatian
ETH1465,Cypriot
ETH1466,Greek
ETH1467,Italian
ETH1468,Kosovar
ETH1469,Macedonian
ETH1470,Maltese
ETH1471,Montenegrin
ETH1472,Portuguese
ETH1473,Serbian
ETH1474,Sicilian
ETH1475,Slovenian
ETH1476,Spanish
ETH1477,"Yugoslavian, n.o.s."
ETH1478,"Southern European origins, n.i.e."
ETH1479,Other European origins
ETH1480,Basque
ETH1481,Jewish
ETH1482,Roma (Gypsy)
ETH1483,"Slavic, n.o.s."
ETH1484,"Other European origins, n.i.e."
ETH1485,Caribbean origins
ETH1486,Antiguan
ETH1487,Bahamian
ETH1488,Barbadian
ETH1489,Bermudan
ETH1490,Carib
ETH1491,Cuban
ETH1492,Dominican
ETH1493,Grenadian
ETH1494,Guadeloupean
ETH1495,Haitian
ETH1496,Jamaican
ETH1497,Kittitian/Nevisian
ETH1498,Martinican
ETH1499,Montserratan
ETH1500,Puerto Rican
ETH1501,St. Lucian
ETH1502,Trinidadian/Tobagonian
ETH1503,Vincentian/Grenadinian
ETH1504,"West Indian, n.o.s."
ETH1505,"Caribbean origins, n.i.e."
ETH1506,"Latin, Central and South American origins"
ETH1507,Aboriginal from Central/South America (except Arawak and Maya)
ETH1508,Arawak
ETH1509,Argentinian
ETH1510,Belizean
ETH1511,Bolivian
ETH1512,Brazilian
ETH1513,Chilean
ETH1514,Colombian
ETH1515,Costa Rican
ETH1516,Ecuadorian
ETH1517,Guatemalan
ETH1518,Guyanese
ETH1519,Hispanic
ETH1520,Honduran
ETH1521,Maya
ETH1522,Mexican
ETH1523,Nicaraguan
ETH1524,Panamanian
ETH1525,Paraguayan
ETH1526,Peruvian
ETH1527,Salvadorean
ETH1528,Uruguayan
ETH1529,Venezuelan
ETH1530,"Latin, Central and South American origins, n.i.e."
ETH1531,African origins
ETH1532,Central and West African origins
ETH1533,Akan
ETH1534,Angolan
ETH1535,Ashanti
ETH1536,Beninese
ETH1537,Burkinabe
ETH1538,Cameroonian
ETH1539,Chadian
ETH1540,Congolese
ETH1541,Edo
ETH1542,Ewe
ETH1543,Gabonese
ETH1544,Gambian
ETH1545,Ghanaian
ETH1546,Guinean
ETH1547,Ibo
ETH1548,Ivorian
ETH1549,Liberian
ETH1550,Malian
ETH1551,Malinké
ETH1552,Nigerian
ETH1553,Peulh
ETH1554,Senegalese
ETH1555,Sierra Leonean
ETH1556,Togolese
ETH1557,Wolof
ETH1558,Yoruba
ETH1559,"Central and West African origins, n.i.e."
ETH1560,North African origins
ETH1561,Algerian
ETH1562,Berber
ETH1563,Coptic
ETH1564,Dinka
ETH1565,Egyptian
ETH1566,Libyan
ETH1567,Maure
ETH1568,Moroccan
ETH1569,Sudanese
ETH1570,Tunisian
ETH1571,"North African origins, n.i.e."
ETH1572,Southern and East African origins
ETH1573,Afrikaner
ETH1574,Amhara
ETH1575,"Bantu, n.o.s."
ETH1576,Burundian
ETH1577,Djiboutian
ETH1578,Eritrean
ETH1579,Ethiopian
ETH1580,Harari
ETH1581,Kenyan
ETH1582,Malagasy
ETH1583,Mauritian
ETH1584,Oromo
ETH1585,Rwandan
ETH1586,Seychellois
ETH1587,Somali
ETH1588,South African
ETH1589,Tanzanian
ETH1590,Tigrian
ETH1591,Ugandan
ETH1592,Zambian
ETH1593,Zimbabwean
ETH1594,Zulu
ETH1595,"Southern and East African origins, n.i.e."
ETH1596,Other African origins
ETH1597,"Black, n.o.s."
ETH1598,"Other African origins, n.i.e."
ETH1599,Asian origins
ETH1600,West Central Asian and Middle Eastern origins
ETH1601,Afghan
ETH1602,"Arab, n.o.s."
ETH1603,Armenian
ETH1604,Assyrian
ETH1605,Azerbaijani
ETH1606,Georgian
ETH1607,Hazara
ETH1608,Iranian
ETH1609,Iraqi
ETH1610,Israeli
ETH1611,Jordanian
ETH1612,Kazakh
ETH1613,Kurd
ETH1614,Kuwaiti
ETH1615,Kyrgyz
ETH1616,Lebanese
ETH1617,Palestinian
ETH1618,Pashtun
ETH1619,Saudi Arabian
ETH1620,Syrian
ETH1621,Tajik
ETH1622,Tatar
ETH1623,Turk
ETH1624,Turkmen
ETH1625,Uighur
ETH1626,Uzbek
ETH1627,Yemeni
ETH1628,"West Central Asian and Middle Eastern origins, n.i.e."
ETH1629,South Asian origins
ETH1630,Bangladeshi
ETH1631,Bengali
ETH1632,Bhutanese
ETH1633,East Indian
ETH1634,Goan
ETH1635,Gujarati
ETH1636,Kashmiri
ETH1637,Nepali
ETH1638,Pakistani
ETH1639,Punjabi
ETH1640,Sinhalese
ETH1641,Sri Lankan
ETH1642,Tamil
ETH1643,"South Asian origins, n.i.e."
ETH1644,East and Southeast Asian origins
ETH1645,Burmese
ETH1646,Cambodian (Khmer)
ETH1647,Chinese
ETH1648,Filipino
ETH1649,Hmong
ETH1650,Indonesian
ETH1651,Japanese
ETH1652,Karen
ETH1653,Korean
ETH1654,Laotian
ETH1655,Malaysian
ETH1656,Mongolian
ETH1657,Singaporean
ETH1658,Taiwanese
ETH1659,Thai
ETH1660,Tibetan
ETH1661,Vietnamese
ETH1662,"East and Southeast Asian origins, n.i.e."
ETH1663,Other Asian origins
ETH1664,"Other Asian origins, n.i.e."
ETH1665,Oceania origins
ETH1666,Australian
ETH1667,New Zealander
ETH1668,Pacific Islands origins
ETH1669,Fijian
ETH1670,Hawaiian
ETH1671,Maori
ETH1672,Samoan
ETH1673,"Polynesian, n.o.s."
ETH1674,"Pacific Islands origins, n.i.e."
ETH1675,Total Ethnic Origin
ETH1676,North American Aboriginal origins
ETH1677,First Nations (North American Indian)
ETH1678,Inuit
ETH1679,Métis
ETH1680,Other North American origins
ETH1681,Acadian
ETH1682,American
ETH1683,Canadian
ETH1684,New Brunswicker
ETH1685,Newfoundlander
ETH1686,Nova Scotian
ETH1687,Ontarian
ETH1688,Québécois
ETH1689,"Other North American origins, n.i.e."
ETH1690,European origins
ETH1691,British Isles origins
ETH1692,Channel Islander
ETH1693,Cornish
ETH1694,English
ETH1695,Irish
ETH1696,Manx
ETH1697,Scottish
ETH1698,Welsh
ETH1699,"British Isles origins, n.i.e."
ETH1700,French origins
ETH1701,Alsatian
ETH1702,Breton
ETH1703,Corsican
ETH1704,French
ETH1705,Western European origins (except French origins)
ETH1706,Austrian
ETH1707,Bavarian
ETH1708,Belgian
ETH1709,Dutch
ETH1710,Flemish
ETH1711,Frisian
ETH1712,German
ETH1713,Luxembourger
ETH1714,Swiss
ETH1715,"Western European origins, n.i.e."
ETH1716,Northern European origins (except British Isles origins)
ETH1717,Danish
ETH1718,Finnish
ETH1719,Icelandic
ETH1720,Norwegian
ETH1721,Swedish
ETH1722,"Northern European origins, n.i.e."
ETH1723,Eastern European origins
ETH1724,Bulgarian
ETH1725,Byelorussian
ETH1726,Czech
ETH1727,"Czechoslovakian, n.o.s."
ETH1728,Estonian
ETH1729,Hungarian
ETH1730,Latvian
ETH1731,Lithuanian
ETH1732,Moldovan
ETH1733,Polish
ETH1734,Romanian
ETH1735,Russian
ETH1736,Slovak
ETH1737,Ukrainian
ETH1738,"Eastern European origins, n.i.e."
ETH1739,Southern European origins
ETH1740,Albanian
ETH1741,Bosnian
ETH1742,Catalan
ETH1743,Croatian
ETH1744,Cypriot
ETH1745,Greek
ETH1746,Italian
ETH1747,Kosovar
ETH1748,Macedonian
ETH1749,Maltese
ETH1750,Montenegrin
ETH1751,Portuguese
ETH1752,Serbian
ETH1753,Sicilian
ETH1754,Slovenian
ETH1755,Spanish
ETH1756,"Yugoslavian, n.o.s."
ETH1757,"Southern European origins, n.i.e."
ETH1758,Other European origins
ETH1759,Basque
ETH1760,Jewish
ETH1761,Roma (Gypsy)
ETH1762,"Slavic, n.o.s."
ETH1763,"Other European origins, n.i.e."
ETH1764,Caribbean origins
ETH1765,Antiguan
ETH1766,Bahamian
ETH1767,Barbadian
ETH1768,Bermudan
ETH1769,Carib
ETH1770,Cuban
ETH1771,Dominican
ETH1772,Grenadian
ETH1773,Guadeloupean
ETH1774,Haitian
ETH1775,Jamaican
ETH1776,Kittitian/Nevisian
ETH1777,Martinican
ETH1778,Montserratan
ETH1779,Puerto Rican
ETH1780,St. Lucian
ETH1781,Trinidadian/Tobagonian
ETH1782,Vincentian/Grenadinian
ETH1783,"West Indian, n.o.s."
ETH1784,"Caribbean origins, n.i.e."
ETH1785,"Latin, Central and South American origins"
ETH1786,Aboriginal from Central/South America (except Arawak and Maya)
ETH1787,Arawak
ETH1788,Argentinian
ETH1789,Belizean
ETH1790,Bolivian
ETH1791,Brazilian
ETH1792,Chilean
ETH1793,Colombian
ETH1794,Costa Rican
ETH1795,Ecuadorian
ETH1796,Guatemalan
ETH1797,Guyanese
ETH1798,Hispanic
ETH1799,Honduran
ETH1800,Maya
ETH1801,Mexican
ETH1802,Nicaraguan
ETH1803,Panamanian
ETH1804,Paraguayan
ETH1805,Peruvian
ETH1806,Salvadorean
ETH1807,Uruguayan
ETH1808,Venezuelan
ETH1809,"Latin, Central and South American origins, n.i.e."
ETH1810,African origins
ETH1811,Central and West African origins
ETH1812,Akan
ETH1813,Angolan
ETH1814,Ashanti
ETH1815,Beninese
ETH1816,Burkinabe
ETH1817,Cameroonian
ETH1818,Chadian
ETH1819,Congolese
ETH1820,Edo
ETH1821,Ewe
ETH1822,Gabonese
ETH1823,Gambian
ETH1824,Ghanaian
ETH1825,Guinean
ETH1826,Ibo
ETH1827,Ivorian
ETH1828,Liberian
ETH1829,Malian
ETH1830,Malinké
ETH1831,Nigerian
ETH1832,Peulh
ETH1833,Senegalese
ETH1834,Sierra Leonean
ETH1835,Togolese
ETH1836,Wolof
ETH1837,Yoruba
ETH1838,"Central and West African origins, n.i.e."
ETH1839,North African origins
ETH1840,Algerian
ETH1841,Berber
ETH1842,Coptic
ETH1843,Dinka
ETH1844,Egyptian
ETH1845,Libyan
ETH1846,Maure
ETH1847,Moroccan
ETH1848,Sudanese
ETH1849,Tunisian
ETH1850,"North African origins, n.i.e."
ETH1851,Southern and East African origins
ETH1852,Afrikaner
ETH1853,Amhara
ETH1854,"Bantu, n.o.s."
ETH1855,Burundian
ETH1856,Djiboutian
ETH1857,Eritrean
ETH1858,Ethiopian
ETH1859,Harari
ETH1860,Kenyan
ETH1861,Malagasy
ETH1862,Mauritian
ETH1863,Oromo
ETH1864,Rwandan
ETH1865,Seychellois
ETH1866,Somali
ETH1867,South African
ETH1868,Tanzanian
ETH1869,Tigrian
ETH1870,Ugandan
ETH1871,Zambian
ETH1872,Zimbabwean
ETH1873,Zulu
ETH1874,"Southern and East African origins, n.i.e."
ETH1875,Other African origins
ETH1876,"Black, n.o.s."
ETH1877,"Other African origins, n.i.e."
ETH1878,Asian origins
ETH1879,West Central Asian and Middle Eastern origins
ETH1880,Afghan
ETH1881,"Arab, n.o.s."
ETH1882,Armenian
ETH1883,Assyrian
ETH1884,Azerbaijani
ETH1885,Georgian
ETH1886,Hazara
ETH1887,Iranian
ETH1888,Iraqi
ETH1889,Israeli
ETH1890,Jordanian
ETH1891,Kazakh
ETH1892,Kurd
ETH1893,Kuwaiti
ETH1894,Kyrgyz
ETH1895,Lebanese
ETH1896,Palestinian
ETH1897,Pashtun
ETH1898,Saudi Arabian
ETH1899,Syrian
ETH1900,Tajik
ETH1901,Tatar
ETH1902,Turk
ETH1903,Turkmen
ETH1904,Uighur
ETH1905,Uzbek
ETH1906,Yemeni
ETH1907,"West Central Asian and Middle Eastern origins, n.i.e."
ETH1908,South Asian origins
ETH1909,Bangladeshi
ETH1910,Bengali
ETH1911,Bhutanese
ETH1912,East Indian
ETH1913,Goan
ETH1914,Gujarati
ETH1915,Kashmiri
ETH1916,Nepali
ETH1917,Pakistani
ETH1918,Punjabi
ETH1919,Sinhalese
ETH1920,Sri Lankan
ETH1921,Tamil
ETH1922,"South Asian origins, n.i.e."
ETH1923,East and Southeast Asian origins
ETH1924,Burmese
ETH1925,Cambodian (Khmer)
ETH1926,Chinese
ETH1927,Filipino
ETH1928,Hmong
ETH1929,Indonesian
ETH1930,Japanese
ETH1931,Karen
ETH1932,Korean
ETH1933,Laotian
ETH1934,Malaysian
ETH1935,Mongolian
ETH1936,Singaporean
ETH1937,Taiwanese
ETH1938,Thai
ETH1939,Tibetan
ETH1940,Vietnamese
ETH1941,"East and Southeast Asian origins, n.i.e."
ETH1942,Other Asian origins
ETH1943,"Other Asian origins, n.i.e."
ETH1944,Oceania origins
ETH1945,Australian
ETH1946,New Zealander
ETH1947,Pacific Islands origins
ETH1948,Fijian
ETH1949,Hawaiian
ETH1950,Maori
ETH1951,Samoan
ETH1952,"Polynesian, n.o.s."
ETH1953,"Pacific Islands origins, n.i.e."
ETH1954,Total Ethnic Origin
ETH1955,North American Aboriginal origins
ETH1956,First Nations (North American Indian)
ETH1957,Inuit
ETH1958,Métis
ETH1959,Other North American origins
ETH1960,Acadian
ETH1961,American
ETH1962,Canadian
ETH1963,New Brunswicker
ETH1964,Newfoundlander
ETH1965,Nova Scotian
ETH1966,Ontarian
ETH1967,Québécois
ETH1968,"Other North American origins, n.i.e."
ETH1969,European origins
ETH1970,British Isles origins
ETH1971,Channel Islander
ETH1972,Cornish
ETH1973,English
ETH1974,Irish
ETH1975,Manx
ETH1976,Scottish
ETH1977,Welsh
ETH1978,"British Isles origins, n.i.e."
ETH1979,French origins
ETH1980,Alsatian
ETH1981,Breton
ETH1982,Corsican
ETH1983,French
ETH1984,Western European origins (except French origins)
ETH1985,Austrian
ETH1986,Bavarian
ETH1987,Belgian
ETH1988,Dutch
ETH1989,Flemish
ETH1990,Frisian
ETH1991,German
ETH1992,Luxembourger
ETH1993,Swiss
ETH1994,"Western European origins, n.i.e."
ETH1995,Northern European origins (except British Isles origins)
ETH1996,Danish
ETH1997,Finnish
ETH1998,Icelandic
ETH1999,Norwegian
ETH2000,Swedish
ETH2001,"Northern European origins, n.i.e."
ETH2002,Eastern European origins
ETH2003,Bulgarian
ETH2004,Byelorussian
ETH2005,Czech
ETH2006,"Czechoslovakian, n.o.s."
ETH2007,Estonian
ETH2008,Hungarian
ETH2009,Latvian
ETH2010,Lithuanian
ETH2011,Moldovan
ETH2012,Polish
ETH2013,Romanian
ETH2014,Russian
ETH2015,Slovak
ETH2016,Ukrainian
ETH2017,"Eastern European origins, n.i.e."
ETH2018,Southern European origins
ETH2019,Albanian
ETH2020,Bosnian
ETH2021,Catalan
ETH2022,Croatian
ETH2023,Cypriot
ETH2024,Greek
ETH2025,Italian
ETH2026,Kosovar
ETH2027,Macedonian
ETH2028,Maltese
ETH2029,Montenegrin
ETH2030,Portuguese
ETH2031,Serbian
ETH2032,Sicilian
ETH2033,Slovenian
ETH2034,Spanish
ETH2035,"Yugoslavian, n.o.s."
ETH2036,"Southern European origins, n.i.e."
ETH2037,Other European origins
ETH2038,Basque
ETH2039,Jewish
ETH2040,Roma (Gypsy)
ETH2041,"Slavic, n.o.s."
ETH2042,"Other European origins, n.i.e."
ETH2043,Caribbean origins
ETH2044,Antiguan
ETH2045,Bahamian
ETH2046,Barbadian
ETH2047,Bermudan
ETH2048,Carib
ETH2049,Cuban
ETH2050,Dominican
ETH2051,Grenadian
ETH2052,Guadeloupean
ETH2053,Haitian
ETH2054,Jamaican
ETH2055,Kittitian/Nevisian
ETH2056,Martinican
ETH2057,Montserratan
ETH2058,Puerto Rican
ETH2059,St. Lucian
ETH2060,Trinidadian/Tobagonian
ETH2061,Vincentian/Grenadinian
ETH2062,"West Indian, n.o.s."
ETH2063,"Caribbean origins, n.i.e."
ETH2064,"Latin, Central and South American origins"
ETH2065,Aboriginal from Central/South America (except Arawak and Maya)
ETH2066,Arawak
ETH2067,Argentinian
ETH2068,Belizean
ETH2069,Bolivian
ETH2070,Brazilian
ETH2071,Chilean
ETH2072,Colombian
ETH2073,Costa Rican
ETH2074,Ecuadorian
ETH2075,Guatemalan
ETH2076,Guyanese
ETH2077,Hispanic
ETH2078,Honduran
ETH2079,Maya
ETH2080,Mexican
ETH2081,Nicaraguan
ETH2082,Panamanian
ETH2083,Paraguayan
ETH2084,Peruvian
ETH2085,Salvadorean
ETH2086,Uruguayan
ETH2087,Venezuelan
ETH2088,"Latin, Central and South American origins, n.i.e."
ETH2089,African origins
ETH2090,Central and West African origins
ETH2091,Akan
ETH2092,Angolan
ETH2093,Ashanti
ETH2094,Beninese
ETH2095,Burkinabe
ETH2096,Cameroonian
ETH2097,Chadian
ETH2098,Congolese
ETH2099,Edo
ETH2100,Ewe
ETH2101,Gabonese
ETH2102,Gambian
ETH2103,Ghanaian
ETH2104,Guinean
ETH2105,Ibo
ETH2106,Ivorian
ETH2107,Liberian
ETH2108,Malian
ETH2109,Malinké
ETH2110,Nigerian
ETH2111,Peulh
ETH2112,Senegalese
ETH2113,Sierra Leonean
ETH2114,Togolese
ETH2115,Wolof
ETH2116,Yoruba
ETH2117,"Central and West African origins, n.i.e."
ETH2118,North African origins
ETH2119,Algerian
ETH2120,Berber
ETH2121,Coptic
ETH2122,Dinka
ETH2123,Egyptian
ETH2124,Libyan
ETH2125,Maure
ETH2126,Moroccan
ETH2127,Sudanese
ETH2128,Tunisian
ETH2129,"North African origins, n.i.e."
ETH2130,Southern and East African origins
ETH2131,Afrikaner
ETH2132,Amhara
ETH2133,"Bantu, n.o.s."
ETH2134,Burundian
ETH2135,Djiboutian
ETH2136,Eritrean
ETH2137,Ethiopian
ETH2138,Harari
ETH2139,Kenyan
ETH2140,Malagasy
ETH2141,Mauritian
ETH2142,Oromo
ETH2143,Rwandan
ETH2144,Seychellois
ETH2145,Somali
ETH2146,South African
ETH2147,Tanzanian
ETH2148,Tigrian
ETH2149,Ugandan
ETH2150,Zambian
ETH2151,Zimbabwean
ETH2152,Zulu
ETH2153,"Southern and East African origins, n.i.e."
ETH2154,Other African origins
ETH2155,"Black, n.o.s."
ETH2156,"Other African origins, n.i.e."
ETH2157,Asian origins
ETH2158,West Central Asian and Middle Eastern origins
ETH2159,Afghan
ETH2160,"Arab, n.o.s."
ETH2161,Armenian
ETH2162,Assyrian
ETH2163,Azerbaijani
ETH2164,Georgian
ETH2165,Hazara
ETH2166,Iranian
ETH2167,Iraqi
ETH2168,Israeli
ETH2169,Jordanian
ETH2170,Kazakh
ETH2171,Kurd
ETH2172,Kuwaiti
ETH2173,Kyrgyz
ETH2174,Lebanese
ETH2175,Palestinian
ETH2176,Pashtun
ETH2177,Saudi Arabian
ETH2178,Syrian
ETH2179,Tajik
ETH2180,Tatar
ETH2181,Turk
ETH2182,Turkmen
ETH2183,Uighur
ETH2184,Uzbek
ETH2185,Yemeni
ETH2186,"West Central Asian and Middle Eastern origins, n.i.e."
ETH2187,South Asian origins
ETH2188,Bangladeshi
ETH2189,Bengali
ETH2190,Bhutanese
