Permit_Key,Ward_ID,Est_Const_Cost,Application_Date_Key,Issued_Date_Key,Completed_Date_Key,Application_to_Issuance_Duration,Avg_App_to_Issuance_Duration_by_Year,Avg_Est_Const_Cost_by_Ward,Avg_Est_Const_Cost_by_Year
840,20,11000000,4029,5191,,1162,312.72,7597088.421768707,13350024.59
841,12,800000,4048,4069,,21,312.72,7658937.101338432,13350024.59
842,2,528706,4049,4127,,78,312.72,2989003.2716499544,13350024.59
843,21,1800000,4055,4062,,7,312.72,17091199.984,13350024.59
844,15,600000,4058,4243,,185,312.72,4522577.48037889,13350024.59
845,7,1589296,4058,4378,,320,312.72,3738553.685483871,13350024.59
846,16,1000001,4065,4205,,140,312.72,2465023.1840707962,13350024.59
847,21,15000000,4065,4397,,332,312.72,17091199.984,13350024.59
848,2,950000,4070,4252,,182,312.72,2989003.2716499544,13350024.59
849,12,6000000,4076,4156,,80,312.72,7658937.101338432,13350024.59
850,2,100000000,4079,5401,,1322,312.72,2989003.2716499544,13350024.59
851,3,600000,4083,4084,,1,312.72,9246769.549865229,13350024.59
852,2,825000,4084,4252,,168,312.72,2989003.2716499544,13350024.59
853,2,568000,4090,4126,,36,312.72,2989003.2716499544,13350024.59
854,15,600000,4091,4135,,44,312.72,4522577.48037889,13350024.59
855,15,30000000,4092,4600,,508,312.72,4522577.48037889,13350024.59
856,24,17200000,4092,4490,,398,312.72,23456062.532786883,13350024.59
857,1,523040,4097,4212,,115,312.72,3325419.7044334975,13350024.59
858,3,2400000,4098,4128,,30,312.72,9246769.549865229,13350024.59
859,14,10400000,4099,4163,,64,312.72,5826416.914893617,13350024.59
860,12,55000000,4100,5080,,980,312.72,7658937.101338432,13350024.59
861,11,525000,4111,4497,,386,248.15,1820371.57,12693718.64
862,23,1500000,4111,4120,,9,248.15,5772926.70157068,12693718.64
863,21,65000000,4112,4498,,386,248.15,17091199.984,12693718.64
864,19,25000000,4125,4756,,631,248.15,6721340.5708154505,12693718.64
865,11,800000,4127,4279,,152,248.15,1820371.57,12693718.64
866,11,1155268,4135,4180,,45,248.15,1820371.57,12693718.64
867,17,600000,4139,4181,,42,248.15,1614143.0049603174,12693718.64
868,4,5425000,4145,4503,,358,248.15,4297914.794871795,12693718.64
869,1,2750000,4146,4666,,520,248.15,3325419.7044334975,12693718.64
870,17,707524,4146,4163,,17,248.15,1614143.0049603174,12693718.64
871,16,550000,4160,4238,,78,248.15,2465023.1840707962,12693718.64
872,11,850000,4162,4247,,85,248.15,1820371.57,12693718.64
873,1,583000,4168,4196,,28,248.15,3325419.7044334975,12693718.64
874,11,600000,4173,4194,,21,248.15,1820371.57,12693718.64
875,21,65000000,4177,4671,,494,248.15,17091199.984,12693718.64
876,11,1000000,4182,4201,,19,248.15,1820371.57,12693718.64
877,11,550000,4188,4309,,121,248.15,1820371.57,12693718.64
878,2,550000,4189,4212,,23,248.15,2989003.2716499544,12693718.64
879,11,573116,4189,4257,,68,248.15,1820371.57,12693718.64
880,17,556000,4191,4210,,19,248.15,1614143.0049603174,12693718.64
881,2,1200000,4196,4310,,114,248.15,2989003.2716499544,12693718.64
882,17,760000,4198,4215,,17,248.15,1614143.0049603174,12693718.64
883,12,750000,4198,4303,,105,248.15,7658937.101338432,12693718.64
884,2,550000,4198,4240,,42,248.15,2989003.2716499544,12693718.64
885,23,17000000,4201,4503,,302,248.15,5772926.70157068,12693718.64
886,11,900000,4203,4247,,44,248.15,1820371.57,12693718.64
887,17,750000,4212,4238,,26,248.15,1614143.0049603174,12693718.64
888,22,600000,4215,4233,,18,248.15,2904103.2512077293,12693718.64
889,24,25000000,4218,5741,,1523,248.15,23456062.532786883,12693718.64
890,11,621089,4225,4240,,15,248.15,1820371.57,12693718.64
891,2,631400,4229,4378,,149,248.15,2989003.2716499544,12693718.64
892,1,15000000,4229,4443,,214,248.15,3325419.7044334975,12693718.64
893,2,1000000,4229,4261,,32,248.15,2989003.2716499544,12693718.64
894,1,599000,4230,4236,,6,248.15,3325419.7044334975,12693718.64
895,2,582544,4230,4251,,21,248.15,2989003.2716499544,12693718.64
896,16,54000000,4236,4890,,654,248.15,2465023.1840707962,12693718.64
897,21,1000000,4237,4239,,2,248.15,17091199.984,12693718.64
898,2,525000,4239,4306,,67,248.15,2989003.2716499544,12693718.64
899,4,600000,4240,4261,,21,248.15,4297914.794871795,12693718.64
900,17,3000000,4244,4293,,49,248.15,1614143.0049603174,12693718.64
901,16,850000,4247,4288,,41,248.15,2465023.1840707962,12693718.64
902,2,579824,4261,4281,,20,248.15,2989003.2716499544,12693718.64
903,24,600000,4265,4306,,41,248.15,23456062.532786883,12693718.64
904,23,3200000,4268,4583,,315,248.15,5772926.70157068,12693718.64
905,5,550048,4271,4321,,50,248.15,1400922.5020242915,12693718.64
906,16,1500000,4275,4329,,54,248.15,2465023.1840707962,12693718.64
907,2,550000,4279,4792,,513,248.15,2989003.2716499544,12693718.64
908,2,30000000,4279,5167,,888,248.15,2989003.2716499544,12693718.64
909,15,65000000,4282,5086,,804,248.15,4522577.48037889,12693718.64
910,17,546826,4286,4309,,23,248.15,1614143.0049603174,12693718.64
911,17,585567,4294,4330,,36,248.15,1614143.0049603174,12693718.64
912,2,600520,4299,4323,,24,248.15,2989003.2716499544,12693718.64
913,2,700000,4299,4315,,16,248.15,2989003.2716499544,12693718.64
914,4,11000000,4302,4498,,196,248.15,4297914.794871795,12693718.64
915,4,10000000,4306,4503,,197,248.15,4297914.794871795,12693718.64
916,3,30000000,4308,5353,,1045,248.15,9246769.549865229,12693718.64
917,21,1000000,4310,4316,,6,248.15,17091199.984,12693718.64
918,2,750000,4313,4520,,207,248.15,2989003.2716499544,12693718.64
919,13,80000000,4313,5297,,984,248.15,7795654.71978022,12693718.64
920,11,1000000,4314,4335,,21,248.15,1820371.57,12693718.64
921,2,617116,4322,4371,,49,248.15,2989003.2716499544,12693718.64
922,20,700000,4328,4377,,49,248.15,7597088.421768707,12693718.64
923,13,850000,4329,4343,,14,248.15,7795654.71978022,12693718.64
924,1,575000,4330,4351,,21,248.15,3325419.7044334975,12693718.64
925,1,10000000,4335,4484,,149,248.15,3325419.7044334975,12693718.64
926,24,90000000,4344,4932,,588,248.15,23456062.532786883,12693718.64
927,1,600000,4345,4376,,31,248.15,3325419.7044334975,12693718.64
928,19,750000,4350,4377,,27,248.15,6721340.5708154505,12693718.64
929,2,25000000,4363,5009,,646,248.15,2989003.2716499544,12693718.64
930,1,650000,4363,4427,,64,248.15,3325419.7044334975,12693718.64
931,11,1500000,4364,4397,,33,248.15,1820371.57,12693718.64
932,2,16000000,4364,5009,,645,248.15,2989003.2716499544,12693718.64
933,24,45000000,4366,4989,,623,248.15,23456062.532786883,12693718.64
934,2,718544,4371,4666,,295,248.15,2989003.2716499544,12693718.64
935,11,904264,4371,4404,,33,248.15,1820371.57,12693718.64
936,18,2900000,4373,5171,,798,248.15,8584355.493548388,12693718.64
937,15,600000,4378,4399,,21,248.15,4522577.48037889,12693718.64
938,2,550049,4379,4426,,47,248.15,2989003.2716499544,12693718.64
939,24,12000000,4386,4979,,593,248.15,23456062.532786883,12693718.64
940,2,554000,4386,4404,,18,248.15,2989003.2716499544,12693718.64
941,12,178000000,4393,5924,,1531,248.15,7658937.101338432,12693718.64
942,24,600000,4393,4450,,57,248.15,23456062.532786883,12693718.64
943,16,1500000,4393,4470,,77,248.15,2465023.1840707962,12693718.64
944,23,27000000,4398,4502,,104,248.15,5772926.70157068,12693718.64
945,2,638252,4398,4502,,104,248.15,2989003.2716499544,12693718.64
946,19,650000,4399,4406,,7,248.15,6721340.5708154505,12693718.64
947,15,85000000,4399,5520,,1121,248.15,4522577.48037889,12693718.64
948,2,650360,4400,4510,,110,248.15,2989003.2716499544,12693718.64
949,17,700000,4406,4432,,26,248.15,1614143.0049603174,12693718.64
950,18,750000,4411,4555,,144,248.15,8584355.493548388,12693718.64
951,17,36300000,4413,5230,,817,248.15,1614143.0049603174,12693718.64
952,4,600000,4413,4513,,100,248.15,4297914.794871795,12693718.64
953,20,100000000,4414,5646,,1232,248.15,7597088.421768707,12693718.64
954,1,35000000,4421,4995,,574,248.15,3325419.7044334975,12693718.64
955,1,23000000,4421,4995,,574,248.15,3325419.7044334975,12693718.64
956,2,1500000,4421,4470,,49,248.15,2989003.2716499544,12693718.64
957,11,800000,4428,4461,,33,248.15,1820371.57,12693718.64
958,18,30000000,4429,5332,,903,248.15,8584355.493548388,12693718.64
959,20,15000000,4432,4790,,358,248.15,7597088.421768707,12693718.64
960,17,600000,4434,4447,,13,248.15,1614143.0049603174,12693718.64
961,11,1400000,4439,4524,,85,248.15,1820371.57,12693718.64
962,3,60000000,4442,5133,,691,248.15,9246769.549865229,12693718.64
963,15,11000000,4443,4869,,426,248.15,4522577.48037889,12693718.64
964,2,658080,4447,4533,,86,248.15,2989003.2716499544,12693718.64
965,17,560000,4447,4519,,72,248.15,1614143.0049603174,12693718.64
966,3,25000000,4448,5952,,1504,248.15,9246769.549865229,12693718.64
967,16,4000000,4450,5770,,1320,248.15,2465023.1840707962,12693718.64
968,24,128000000,4454,5680,,1226,248.15,23456062.532786883,12693718.64
969,2,700000,4455,4499,,44,248.15,2989003.2716499544,12693718.64
970,20,8200000,4457,4819,,362,248.15,7597088.421768707,12693718.64
971,24,50000000,4457,5134,,677,248.15,23456062.532786883,12693718.64
972,15,37000000,4457,5136,,679,248.15,4522577.48037889,12693718.64
973,2,700632,4460,4553,,93,248.15,2989003.2716499544,12693718.64
974,17,600000,4462,4482,,20,248.15,1614143.0049603174,12693718.64
975,3,32000000,4462,5195,,733,248.15,9246769.549865229,12693718.64
976,13,12000000,4463,5212,,749,248.15,7795654.71978022,12693718.64
977,15,700000,4464,4698,,234,248.15,4522577.48037889,12693718.64
978,2,600000,4464,4484,,20,248.15,2989003.2716499544,12693718.64
979,15,600000,4470,4513,,43,248.15,4522577.48037889,12693718.64
980,11,720000,4471,4488,,17,248.15,1820371.57,12693718.64
981,1,900000,4475,4534,,59,258.28,3325419.7044334975,7314077.5
982,11,600000,4483,4517,,34,258.28,1820371.57,7314077.5
983,24,33000000,4484,5412,,928,258.28,23456062.532786883,7314077.5
984,2,700000,4489,4595,,106,258.28,2989003.2716499544,7314077.5
985,11,600000,4490,4512,,22,258.28,1820371.57,7314077.5
986,21,600000,4491,4509,,18,258.28,17091199.984,7314077.5
987,21,49970000,4496,5804,,1308,258.28,17091199.984,7314077.5
988,11,1500000,4497,4555,,58,258.28,1820371.57,7314077.5
989,15,600000,4505,4552,,47,258.28,4522577.48037889,7314077.5
990,11,600000,4506,4575,,69,258.28,1820371.57,7314077.5
991,12,750000,4510,4628,,118,258.28,7658937.101338432,7314077.5
992,3,650000,4526,4567,,41,258.28,9246769.549865229,7314077.5
993,17,692460,4530,4555,,25,258.28,1614143.0049603174,7314077.5
994,2,640000,4531,4643,,112,258.28,2989003.2716499544,7314077.5
995,16,800000,4531,4593,,62,258.28,2465023.1840707962,7314077.5
996,12,600000,4531,4555,,24,258.28,7658937.101338432,7314077.5
997,17,700000,4532,4666,,134,258.28,1614143.0049603174,7314077.5
998,1,654472,4533,4595,,62,258.28,3325419.7044334975,7314077.5
999,12,600000,4537,4806,,269,258.28,7658937.101338432,7314077.5
1000,11,948000,4537,4565,,28,258.28,1820371.57,7314077.5
1001,15,10000000,4540,4989,,449,258.28,4522577.48037889,7314077.5
1002,12,550000,4541,4645,,104,258.28,7658937.101338432,7314077.5
1003,12,525000,4541,4645,,104,258.28,7658937.101338432,7314077.5
1004,17,700000,4546,4952,,406,258.28,1614143.0049603174,7314077.5
1005,1,15200000,4548,5678,,1130,258.28,3325419.7044334975,7314077.5
1006,13,25000000,4553,5513,,960,258.28,7795654.71978022,7314077.5
1007,11,660000,4555,4818,,263,258.28,1820371.57,7314077.5
1008,24,6500000,4560,5336,,776,258.28,23456062.532786883,7314077.5
1009,2,600000,4560,4575,,15,258.28,2989003.2716499544,7314077.5
1010,21,25000000,4566,5276,,710,258.28,17091199.984,7314077.5
1011,17,600000,4573,4649,,76,258.28,1614143.0049603174,7314077.5
1012,17,570000,4579,4628,,49,258.28,1614143.0049603174,7314077.5
1013,15,700000,4579,4618,,39,258.28,4522577.48037889,7314077.5
1014,12,1000000,4580,4618,,38,258.28,7658937.101338432,7314077.5
1015,2,550000,4588,4638,,50,258.28,2989003.2716499544,7314077.5
1016,2,600000,4601,4748,,147,258.28,2989003.2716499544,7314077.5
1017,12,1000000,4602,4636,,34,258.28,7658937.101338432,7314077.5
1018,17,549000,4604,4644,,40,258.28,1614143.0049603174,7314077.5
1019,17,600000,4604,4677,,73,258.28,1614143.0049603174,7314077.5
1020,2,565000,4611,5302,,691,258.28,2989003.2716499544,7314077.5
1021,17,600000,4618,4845,,227,258.28,1614143.0049603174,7314077.5
1022,17,1000000,4618,4643,,25,258.28,1614143.0049603174,7314077.5
1023,24,50000000,4621,5391,,770,258.28,23456062.532786883,7314077.5
1024,16,1000000,4621,4686,,65,258.28,2465023.1840707962,7314077.5
1025,18,24000000,4624,5099,,475,258.28,8584355.493548388,7314077.5
1026,17,600000,4624,4868,,244,258.28,1614143.0049603174,7314077.5
1027,1,530000,4629,4716,,87,258.28,3325419.7044334975,7314077.5
1028,2,577776,4631,4743,,112,258.28,2989003.2716499544,7314077.5
1029,1,600000,4632,4666,,34,258.28,3325419.7044334975,7314077.5
1030,4,40000000,4635,5504,,869,258.28,4297914.794871795,7314077.5
1031,2,599200,4642,4897,,255,258.28,2989003.2716499544,7314077.5
1032,11,650000,4643,4681,,38,258.28,1820371.57,7314077.5
1033,2,562912,4649,4770,,121,258.28,2989003.2716499544,7314077.5
1034,10,50899355,4650,5513,,863,258.28,8282326.220930233,7314077.5
1035,12,55000000,4651,5289,,638,258.28,7658937.101338432,7314077.5
1036,11,700000,4657,4751,,94,258.28,1820371.57,7314077.5
1037,17,1000000,4657,4680,,23,258.28,1614143.0049603174,7314077.5
1038,1,555000,4657,4699,,42,258.28,3325419.7044334975,7314077.5
1039,18,97000000,4658,5667,,1009,258.28,8584355.493548388,7314077.5
1040,18,16000000,4658,5667,,1009,258.28,8584355.493548388,7314077.5
1041,2,703400,4660,4761,,101,258.28,2989003.2716499544,7314077.5
1042,11,3600000,4663,4792,,129,258.28,1820371.57,7314077.5
1043,11,600000,4664,4729,,65,258.28,1820371.57,7314077.5
1044,1,623490,4670,4706,,36,258.28,3325419.7044334975,7314077.5
1045,15,650000,4673,4870,,197,258.28,4522577.48037889,7314077.5
1046,18,760000,4674,4709,,35,258.28,8584355.493548388,7314077.5
1047,12,95000000,4680,5672,,992,258.28,7658937.101338432,7314077.5
1048,21,800000,4686,4800,,114,258.28,17091199.984,7314077.5
1049,19,600000,4686,4706,,20,258.28,6721340.5708154505,7314077.5
1050,15,22000000,4687,5189,,502,258.28,4522577.48037889,7314077.5
1051,2,650000,4692,4762,,70,258.28,2989003.2716499544,7314077.5
1052,18,745568,4693,4726,,33,258.28,8584355.493548388,7314077.5
1053,2,600000,4693,4796,,103,258.28,2989003.2716499544,7314077.5
1054,1,604536,4695,4786,,91,258.28,3325419.7044334975,7314077.5
1055,11,1047720,4698,4814,,116,258.28,1820371.57,7314077.5
1056,2,600000,4698,4743,,45,258.28,2989003.2716499544,7314077.5
1057,17,750000,4699,4740,,41,258.28,1614143.0049603174,7314077.5
1058,2,675000,4708,4756,,48,258.28,2989003.2716499544,7314077.5
1059,19,675000,4709,4796,,87,258.28,6721340.5708154505,7314077.5
1060,21,650000,4714,4778,,64,258.28,17091199.984,7314077.5
1061,1,950000,4714,4793,,79,258.28,3325419.7044334975,7314077.5
1062,20,2000000,4728,5233,,505,258.28,7597088.421768707,7314077.5
1063,1,1000000,4730,4791,,61,258.28,3325419.7044334975,7314077.5
1064,2,725000,4730,4980,,250,258.28,2989003.2716499544,7314077.5
1065,12,1500000,4747,4791,,44,258.28,7658937.101338432,7314077.5
1066,17,640000,4747,4961,,214,258.28,1614143.0049603174,7314077.5
1067,12,600000,4749,4792,,43,258.28,7658937.101338432,7314077.5
1068,2,600000,4750,4810,,60,258.28,2989003.2716499544,7314077.5
1069,12,1500000,4750,4842,,92,258.28,7658937.101338432,7314077.5
1070,2,650000,4751,4845,,94,258.28,2989003.2716499544,7314077.5
1071,24,880000,4756,4789,,33,258.28,23456062.532786883,7314077.5
1072,4,700000,4761,4782,,21,258.28,4297914.794871795,7314077.5
1073,17,650000,4765,4792,,27,258.28,1614143.0049603174,7314077.5
1074,3,100000000,4775,5248,,473,258.28,9246769.549865229,7314077.5
1075,15,7500000,4778,4932,,154,258.28,4522577.48037889,7314077.5
1076,2,750000,4779,4860,,81,258.28,2989003.2716499544,7314077.5
1077,11,650000,4779,4814,,35,258.28,1820371.57,7314077.5
1078,2,570000,4782,4820,,38,258.28,2989003.2716499544,7314077.5
1079,1,18000000,4782,5678,,896,258.28,3325419.7044334975,7314077.5
1080,19,600000,4783,4803,,20,258.28,6721340.5708154505,7314077.5
1081,11,1250000,4784,4831,,47,258.28,1820371.57,7314077.5
1082,2,504648,4785,4820,,35,258.28,2989003.2716499544,7314077.5
1083,3,600000,4786,4910,,124,258.28,9246769.549865229,7314077.5
1084,4,10157769,4790,5815,,1025,258.28,4297914.794871795,7314077.5
1085,20,36000000,4799,6644,,1845,258.28,7597088.421768707,7314077.5
1086,3,2000000,4805,4884,,79,258.28,9246769.549865229,7314077.5
1087,17,650000,4806,4905,,99,258.28,1614143.0049603174,7314077.5
1088,11,550000,4807,4909,,102,258.28,1820371.57,7314077.5
1089,11,700000,4810,4869,,59,258.28,1820371.57,7314077.5
1090,11,750000,4810,4869,,59,258.28,1820371.57,7314077.5
1091,24,1500000,4811,4853,,42,258.28,23456062.532786883,7314077.5
1092,3,10000000,4812,6445,,1633,258.28,9246769.549865229,7314077.5
1093,18,614816,4813,4912,,99,258.28,8584355.493548388,7314077.5
1094,11,700000,4813,4828,,15,258.28,1820371.57,7314077.5
1095,24,2000000,4826,4867,,41,258.28,23456062.532786883,7314077.5
1096,11,900000,4826,5175,,349,258.28,1820371.57,7314077.5
1097,20,17000000,4827,5476,,649,258.28,7597088.421768707,7314077.5
1098,16,50000000,4828,5260,,432,258.28,2465023.1840707962,7314077.5
1099,4,1000000,4828,4842,,14,258.28,4297914.794871795,7314077.5
1100,0,46440000,4834,7443,,2609,258.28,8418173.322222222,7314077.5
1101,11,550000,4845,4874,,29,253.83,1820371.57,6984378.81
1102,17,863456,4859,5034,,175,253.83,1614143.0049603174,6984378.81
1103,24,6000000,4859,5455,,596,253.83,23456062.532786883,6984378.81
1104,1,550000,4861,4916,,55,253.83,3325419.7044334975,6984378.81
1105,16,1500000,4862,4939,,77,253.83,2465023.1840707962,6984378.81
1106,10,1700000,4875,4891,,16,253.83,8282326.220930233,6984378.81
1107,15,750000,4880,4953,,73,253.83,4522577.48037889,6984378.81
1108,5,1000000,4880,5073,,193,253.83,1400922.5020242915,6984378.81
1109,10,12000000,4883,5366,,483,253.83,8282326.220930233,6984378.81
1110,17,522924,4883,4915,,32,253.83,1614143.0049603174,6984378.81
1111,15,1000000,4888,4924,,36,253.83,4522577.48037889,6984378.81
1112,16,900000,4897,4960,,63,253.83,2465023.1840707962,6984378.81
1113,17,650000,4897,4930,,33,253.83,1614143.0049603174,6984378.81
1114,23,1800000,4898,5555,,657,253.83,5772926.70157068,6984378.81
1115,6,538500,4902,5022,,120,253.83,1124713.2781954887,6984378.81
1116,17,680000,4904,4992,,88,253.83,1614143.0049603174,6984378.81
1117,16,1250000,4904,4961,,57,253.83,2465023.1840707962,6984378.81
1118,2,685960,4905,4919,,14,253.83,2989003.2716499544,6984378.81
1119,1,799572,4909,4985,,76,253.83,3325419.7044334975,6984378.81
1120,17,505600,4909,5017,,108,253.83,1614143.0049603174,6984378.81
1121,17,1500000,4909,4967,,58,253.83,1614143.0049603174,6984378.81
1122,1,580000,4909,4945,,36,253.83,3325419.7044334975,6984378.81
1123,15,550000,4916,4953,,37,253.83,4522577.48037889,6984378.81
1124,11,1000000,4916,5281,,365,253.83,1820371.57,6984378.81
1125,11,865184,4916,4985,,69,253.83,1820371.57,6984378.81
1126,2,600000,4919,4994,,75,253.83,2989003.2716499544,6984378.81
1127,11,1200000,4919,4972,,53,253.83,1820371.57,6984378.81
1128,11,950000,4922,4985,,63,253.83,1820371.57,6984378.81
1129,17,675000,4924,4961,,37,253.83,1614143.0049603174,6984378.81
1130,11,800000,4930,4985,,55,253.83,1820371.57,6984378.81
1131,2,2500000,4930,4979,,49,253.83,2989003.2716499544,6984378.81
1132,1,550000,4932,4947,,15,253.83,3325419.7044334975,6984378.81
1133,24,250000000,4932,5797,,865,253.83,23456062.532786883,6984378.81
1134,17,625000,4933,5006,,73,253.83,1614143.0049603174,6984378.81
1135,2,600000,4933,5077,,144,253.83,2989003.2716499544,6984378.81
1136,17,1000000,4933,4974,,41,253.83,1614143.0049603174,6984378.81
1137,4,1100000,4937,5590,,653,253.83,4297914.794871795,6984378.81
1138,21,800000,4938,5800,,862,253.83,17091199.984,6984378.81
1139,1,625000,4940,4961,,21,253.83,3325419.7044334975,6984378.81
1140,1,575000,4943,4999,,56,253.83,3325419.7044334975,6984378.81
1141,2,760000,4943,5002,,59,253.83,2989003.2716499544,6984378.81
1142,17,679776,4946,4993,,47,253.83,1614143.0049603174,6984378.81
1143,17,685800,4946,5006,,60,253.83,1614143.0049603174,6984378.81
1144,24,650000,4947,4960,,13,253.83,23456062.532786883,6984378.81
1145,1,700000,4947,5526,,579,253.83,3325419.7044334975,6984378.81
1146,2,700000,4947,5104,,157,253.83,2989003.2716499544,6984378.81
1147,2,16000000,4950,5559,,609,253.83,2989003.2716499544,6984378.81
1148,19,539520,4952,5028,,76,253.83,6721340.5708154505,6984378.81
1149,2,700000,4952,5043,,91,253.83,2989003.2716499544,6984378.81
1150,23,600000,4953,4971,,18,253.83,5772926.70157068,6984378.81
1151,16,600000,4957,5031,,74,253.83,2465023.1840707962,6984378.81
1152,13,700000,4958,4989,,31,253.83,7795654.71978022,6984378.81
1153,1,600000,4961,5042,,81,253.83,3325419.7044334975,6984378.81
1154,11,750000,4964,5345,,381,253.83,1820371.57,6984378.81
1155,2,725000,4965,5003,,38,253.83,2989003.2716499544,6984378.81
1156,15,650000,4966,6042,,1076,253.83,4522577.48037889,6984378.81
1157,16,3000000,4971,5140,,169,253.83,2465023.1840707962,6984378.81
1158,11,725000,4971,4986,,15,253.83,1820371.57,6984378.81
1159,22,700000,4974,5048,,74,253.83,2904103.2512077293,6984378.81
1160,4,2000000,4981,5008,,27,253.83,4297914.794871795,6984378.81
1161,17,618496,4981,5010,,29,253.83,1614143.0049603174,6984378.81
1162,2,550000,4985,5090,,105,253.83,2989003.2716499544,6984378.81
1163,16,850000,4988,5017,,29,253.83,2465023.1840707962,6984378.81
1164,2,700000,4996,5010,,14,253.83,2989003.2716499544,6984378.81
1165,2,700000,4996,5070,,74,253.83,2989003.2716499544,6984378.81
1166,15,700000,4999,5051,,52,253.83,4522577.48037889,6984378.81
1167,16,1000000,5009,5027,,18,253.83,2465023.1840707962,6984378.81
1168,12,1800000,5010,5062,,52,253.83,7658937.101338432,6984378.81
1169,21,800000,5013,5051,,38,253.83,17091199.984,6984378.81
1170,17,523200,5015,5043,,28,253.83,1614143.0049603174,6984378.81
1171,16,1000000,5015,5034,,19,253.83,2465023.1840707962,6984378.81
1172,13,16500000,5017,5665,,648,253.83,7795654.71978022,6984378.81
1173,1,733000,5021,5094,,73,253.83,3325419.7044334975,6984378.81
1174,24,700000,5022,5027,,5,253.83,23456062.532786883,6984378.81
1175,2,810000,5024,5132,,108,253.83,2989003.2716499544,6984378.81
1176,2,800000,5029,5043,,14,253.83,2989003.2716499544,6984378.81
1177,16,900000,5029,5073,,44,253.83,2465023.1840707962,6984378.81
1178,17,2000000,5143,5211,,68,253.83,1614143.0049603174,6984378.81
1179,11,650000,5030,5045,,15,253.83,1820371.57,6984378.81
1180,17,1100004,5031,5052,,21,253.83,1614143.0049603174,6984378.81
1181,11,800000,5036,5070,,34,253.83,1820371.57,6984378.81
1182,1,600000,5037,5077,,40,253.83,3325419.7044334975,6984378.81
1183,17,600000,5038,5070,,32,253.83,1614143.0049603174,6984378.81
1184,1,639000,5044,5122,,78,253.83,3325419.7044334975,6984378.81
1185,11,860000,5048,5118,,70,253.83,1820371.57,6984378.81
1186,16,50000000,5051,5779,,728,253.83,2465023.1840707962,6984378.81
1187,6,600000,5052,5245,,193,253.83,1124713.2781954887,6984378.81
1188,2,630000,5052,5149,,97,253.83,2989003.2716499544,6984378.81
1189,17,550000,5059,5092,,33,253.83,1614143.0049603174,6984378.81
1190,1,951520,5062,5106,,44,253.83,3325419.7044334975,6984378.81
1191,3,950000,5066,5189,,123,253.83,9246769.549865229,6984378.81
1192,12,5000000,5070,5225,,155,253.83,7658937.101338432,6984378.81
1193,12,1000000,5070,5233,,163,253.83,7658937.101338432,6984378.81
1194,12,700000,5076,5098,,22,253.83,7658937.101338432,6984378.81
1195,11,1500000,5079,5190,,111,253.83,1820371.57,6984378.81
1196,22,850000,5079,5205,,126,253.83,2904103.2512077293,6984378.81
1197,12,24446600,5079,5773,,694,253.83,7658937.101338432,6984378.81
1198,12,50000000,5084,7158,,2074,253.83,7658937.101338432,6984378.81
1199,20,1000000,5085,5646,,561,253.83,7597088.421768707,6984378.81
1200,2,680000,5086,5100,,14,253.83,2989003.2716499544,6984378.81
1201,2,670000,5090,5113,,23,253.83,2989003.2716499544,6984378.81
1202,1,700000,5092,5122,,30,253.83,3325419.7044334975,6984378.81
1203,12,2000000,5097,5132,,35,253.83,7658937.101338432,6984378.81
1204,11,570000,5098,5182,,84,253.83,1820371.57,6984378.81
1205,17,850000,5099,5114,,15,253.83,1614143.0049603174,6984378.81
1206,2,600000,5099,5154,,55,253.83,2989003.2716499544,6984378.81
1207,2,750000,5100,5129,,29,253.83,2989003.2716499544,6984378.81
1208,24,58800000,5104,6484,,1380,253.83,23456062.532786883,6984378.81
1209,1,666960,5106,5146,,40,253.83,3325419.7044334975,6984378.81
1210,24,625000,5108,5119,,11,253.83,23456062.532786883,6984378.81
1211,2,850000,5122,5139,,17,253.83,2989003.2716499544,6984378.81
1212,11,1010000,5122,5148,,26,253.83,1820371.57,6984378.81
1213,3,1200000,5127,5175,,48,253.83,9246769.549865229,6984378.81
1214,19,625000,5128,5149,,21,253.83,6721340.5708154505,6984378.81
1215,20,1000000,5132,6424,,1292,253.83,7597088.421768707,6984378.81
1216,20,2000000,5133,6429,,1296,253.83,7597088.421768707,6984378.81
1217,20,2500000,5133,6429,,1296,253.83,7597088.421768707,6984378.81
1218,20,2000000,5133,6429,,1296,253.83,7597088.421768707,6984378.81
1219,20,1500000,5133,6464,,1331,253.83,7597088.421768707,6984378.81
1220,20,1500000,5133,6428,,1295,253.83,7597088.421768707,6984378.81
1221,3,19000000,5133,6179,,1046,253.83,9246769.549865229,6984378.81
1222,19,654400,5134,5141,,7,253.83,6721340.5708154505,6984378.81
1223,17,800000,5134,5154,,20,253.83,1614143.0049603174,6984378.81
1224,12,65000000,5136,8272,,3136,253.83,7658937.101338432,6984378.81
1225,1,539952,5139,5255,,116,253.83,3325419.7044334975,6984378.81
1226,20,60000000,5147,5794,,647,253.83,7597088.421768707,6984378.81
1227,20,30000000,5147,5848,,701,253.83,7597088.421768707,6984378.81
1228,16,850000,5147,5269,,122,253.83,2465023.1840707962,6984378.81
1229,10,600000,5149,5245,,96,253.83,8282326.220930233,6984378.81
1230,17,4300000,5149,6277,,1128,253.83,1614143.0049603174,6984378.81
1231,17,13800000,5149,6234,,1085,253.83,1614143.0049603174,6984378.81
1232,11,760000,5160,5224,,64,253.83,1820371.57,6984378.81
