Permit_Key,Ward_ID,Est_Const_Cost,Application_Date_Key,Issued_Date_Key,Completed_Date_Key,Application_to_Issuance_Duration,Avg_App_to_Issuance_Duration_by_Year,Avg_Est_Const_Cost_by_Ward,Avg_Est_Const_Cost_by_Year
3818,2,1000000,8346,8457,,111,99.44,2989003.2716499544,1975331.43
3819,12,1000000,8346,8452,,106,99.44,7658937.101338432,1975331.43
3820,16,1250000,8346,8565,,219,99.44,2465023.1840707962,1975331.43
3821,2,2120000,8346,8394,,48,99.44,2989003.2716499544,1975331.43
3822,20,1000000,8347,8513,,166,99.44,7597088.421768707,1975331.43
3823,17,1500000,8347,8411,,64,99.44,1614143.0049603174,1975331.43
3824,1,1000000,8347,8430,,83,99.44,3325419.7044334975,1975331.43
3825,17,6000000,8348,8670,,322,99.44,1614143.0049603174,1975331.43
3826,11,850000,8349,8411,,62,99.44,1820371.57,1975331.43
3827,17,1500000,8349,8389,,40,99.44,1614143.0049603174,1975331.43
3828,3,2000000,8349,8401,,52,99.44,9246769.549865229,1975331.43
3829,16,1100000,8352,8402,,50,99.44,2465023.1840707962,1975331.43
3830,16,800000,8352,8507,,155,99.44,2465023.1840707962,1975331.43
3831,22,800000,8353,8404,,51,99.44,2904103.2512077293,1975331.43
3832,11,700000,8353,8521,,168,99.44,1820371.57,1975331.43
3833,17,750000,8354,8380,,26,99.44,1614143.0049603174,1975331.43
3834,12,1600000,8354,8465,,111,99.44,7658937.101338432,1975331.43
3835,15,700000,8355,8424,,69,99.44,4522577.48037889,1975331.43
3836,11,24700000,8355,8899,,544,99.44,1820371.57,1975331.43
3837,15,700000,8355,8424,,69,99.44,4522577.48037889,1975331.43
3838,22,520000,8355,8465,,110,99.44,2904103.2512077293,1975331.43
3839,22,520000,8355,8464,,109,99.44,2904103.2512077293,1975331.43
3840,15,900000,8356,8404,,48,99.44,4522577.48037889,1975331.43
3841,15,650000,8356,8396,,40,99.44,4522577.48037889,1975331.43
3842,15,1300000,8359,8415,,56,99.44,4522577.48037889,1975331.43
3843,11,1520000,8359,8613,,254,99.44,1820371.57,1975331.43
3844,2,1000000,8360,8389,,29,99.44,2989003.2716499544,1975331.43
3845,17,1500000,8360,8411,,51,99.44,1614143.0049603174,1975331.43
3846,13,850000,8360,8430,,70,99.44,7795654.71978022,1975331.43
3847,13,850000,8361,8424,,63,99.44,7795654.71978022,1975331.43
3848,23,800000,8361,8405,,44,99.44,5772926.70157068,1975331.43
3849,16,700000,8361,8397,,36,99.44,2465023.1840707962,1975331.43
3850,12,800000,8362,8494,,132,99.44,7658937.101338432,1975331.43
3851,2,1500000,8362,8380,,18,99.44,2989003.2716499544,1975331.43
3852,17,1200000,8362,8384,,22,99.44,1614143.0049603174,1975331.43
3853,2,700000,8362,8391,,29,99.44,2989003.2716499544,1975331.43
3854,11,5000000,8363,8405,,42,99.44,1820371.57,1975331.43
3855,24,1000000,8363,8454,,91,99.44,23456062.532786883,1975331.43
3856,9,800000,8365,8410,,45,99.44,3707403.8834951455,1975331.43
3857,11,888300,8365,8410,,45,99.44,1820371.57,1975331.43
3858,15,600000,8366,8429,,63,99.44,4522577.48037889,1975331.43
3859,9,700000,8366,8412,,46,99.44,3707403.8834951455,1975331.43
3860,11,700000,8366,8459,,93,99.44,1820371.57,1975331.43
3861,4,1200000,8367,8391,,24,99.44,4297914.794871795,1975331.43
3862,4,1000000,8367,8433,,66,99.44,4297914.794871795,1975331.43
3863,4,1200000,8368,8439,,71,99.44,4297914.794871795,1975331.43
3864,3,2000000,8368,8457,,89,99.44,9246769.549865229,1975331.43
3865,5,650000,8368,8459,,91,99.44,1400922.5020242915,1975331.43
3866,10,1000000,8368,8388,,20,99.44,8282326.220930233,1975331.43
3867,17,4800000,8369,8558,,189,99.44,1614143.0049603174,1975331.43
3868,24,10000000,8370,8458,,88,99.44,23456062.532786883,1975331.43
3869,17,1000000,8374,8425,,51,99.44,1614143.0049603174,1975331.43
3870,3,660000,8374,8671,,297,99.44,9246769.549865229,1975331.43
3871,11,950000,8374,8424,,50,99.44,1820371.57,1975331.43
3872,11,2000000,8374,8458,,84,99.44,1820371.57,1975331.43
3873,17,2000000,8374,8403,,29,99.44,1614143.0049603174,1975331.43
3874,2,800000,8375,8417,,42,99.44,2989003.2716499544,1975331.43
3875,15,1600000,8375,8478,,103,99.44,4522577.48037889,1975331.43
3876,3,550000,8376,8391,,15,99.44,9246769.549865229,1975331.43
3877,11,1000000,8376,8422,,46,99.44,1820371.57,1975331.43
3878,17,1500000,8376,8411,,35,99.44,1614143.0049603174,1975331.43
3879,15,1000000,8377,8432,,55,99.44,4522577.48037889,1975331.43
3880,16,1000000,8377,8426,,49,99.44,2465023.1840707962,1975331.43
3881,17,1700000,8377,8431,,54,99.44,1614143.0049603174,1975331.43
3882,4,1000000,8377,8437,,60,99.44,4297914.794871795,1975331.43
3883,1,850000,8380,8552,,172,99.44,3325419.7044334975,1975331.43
3884,13,1000000,8380,8422,,42,99.44,7795654.71978022,1975331.43
3885,17,1000000,8380,8415,,35,99.44,1614143.0049603174,1975331.43
3886,6,780000,8381,8415,,34,99.44,1124713.2781954887,1975331.43
3887,17,1000000,8382,8489,,107,99.44,1614143.0049603174,1975331.43
3888,17,1500000,8382,8412,,30,99.44,1614143.0049603174,1975331.43
3889,17,700000,8382,8411,,29,99.44,1614143.0049603174,1975331.43
3890,22,700000,8384,8591,,207,99.44,2904103.2512077293,1975331.43
3891,17,800000,8387,8424,,37,99.44,1614143.0049603174,1975331.43
3892,19,1000000,8387,8468,,81,99.44,6721340.5708154505,1975331.43
3893,18,700000,8388,8423,,35,99.44,8584355.493548388,1975331.43
3894,11,700000,8388,8513,,125,99.44,1820371.57,1975331.43
3895,17,1500000,8389,8502,,113,99.44,1614143.0049603174,1975331.43
3896,23,1000000,8389,8677,,288,99.44,5772926.70157068,1975331.43
3897,6,730000,8389,8482,,93,99.44,1124713.2781954887,1975331.43
3898,0,1200000,8389,8675,,286,99.44,8418173.322222222,1975331.43
3899,13,5000000,8390,8422,,32,99.44,7795654.71978022,1975331.43
3900,6,960000,8390,8439,,49,99.44,1124713.2781954887,1975331.43
3901,23,1000000,8391,8594,,203,99.44,5772926.70157068,1975331.43
3902,4,700000,8391,8510,,119,99.44,4297914.794871795,1975331.43
3903,6,1000000,8394,8446,,52,99.44,1124713.2781954887,1975331.43
3904,15,834600,8394,8536,,142,99.44,4522577.48037889,1975331.43
3905,15,1673640,8394,8436,,42,99.44,4522577.48037889,1975331.43
3906,11,900000,8395,8425,,30,99.44,1820371.57,1975331.43
3907,9,1000000,8395,8467,,72,99.44,3707403.8834951455,1975331.43
3908,2,1400000,8395,8411,,16,99.44,2989003.2716499544,1975331.43
3909,16,1000000,8395,8419,,24,99.44,2465023.1840707962,1975331.43
3910,12,1200000,8396,8422,,26,99.44,7658937.101338432,1975331.43
3911,17,1000000,8396,8454,,58,99.44,1614143.0049603174,1975331.43
3912,11,2000000,8397,8471,,74,99.44,1820371.57,1975331.43
3913,12,1000000,8397,8509,,112,99.44,7658937.101338432,1975331.43
3914,15,750000,8397,8548,,151,99.44,4522577.48037889,1975331.43
3915,15,750000,8397,8550,,153,99.44,4522577.48037889,1975331.43
3916,22,1400000,8400,8479,,79,99.44,2904103.2512077293,1975331.43
3917,11,1200000,8401,8451,,50,99.44,1820371.57,1975331.43
3918,16,1200000,8401,8429,,28,99.44,2465023.1840707962,1975331.43
3919,12,1400000,8401,8822,,421,99.44,7658937.101338432,1975331.43
3920,3,1000000,8402,8429,,27,99.44,9246769.549865229,1975331.43
3921,5,650000,8402,8725,,323,99.44,1400922.5020242915,1975331.43
3922,12,750000,8402,8457,,55,99.44,7658937.101338432,1975331.43
3923,13,1000000,8402,8667,,265,99.44,7795654.71978022,1975331.43
3924,11,1000000,8403,8468,,65,99.44,1820371.57,1975331.43
3925,16,1500000,8403,8467,,64,99.44,2465023.1840707962,1975331.43
3926,5,1000000,8403,8507,,104,99.44,1400922.5020242915,1975331.43
3927,15,750000,8403,8457,,54,99.44,4522577.48037889,1975331.43
3928,17,1000000,8404,8500,,96,99.44,1614143.0049603174,1975331.43
3929,21,6600000,8404,8480,,76,99.44,17091199.984,1975331.43
3930,5,700000,8405,8503,,98,99.44,1400922.5020242915,1975331.43
3931,5,750000,8405,8621,,216,99.44,1400922.5020242915,1975331.43
3932,6,1000000,8405,8535,,130,99.44,1124713.2781954887,1975331.43
3933,19,1200000,8405,8454,,49,99.44,6721340.5708154505,1975331.43
3934,14,1000000,8409,8662,,253,99.44,5826416.914893617,1975331.43
3935,2,1000000,8409,8506,,97,99.44,2989003.2716499544,1975331.43
3936,2,1000000,8409,8506,,97,99.44,2989003.2716499544,1975331.43
3937,2,1000000,8409,8506,,97,99.44,2989003.2716499544,1975331.43
3938,17,1000000,8411,8508,,97,99.44,1614143.0049603174,1975331.43
3939,11,2000000,8411,8544,,133,99.44,1820371.57,1975331.43
3940,15,950000,8411,8453,,42,99.44,4522577.48037889,1975331.43
3941,19,1000000,8411,8461,,50,99.44,6721340.5708154505,1975331.43
3942,16,2000000,8411,8552,,141,99.44,2465023.1840707962,1975331.43
3943,4,1200000,8412,8465,,53,99.44,4297914.794871795,1975331.43
3944,11,1000000,8412,8534,,122,99.44,1820371.57,1975331.43
3945,12,1500000,8412,8432,,20,99.44,7658937.101338432,1975331.43
3946,24,2700000,8412,8543,,131,99.44,23456062.532786883,1975331.43
3947,2,1000000,8412,8454,,42,99.44,2989003.2716499544,1975331.43
3948,8,1000000,8412,8585,,173,99.44,1501617.2191780822,1975331.43
3949,13,1700000,8412,8513,,101,99.44,7795654.71978022,1975331.43
3950,11,1150000,8414,8471,,57,99.44,1820371.57,1975331.43
3951,19,1500000,8415,8522,,107,99.44,6721340.5708154505,1975331.43
3952,17,1500000,8415,8430,,15,99.44,1614143.0049603174,1975331.43
3953,2,1000000,8415,8444,,29,99.44,2989003.2716499544,1975331.43
3954,8,800000,8415,8460,,45,99.44,1501617.2191780822,1975331.43
3955,3,1000000,8415,8496,,81,99.44,9246769.549865229,1975331.43
3956,15,700000,8416,8446,,30,99.44,4522577.48037889,1975331.43
3957,2,1000000,8416,8530,,114,99.44,2989003.2716499544,1975331.43
3958,5,700000,8416,8521,,105,99.44,1400922.5020242915,1975331.43
3959,17,1100000,8417,8447,,30,99.44,1614143.0049603174,1975331.43
3960,16,600000,8417,8515,,98,99.44,2465023.1840707962,1975331.43
3961,6,5500000,8417,8887,,470,99.44,1124713.2781954887,1975331.43
3962,2,900000,8418,8458,,40,99.44,2989003.2716499544,1975331.43
3963,23,900000,8418,8538,,120,99.44,5772926.70157068,1975331.43
3964,22,600000,8419,8537,,118,99.44,2904103.2512077293,1975331.43
3965,5,1000000,8419,8468,,49,99.44,1400922.5020242915,1975331.43
3966,5,600000,8422,8795,,373,99.44,1400922.5020242915,1975331.43
3967,2,1000000,8422,8499,,77,99.44,2989003.2716499544,1975331.43
3968,12,550000,8423,8478,,55,99.44,7658937.101338432,1975331.43
3969,20,1000000,8424,8576,,152,99.44,7597088.421768707,1975331.43
3970,5,800000,8424,8475,,51,99.44,1400922.5020242915,1975331.43
3971,19,800000,8424,8473,,49,99.44,6721340.5708154505,1975331.43
3972,13,900000,8425,8472,,47,99.44,7795654.71978022,1975331.43
3973,23,850000,8425,8752,,327,99.44,5772926.70157068,1975331.43
3974,16,830000,8426,8447,,21,99.44,2465023.1840707962,1975331.43
3975,2,5000000,8426,8531,,105,99.44,2989003.2716499544,1975331.43
3976,2,1000000,8426,8452,,26,99.44,2989003.2716499544,1975331.43
3977,17,800000,8429,8734,,305,99.44,1614143.0049603174,1975331.43
3978,17,1000000,8429,8461,,32,99.44,1614143.0049603174,1975331.43
3979,1,1000000,8429,8457,,28,99.44,3325419.7044334975,1975331.43
3980,24,23000000,8430,8507,,77,99.44,23456062.532786883,1975331.43
3981,3,800000,8431,8496,,65,99.44,9246769.549865229,1975331.43
3982,14,1000000,8431,8613,,182,99.44,5826416.914893617,1975331.43
3983,12,1000000,8431,8482,,51,99.44,7658937.101338432,1975331.43
3984,11,750000,8433,8510,,77,99.44,1820371.57,1975331.43
3985,5,1000000,8433,8647,,214,99.44,1400922.5020242915,1975331.43
3986,7,1270000,8433,8531,,98,99.44,3738553.685483871,1975331.43
3987,2,800000,8436,8479,,43,99.44,2989003.2716499544,1975331.43
3988,22,650000,8436,8781,,345,99.44,2904103.2512077293,1975331.43
3989,12,1500000,8436,8458,,22,99.44,7658937.101338432,1975331.43
3990,17,1500000,8436,8615,,179,99.44,1614143.0049603174,1975331.43
3991,2,1000000,8437,8500,,63,99.44,2989003.2716499544,1975331.43
3992,9,1000000,8437,8459,,22,99.44,3707403.8834951455,1975331.43
3993,1,800000,8437,8643,,206,99.44,3325419.7044334975,1975331.43
3994,15,900000,8437,8499,,62,99.44,4522577.48037889,1975331.43
3995,11,2500000,8438,8508,,70,99.44,1820371.57,1975331.43
3996,2,1000000,8439,8891,,452,99.44,2989003.2716499544,1975331.43
3997,15,750000,8439,8474,,35,99.44,4522577.48037889,1975331.43
3998,15,2000000,8444,8499,,55,99.44,4522577.48037889,1975331.43
3999,9,1000000,8444,8577,,133,99.44,3707403.8834951455,1975331.43
4000,14,1000000,8444,8527,,83,99.44,5826416.914893617,1975331.43
4001,21,2000000,8444,8474,,30,99.44,17091199.984,1975331.43
4002,5,560000,8445,8548,,103,99.44,1400922.5020242915,1975331.43
4003,11,960000,8445,8467,,22,99.44,1820371.57,1975331.43
4004,5,1000000,8445,8599,,154,99.44,1400922.5020242915,1975331.43
4005,19,1000000,8446,8604,,158,99.44,6721340.5708154505,1975331.43
4006,11,1000000,8446,8577,,131,99.44,1820371.57,1975331.43
4007,2,800000,8446,8605,,159,99.44,2989003.2716499544,1975331.43
4008,2,800000,8446,8605,,159,99.44,2989003.2716499544,1975331.43
4009,5,1000000,8447,8529,,82,99.44,1400922.5020242915,1975331.43
4010,5,1000000,8447,8535,,88,99.44,1400922.5020242915,1975331.43
4011,1,850000,8450,8636,,186,99.44,3325419.7044334975,1975331.43
4012,1,1500000,8450,8508,,58,99.44,3325419.7044334975,1975331.43
4013,11,1800000,8450,8668,,218,99.44,1820371.57,1975331.43
4014,14,1000000,8451,8664,,213,99.44,5826416.914893617,1975331.43
4015,11,2000000,8452,8562,,110,99.44,1820371.57,1975331.43
4016,21,5000000,8453,8495,,42,99.44,17091199.984,1975331.43
4017,17,650000,8453,8494,,41,99.44,1614143.0049603174,1975331.43
4018,14,973000,8453,8702,,249,99.44,5826416.914893617,1975331.43
4019,11,1200000,8454,8500,,46,99.44,1820371.57,1975331.43
4020,5,700000,8457,8643,,186,99.44,1400922.5020242915,1975331.43
4021,11,2000000,8457,8544,,87,99.44,1820371.57,1975331.43
4022,11,1000000,8459,8507,,48,99.44,1820371.57,1975331.43
4023,6,800000,8459,8555,,96,99.44,1124713.2781954887,1975331.43
4024,6,800000,8459,8566,,107,99.44,1124713.2781954887,1975331.43
4025,15,1000000,8459,8535,,76,99.44,4522577.48037889,1975331.43
4026,16,900000,8459,8481,,22,99.44,2465023.1840707962,1975331.43
4027,15,1200000,8459,8545,,86,99.44,4522577.48037889,1975331.43
4028,17,850000,8460,8494,,34,99.44,1614143.0049603174,1975331.43
4029,17,2000000,8460,8577,,117,99.44,1614143.0049603174,1975331.43
4030,12,600000,8461,8625,,164,99.44,7658937.101338432,1975331.43
4031,12,600000,8461,8626,,165,99.44,7658937.101338432,1975331.43
4032,16,1500000,8465,8576,,111,99.44,2465023.1840707962,1975331.43
4033,12,1000000,8465,8502,,37,99.44,7658937.101338432,1975331.43
4034,6,800000,8465,8635,,170,99.44,1124713.2781954887,1975331.43
4035,12,1500000,8466,8479,,13,99.44,7658937.101338432,1975331.43
4036,11,900000,8466,8559,,93,99.44,1820371.57,1975331.43
4037,20,600000,8466,8646,,180,99.44,7597088.421768707,1975331.43
4038,12,798000,8466,8507,,41,99.44,7658937.101338432,1975331.43
4039,9,1000000,8467,8549,,82,99.44,3707403.8834951455,1975331.43
4040,2,1500000,8467,8488,,21,99.44,2989003.2716499544,1975331.43
4041,5,700000,8468,8529,,61,99.44,1400922.5020242915,1975331.43
4042,11,2000000,8468,8516,,48,99.44,1820371.57,1975331.43
4043,6,800000,8472,8601,,129,99.44,1124713.2781954887,1975331.43
4044,11,1500000,8472,8499,,27,99.44,1820371.57,1975331.43
4045,17,820000,8473,8480,,7,99.44,1614143.0049603174,1975331.43
4046,13,509645,8473,8487,,14,99.44,7795654.71978022,1975331.43
4047,17,1000000,8473,8661,,188,99.44,1614143.0049603174,1975331.43
4048,19,1500000,8473,8738,,265,99.44,6721340.5708154505,1975331.43
4049,4,750000,8475,8550,,75,99.44,4297914.794871795,1975331.43
4050,19,1000000,8475,8569,,94,99.44,6721340.5708154505,1975331.43
4051,12,2200000,8475,8502,,27,99.44,7658937.101338432,1975331.43
4052,11,1000000,8478,8529,,51,99.44,1820371.57,1975331.43
4053,23,1000000,8480,8718,,238,99.44,5772926.70157068,1975331.43
4054,2,700000,8480,8555,,75,99.44,2989003.2716499544,1975331.43
4055,15,750000,8480,8499,,19,99.44,4522577.48037889,1975331.43
4056,17,900000,8481,8572,,91,99.44,1614143.0049603174,1975331.43
4057,2,1100000,8481,8635,,154,99.44,2989003.2716499544,1975331.43
4058,15,950000,8481,8611,,130,99.44,4522577.48037889,1975331.43
4059,15,835800,8482,8531,,49,99.44,4522577.48037889,1975331.43
4060,2,783800,8482,8521,,39,99.44,2989003.2716499544,1975331.43
4061,12,1000000,8487,8517,,30,99.44,7658937.101338432,1975331.43
4062,15,900000,8488,8573,,85,99.44,4522577.48037889,1975331.43
4063,17,1500000,8488,8566,,78,99.44,1614143.0049603174,1975331.43
4064,2,800000,8488,8853,,365,99.44,2989003.2716499544,1975331.43
4065,2,1000000,8489,8543,,54,99.44,2989003.2716499544,1975331.43
4066,14,900000,8493,8517,,24,65.64,5826416.914893617,1503028.14
4067,18,1000000,8494,8593,,99,65.64,8584355.493548388,1503028.14
4068,2,1000000,8494,8534,,40,65.64,2989003.2716499544,1503028.14
4069,15,1200000,8494,8523,,29,65.64,4522577.48037889,1503028.14
4070,6,2000000,8494,8536,,42,65.64,1124713.2781954887,1503028.14
4071,2,1200000,8495,8684,,189,65.64,2989003.2716499544,1503028.14
4072,1,690000,8496,8601,,105,65.64,3325419.7044334975,1503028.14
4073,9,700000,8496,8618,,122,65.64,3707403.8834951455,1503028.14
4074,2,900000,8499,8558,,59,65.64,2989003.2716499544,1503028.14
4075,2,832000,8499,8537,,38,65.64,2989003.2716499544,1503028.14
4076,5,1000000,8500,8559,,59,65.64,1400922.5020242915,1503028.14
4077,15,1000000,8501,8654,,153,65.64,4522577.48037889,1503028.14
4078,15,1000000,8501,8677,,176,65.64,4522577.48037889,1503028.14
4079,17,800000,8502,8549,,47,65.64,1614143.0049603174,1503028.14
4080,17,1500000,8502,8545,,43,65.64,1614143.0049603174,1503028.14
4081,1,1600000,8506,8654,,148,65.64,3325419.7044334975,1503028.14
4082,6,510000,8507,8598,,91,65.64,1124713.2781954887,1503028.14
4083,23,1300000,8508,8583,,75,65.64,5772926.70157068,1503028.14
4084,12,1500000,8508,8634,,126,65.64,7658937.101338432,1503028.14
4085,1,1100000,8509,8572,,63,65.64,3325419.7044334975,1503028.14
4086,17,800000,8510,8556,,46,65.64,1614143.0049603174,1503028.14
4087,11,1000000,8510,8535,,25,65.64,1820371.57,1503028.14
4088,11,750000,8510,8531,,21,65.64,1820371.57,1503028.14
4089,23,750000,8510,8520,,10,65.64,5772926.70157068,1503028.14
4090,12,1000000,8513,8555,,42,65.64,7658937.101338432,1503028.14
4091,15,800000,8513,8591,,78,65.64,4522577.48037889,1503028.14
4092,22,1000000,8515,8571,,56,65.64,2904103.2512077293,1503028.14
4093,22,1000000,8515,8571,,56,65.64,2904103.2512077293,1503028.14
4094,11,1000000,8515,8585,,70,65.64,1820371.57,1503028.14
4095,17,1200000,8515,8643,,128,65.64,1614143.0049603174,1503028.14
4096,15,750000,8517,8591,,74,65.64,4522577.48037889,1503028.14
4097,16,1200000,8517,8741,,224,65.64,2465023.1840707962,1503028.14
4098,21,48000000,8520,8555,,35,65.64,17091199.984,1503028.14
4099,4,1000000,8520,8641,,121,65.64,4297914.794871795,1503028.14
4100,4,1000000,8520,8642,,122,65.64,4297914.794871795,1503028.14
4101,12,1000000,8521,8619,,98,65.64,7658937.101338432,1503028.14
4102,11,700000,8521,8649,,128,65.64,1820371.57,1503028.14
4103,17,750000,8521,8565,,44,65.64,1614143.0049603174,1503028.14
4104,22,800000,8521,8655,,134,65.64,2904103.2512077293,1503028.14
4105,15,850000,8521,8698,,177,65.64,4522577.48037889,1503028.14
4106,23,927500,8522,8685,,163,65.64,5772926.70157068,1503028.14
4107,21,2000000,8522,8894,,372,65.64,17091199.984,1503028.14
4108,16,850000,8522,8552,,30,65.64,2465023.1840707962,1503028.14
4109,16,675000,8523,8571,,48,65.64,2465023.1840707962,1503028.14
4110,19,700000,8523,8626,,103,65.64,6721340.5708154505,1503028.14
4111,11,1200000,8524,8662,,138,65.64,1820371.57,1503028.14
4112,1,800000,8524,8604,,80,65.64,3325419.7044334975,1503028.14
4113,23,750000,8527,8646,,119,65.64,5772926.70157068,1503028.14
4114,2,900000,8527,8549,,22,65.64,2989003.2716499544,1503028.14
4115,17,1000000,8527,8690,,163,65.64,1614143.0049603174,1503028.14
4116,2,1000000,8528,8601,,73,65.64,2989003.2716499544,1503028.14
4117,24,1000000,8528,8549,,21,65.64,23456062.532786883,1503028.14
4118,2,1000000,8528,8621,,93,65.64,2989003.2716499544,1503028.14
4119,19,1400000,8529,8565,,36,65.64,6721340.5708154505,1503028.14
4120,23,1000000,8530,8634,,104,65.64,5772926.70157068,1503028.14
4121,11,700000,8530,8593,,63,65.64,1820371.57,1503028.14
4122,13,768435,8531,8712,,181,65.64,7795654.71978022,1503028.14
4123,6,800000,8534,8551,,17,65.64,1124713.2781954887,1503028.14
4124,19,800000,8534,8570,,36,65.64,6721340.5708154505,1503028.14
4125,12,1000000,8534,8653,,119,65.64,7658937.101338432,1503028.14
4126,16,1000000,8534,8818,,284,65.64,2465023.1840707962,1503028.14
4127,17,900000,8534,8583,,49,65.64,1614143.0049603174,1503028.14
4128,3,1300000,8535,8601,,66,65.64,9246769.549865229,1503028.14
4129,17,875000,8535,8583,,48,65.64,1614143.0049603174,1503028.14
4130,17,1850000,8535,8597,,62,65.64,1614143.0049603174,1503028.14
4131,6,900000,8535,8643,,108,65.64,1124713.2781954887,1503028.14
4132,4,1200000,8535,8604,,69,65.64,4297914.794871795,1503028.14
4133,5,550000,8536,8627,,91,65.64,1400922.5020242915,1503028.14
4134,15,625000,8536,8564,,28,65.64,4522577.48037889,1503028.14
4135,12,750000,8536,8559,,23,65.64,7658937.101338432,1503028.14
4136,11,1000000,8536,8605,,69,65.64,1820371.57,1503028.14
4137,13,1608200,8536,8598,,62,65.64,7795654.71978022,1503028.14
4138,19,1000000,8537,8570,,33,65.64,6721340.5708154505,1503028.14
4139,22,600000,8538,8580,,42,65.64,2904103.2512077293,1503028.14
4140,23,550000,8542,8643,,101,65.64,5772926.70157068,1503028.14
4141,23,550000,8542,8705,,163,65.64,5772926.70157068,1503028.14
4142,2,1000000,8543,8629,,86,65.64,2989003.2716499544,1503028.14
4143,11,600000,8543,8627,,84,65.64,1820371.57,1503028.14
4144,11,1000000,8543,8640,,97,65.64,1820371.57,1503028.14
4145,16,1000000,8543,8619,,76,65.64,2465023.1840707962,1503028.14
4146,11,1000000,8544,8636,,92,65.64,1820371.57,1503028.14
4147,9,1200000,8544,8573,,29,65.64,3707403.8834951455,1503028.14
4148,17,800000,8544,8614,,70,65.64,1614143.0049603174,1503028.14
4149,3,650000,8545,8570,,25,65.64,9246769.549865229,1503028.14
4150,1,700000,8545,8625,,80,65.64,3325419.7044334975,1503028.14
4151,16,900000,8548,8562,,14,65.64,2465023.1840707962,1503028.14
4152,1,1000000,8548,8824,,276,65.64,3325419.7044334975,1503028.14
4153,11,1198000,8548,8570,,22,65.64,1820371.57,1503028.14
4154,9,1000000,8548,8892,,344,65.64,3707403.8834951455,1503028.14
4155,24,1100000,8548,8689,,141,65.64,23456062.532786883,1503028.14
4156,17,850000,8548,8606,,58,65.64,1614143.0049603174,1503028.14
4157,17,850000,8548,8656,,108,65.64,1614143.0049603174,1503028.14
4158,2,1000000,8549,8675,,126,65.64,2989003.2716499544,1503028.14
4159,15,750000,8549,8643,,94,65.64,4522577.48037889,1503028.14
4160,17,1000000,8550,8572,,22,65.64,1614143.0049603174,1503028.14
4161,17,1000000,8550,8583,,33,65.64,1614143.0049603174,1503028.14
4162,5,1000000,8550,8641,,91,65.64,1400922.5020242915,1503028.14
4163,22,690000,8550,8585,,35,65.64,2904103.2512077293,1503028.14
4164,2,1200000,8550,8607,,57,65.64,2989003.2716499544,1503028.14
4165,15,1500000,8551,8570,,19,65.64,4522577.48037889,1503028.14
4166,17,800000,8551,8599,,48,65.64,1614143.0049603174,1503028.14
4167,19,2500000,8552,8585,,33,65.64,6721340.5708154505,1503028.14
4168,17,1000000,8552,8584,,32,65.64,1614143.0049603174,1503028.14
4169,12,1000000,8555,8579,,24,65.64,7658937.101338432,1503028.14
4170,15,800000,8556,8614,,58,65.64,4522577.48037889,1503028.14
4171,5,600000,8556,8618,,62,65.64,1400922.5020242915,1503028.14
4172,3,3010000,8556,8619,,63,65.64,9246769.549865229,1503028.14
4173,12,1000000,8557,8646,,89,65.64,7658937.101338432,1503028.14
4174,17,1300000,8557,8578,,21,65.64,1614143.0049603174,1503028.14
4175,1,600000,8558,8591,,33,65.64,3325419.7044334975,1503028.14
4176,13,600000,8561,8648,,87,65.64,7795654.71978022,1503028.14
4177,15,600000,8562,8612,,50,65.64,4522577.48037889,1503028.14
4178,17,600000,8562,8608,,46,65.64,1614143.0049603174,1503028.14
4179,2,1000000,8563,8753,,190,65.64,2989003.2716499544,1503028.14
4180,3,2500000,8563,8643,,80,65.64,9246769.549865229,1503028.14
4181,17,1200000,8563,8633,,70,65.64,1614143.0049603174,1503028.14
4182,11,1150000,8563,8626,,63,65.64,1820371.57,1503028.14
4183,12,1000000,8564,8615,,51,65.64,7658937.101338432,1503028.14
4184,16,2000000,8566,8669,,103,65.64,2465023.1840707962,1503028.14
4185,19,1200000,8566,8642,,76,65.64,6721340.5708154505,1503028.14
4186,17,1500000,8566,8634,,68,65.64,1614143.0049603174,1503028.14
4187,22,750000,8569,8606,,37,65.64,2904103.2512077293,1503028.14
4188,14,700000,8569,8643,,74,65.64,5826416.914893617,1503028.14
4189,15,800000,8569,8634,,65,65.64,4522577.48037889,1503028.14
4190,21,760000,8570,8607,,37,65.64,17091199.984,1503028.14
4191,17,800000,8570,8635,,65,65.64,1614143.0049603174,1503028.14
4192,17,800000,8570,8675,,105,65.64,1614143.0049603174,1503028.14
4193,11,700000,8570,8593,,23,65.64,1820371.57,1503028.14
4194,17,800000,8571,8612,,41,65.64,1614143.0049603174,1503028.14
4195,11,1000000,8571,8607,,36,65.64,1820371.57,1503028.14
4196,12,1000000,8572,8625,,53,65.64,7658937.101338432,1503028.14
4197,19,1050000,8573,8804,,231,65.64,6721340.5708154505,1503028.14
4198,2,900000,8573,8593,,20,65.64,2989003.2716499544,1503028.14
4199,21,600000,8573,8606,,33,65.64,17091199.984,1503028.14
4200,17,1600000,8576,8599,,23,65.64,1614143.0049603174,1503028.14
4201,17,1500000,8576,8804,,228,65.64,1614143.0049603174,1503028.14
4202,11,900000,8576,8648,,72,65.64,1820371.57,1503028.14
4203,11,1000000,8577,8656,,79,65.64,1820371.57,1503028.14
4204,17,800000,8577,8676,,99,65.64,1614143.0049603174,1503028.14
