Ward_ID,Year,Dimension_Type,Dimension_Key,Population,No_Cert_Ratio
4,2016,Income,INC71,8150.0,0.1170271463253145
4,2016,Income,INC72,7585.0,0.1170271463253145
4,2016,Income,INC73,6075.0,0.1170271463253145
4,2016,Income,INC74,5305.0,0.1170271463253145
4,2016,Income,INC75,4165.0,0.1170271463253145
4,2016,Income,INC76,3330.0,0.1170271463253145
4,2016,Income,INC77,3105.0,0.1170271463253145
4,2016,Income,INC78,12145.0,0.1170271463253145
4,2016,Income,INC79,6680.0,0.1170271463253145
4,2016,Income,INC80,5465.0,0.1170271463253145
5,2016,Income,INC81,95660.0,0.2922851766673636
5,2016,Income,INC82,5175.0,0.2922851766673636
5,2016,Income,INC83,90485.0,0.2922851766673636
5,2016,Income,INC84,15900.0,0.2922851766673636
5,2016,Income,INC85,20005.0,0.2922851766673636
5,2016,Income,INC86,14965.0,0.2922851766673636
5,2016,Income,INC87,11305.0,0.2922851766673636
5,2016,Income,INC88,8695.0,0.2922851766673636
5,2016,Income,INC89,6200.0,0.2922851766673636
5,2016,Income,INC90,4355.0,0.2922851766673636
5,2016,Income,INC91,2725.0,0.2922851766673636
5,2016,Income,INC92,2175.0,0.2922851766673636
5,2016,Income,INC93,1505.0,0.2922851766673636
5,2016,Income,INC94,2655.0,0.2922851766673636
5,2016,Income,INC95,2140.0,0.2922851766673636
5,2016,Income,INC96,520.0,0.2922851766673636
6,2016,Income,INC97,88040.0,0.18673330304407088
6,2016,Income,INC98,4235.0,0.18673330304407088
6,2016,Income,INC99,83805.0,0.18673330304407088
6,2016,Income,INC100,14110.0,0.18673330304407088
6,2016,Income,INC101,17505.0,0.18673330304407088
6,2016,Income,INC102,13575.0,0.18673330304407088
6,2016,Income,INC103,9915.0,0.18673330304407088
6,2016,Income,INC104,7865.0,0.18673330304407088
6,2016,Income,INC105,5360.0,0.18673330304407088
6,2016,Income,INC106,3875.0,0.18673330304407088
6,2016,Income,INC107,2765.0,0.18673330304407088
6,2016,Income,INC108,2165.0,0.18673330304407088
6,2016,Income,INC109,1685.0,0.18673330304407088
6,2016,Income,INC110,4985.0,0.18673330304407088
6,2016,Income,INC111,3075.0,0.18673330304407088
6,2016,Income,INC112,1910.0,0.18673330304407088
7,2016,Income,INC113,87560.0,0.3217222476016446
7,2016,Income,INC114,5415.0,0.3217222476016446
7,2016,Income,INC115,82145.0,0.3217222476016446
7,2016,Income,INC116,16870.0,0.3217222476016446
7,2016,Income,INC117,19855.0,0.3217222476016446
7,2016,Income,INC118,14250.0,0.3217222476016446
7,2016,Income,INC119,10440.0,0.3217222476016446
7,2016,Income,INC120,7885.0,0.3217222476016446
7,2016,Income,INC121,4940.0,0.3217222476016446
7,2016,Income,INC122,2875.0,0.3217222476016446
7,2016,Income,INC123,1790.0,0.3217222476016446
7,2016,Income,INC124,1190.0,0.3217222476016446
7,2016,Income,INC125,810.0,0.3217222476016446
7,2016,Income,INC126,1240.0,0.3217222476016446
7,2016,Income,INC127,1020.0,0.3217222476016446
7,2016,Income,INC128,215.0,0.3217222476016446
8,2016,Income,INC129,92465.0,0.14216189909695562
8,2016,Income,INC130,4495.0,0.14216189909695562
8,2016,Income,INC131,87970.0,0.14216189909695562
8,2016,Income,INC132,13180.0,0.14216189909695562
8,2016,Income,INC133,13510.0,0.14216189909695562
8,2016,Income,INC134,11120.0,0.14216189909695562
8,2016,Income,INC135,8665.0,0.14216189909695562
8,2016,Income,INC136,7225.0,0.14216189909695562
8,2016,Income,INC137,5415.0,0.14216189909695562
8,2016,Income,INC138,4405.0,0.14216189909695562
8,2016,Income,INC139,3445.0,0.14216189909695562
8,2016,Income,INC140,2780.0,0.14216189909695562
8,2016,Income,INC141,2375.0,0.14216189909695562
8,2016,Income,INC142,15845.0,0.14216189909695562
8,2016,Income,INC143,6540.0,0.14216189909695562
8,2016,Income,INC144,9305.0,0.14216189909695562
9,2016,Income,INC145,93955.0,0.24192432547496143
9,2016,Income,INC146,3180.0,0.24192432547496143
9,2016,Income,INC147,90775.0,0.24192432547496143
9,2016,Income,INC148,13805.0,0.24192432547496143
9,2016,Income,INC149,18375.0,0.24192432547496143
9,2016,Income,INC150,13745.0,0.24192432547496143
9,2016,Income,INC151,10045.0,0.24192432547496143
9,2016,Income,INC152,8475.0,0.24192432547496143
9,2016,Income,INC153,6275.0,0.24192432547496143
9,2016,Income,INC154,5235.0,0.24192432547496143
9,2016,Income,INC155,4220.0,0.24192432547496143
9,2016,Income,INC156,2945.0,0.24192432547496143
9,2016,Income,INC157,2145.0,0.24192432547496143
9,2016,Income,INC158,5500.0,0.24192432547496143
9,2016,Income,INC159,4070.0,0.24192432547496143
9,2016,Income,INC160,1435.0,0.24192432547496143
10,2016,Income,INC161,106895.0,0.06258477945647598
10,2016,Income,INC162,2260.0,0.06258477945647598
10,2016,Income,INC163,104630.0,0.06258477945647598
10,2016,Income,INC164,13455.0,0.06258477945647598
10,2016,Income,INC165,13310.0,0.06258477945647598
10,2016,Income,INC166,9625.0,0.06258477945647598
10,2016,Income,INC167,8390.0,0.06258477945647598
10,2016,Income,INC168,8940.0,0.06258477945647598
10,2016,Income,INC169,8175.0,0.06258477945647598
10,2016,Income,INC170,7895.0,0.06258477945647598
10,2016,Income,INC171,7295.0,0.06258477945647598
10,2016,Income,INC172,5785.0,0.06258477945647598
10,2016,Income,INC173,4490.0,0.06258477945647598
10,2016,Income,INC174,17270.0,0.06258477945647598
10,2016,Income,INC175,10595.0,0.06258477945647598
10,2016,Income,INC176,6675.0,0.06258477945647598
11,2016,Income,INC177,91375.0,0.08842681258549931
11,2016,Income,INC178,2845.0,0.08842681258549931
11,2016,Income,INC179,88535.0,0.08842681258549931
11,2016,Income,INC180,16250.0,0.08842681258549931
11,2016,Income,INC181,13535.0,0.08842681258549931
11,2016,Income,INC182,9835.0,0.08842681258549931
11,2016,Income,INC183,7170.0,0.08842681258549931
11,2016,Income,INC184,6500.0,0.08842681258549931
11,2016,Income,INC185,5230.0,0.08842681258549931
11,2016,Income,INC186,4350.0,0.08842681258549931
11,2016,Income,INC187,4060.0,0.08842681258549931
11,2016,Income,INC188,3145.0,0.08842681258549931
11,2016,Income,INC189,2770.0,0.08842681258549931
11,2016,Income,INC190,15690.0,0.08842681258549931
11,2016,Income,INC191,6770.0,0.08842681258549931
11,2016,Income,INC192,8915.0,0.08842681258549931
12,2016,Income,INC193,92245.0,0.09502385082393755
12,2016,Income,INC194,3000.0,0.09502385082393755
12,2016,Income,INC195,89245.0,0.09502385082393755
12,2016,Income,INC196,12125.0,0.09502385082393755
12,2016,Income,INC197,12900.0,0.09502385082393755
12,2016,Income,INC198,10225.0,0.09502385082393755
12,2016,Income,INC199,7855.0,0.09502385082393755
12,2016,Income,INC200,7570.0,0.09502385082393755
12,2016,Income,INC201,6165.0,0.09502385082393755
12,2016,Income,INC202,5220.0,0.09502385082393755
12,2016,Income,INC203,4550.0,0.09502385082393755
12,2016,Income,INC204,3640.0,0.09502385082393755
12,2016,Income,INC205,2915.0,0.09502385082393755
12,2016,Income,INC206,16085.0,0.09502385082393755
12,2016,Income,INC207,7100.0,0.09502385082393755
12,2016,Income,INC208,8980.0,0.09502385082393755
13,2016,Income,INC209,91410.0,0.08844281573045999
13,2016,Income,INC210,3030.0,0.08844281573045999
13,2016,Income,INC211,88375.0,0.08844281573045999
13,2016,Income,INC212,16300.0,0.08844281573045999
13,2016,Income,INC213,16910.0,0.08844281573045999
13,2016,Income,INC214,9805.0,0.08844281573045999
13,2016,Income,INC215,7715.0,0.08844281573045999
13,2016,Income,INC216,7160.0,0.08844281573045999
13,2016,Income,INC217,5650.0,0.08844281573045999
13,2016,Income,INC218,4975.0,0.08844281573045999
13,2016,Income,INC219,4215.0,0.08844281573045999
13,2016,Income,INC220,3460.0,0.08844281573045999
13,2016,Income,INC221,2730.0,0.08844281573045999
13,2016,Income,INC222,9450.0,0.08844281573045999
13,2016,Income,INC223,5805.0,0.08844281573045999
13,2016,Income,INC224,3645.0,0.08844281573045999
14,2016,Income,INC225,88795.0,0.16188063063063063
14,2016,Income,INC226,3095.0,0.16188063063063063
14,2016,Income,INC227,85700.0,0.16188063063063063
14,2016,Income,INC228,12860.0,0.16188063063063063
14,2016,Income,INC229,15905.0,0.16188063063063063
14,2016,Income,INC230,10155.0,0.16188063063063063
14,2016,Income,INC231,7450.0,0.16188063063063063
14,2016,Income,INC232,6490.0,0.16188063063063063
14,2016,Income,INC233,5505.0,0.16188063063063063
14,2016,Income,INC234,4775.0,0.16188063063063063
14,2016,Income,INC235,3845.0,0.16188063063063063
14,2016,Income,INC236,3510.0,0.16188063063063063
14,2016,Income,INC237,3265.0,0.16188063063063063
14,2016,Income,INC238,11935.0,0.16188063063063063
14,2016,Income,INC239,7160.0,0.16188063063063063
14,2016,Income,INC240,4775.0,0.16188063063063063
15,2016,Income,INC241,82625.0,0.10711043872919819
15,2016,Income,INC242,4565.0,0.10711043872919819
15,2016,Income,INC243,78060.0,0.10711043872919819
15,2016,Income,INC244,12720.0,0.10711043872919819
15,2016,Income,INC245,11605.0,0.10711043872919819
15,2016,Income,INC246,7605.0,0.10711043872919819
15,2016,Income,INC247,5830.0,0.10711043872919819
15,2016,Income,INC248,5365.0,0.10711043872919819
15,2016,Income,INC249,4595.0,0.10711043872919819
15,2016,Income,INC250,3975.0,0.10711043872919819
15,2016,Income,INC251,3300.0,0.10711043872919819
15,2016,Income,INC252,2920.0,0.10711043872919819
15,2016,Income,INC253,2570.0,0.10711043872919819
15,2016,Income,INC254,17565.0,0.10711043872919819
15,2016,Income,INC255,7170.0,0.10711043872919819
15,2016,Income,INC256,10395.0,0.10711043872919819
16,2016,Income,INC257,78080.0,0.15874743852459017
16,2016,Income,INC258,4710.0,0.15874743852459017
16,2016,Income,INC259,73370.0,0.15874743852459017
16,2016,Income,INC260,13480.0,0.15874743852459017
16,2016,Income,INC261,14045.0,0.15874743852459017
16,2016,Income,INC262,10355.0,0.15874743852459017
16,2016,Income,INC263,8070.0,0.15874743852459017
16,2016,Income,INC264,6530.0,0.15874743852459017
16,2016,Income,INC265,5050.0,0.15874743852459017
16,2016,Income,INC266,3850.0,0.15874743852459017
16,2016,Income,INC267,2985.0,0.15874743852459017
16,2016,Income,INC268,2100.0,0.15874743852459017
16,2016,Income,INC269,1750.0,0.15874743852459017
16,2016,Income,INC270,5155.0,0.15874743852459017
16,2016,Income,INC271,3465.0,0.15874743852459017
16,2016,Income,INC272,1690.0,0.15874743852459017
17,2016,Income,INC273,94405.0,0.11164071602584472
17,2016,Income,INC274,5155.0,0.11164071602584472
17,2016,Income,INC275,89255.0,0.11164071602584472
17,2016,Income,INC276,19580.0,0.11164071602584472
17,2016,Income,INC277,16730.0,0.11164071602584472
17,2016,Income,INC278,11430.0,0.11164071602584472
17,2016,Income,INC279,8440.0,0.11164071602584472
17,2016,Income,INC280,7265.0,0.11164071602584472
17,2016,Income,INC281,5425.0,0.11164071602584472
17,2016,Income,INC282,4555.0,0.11164071602584472
17,2016,Income,INC283,3490.0,0.11164071602584472
17,2016,Income,INC284,2880.0,0.11164071602584472
17,2016,Income,INC285,2300.0,0.11164071602584472
17,2016,Income,INC286,7165.0,0.11164071602584472
17,2016,Income,INC287,4780.0,0.11164071602584472
17,2016,Income,INC288,2380.0,0.11164071602584472
18,2016,Income,INC289,103860.0,0.08795493934142114
18,2016,Income,INC290,5895.0,0.08795493934142114
18,2016,Income,INC291,97960.0,0.08795493934142114
18,2016,Income,INC292,24205.0,0.08795493934142114
18,2016,Income,INC293,17520.0,0.08795493934142114
18,2016,Income,INC294,10875.0,0.08795493934142114
18,2016,Income,INC295,8395.0,0.08795493934142114
18,2016,Income,INC296,6930.0,0.08795493934142114
18,2016,Income,INC297,5870.0,0.08795493934142114
18,2016,Income,INC298,4715.0,0.08795493934142114
18,2016,Income,INC299,4070.0,0.08795493934142114
18,2016,Income,INC300,3290.0,0.08795493934142114
18,2016,Income,INC301,2800.0,0.08795493934142114
18,2016,Income,INC302,9300.0,0.08795493934142114
18,2016,Income,INC303,5940.0,0.08795493934142114
18,2016,Income,INC304,3355.0,0.08795493934142114
19,2016,Income,INC305,89250.0,0.14359347862625357
19,2016,Income,INC306,3925.0,0.14359347862625357
19,2016,Income,INC307,85320.0,0.14359347862625357
19,2016,Income,INC308,13575.0,0.14359347862625357
19,2016,Income,INC309,14775.0,0.14359347862625357
19,2016,Income,INC310,10135.0,0.14359347862625357
19,2016,Income,INC311,7990.0,0.14359347862625357
19,2016,Income,INC312,6780.0,0.14359347862625357
19,2016,Income,INC313,5735.0,0.14359347862625357
19,2016,Income,INC314,4665.0,0.14359347862625357
19,2016,Income,INC315,4030.0,0.14359347862625357
19,2016,Income,INC316,3270.0,0.14359347862625357
19,2016,Income,INC317,3175.0,0.14359347862625357
19,2016,Income,INC318,11185.0,0.14359347862625357
19,2016,Income,INC319,6455.0,0.14359347862625357
19,2016,Income,INC320,4730.0,0.14359347862625357
20,2016,Income,INC321,89655.0,0.18967151859907422
20,2016,Income,INC322,5070.0,0.18967151859907422
20,2016,Income,INC323,84585.0,0.18967151859907422
20,2016,Income,INC324,15920.0,0.18967151859907422
20,2016,Income,INC325,17805.0,0.18967151859907422
20,2016,Income,INC326,12130.0,0.18967151859907422
20,2016,Income,INC327,9245.0,0.18967151859907422
20,2016,Income,INC328,7720.0,0.18967151859907422
20,2016,Income,INC329,5460.0,0.18967151859907422
20,2016,Income,INC330,4300.0,0.18967151859907422
20,2016,Income,INC331,3090.0,0.18967151859907422
20,2016,Income,INC332,2195.0,0.18967151859907422
20,2016,Income,INC333,2115.0,0.18967151859907422
20,2016,Income,INC334,4615.0,0.18967151859907422
20,2016,Income,INC335,3175.0,0.18967151859907422
20,2016,Income,INC336,1430.0,0.18967151859907422
21,2016,Income,INC337,92275.0,0.20065023028989434
21,2016,Income,INC338,5265.0,0.20065023028989434
21,2016,Income,INC339,87010.0,0.20065023028989434
21,2016,Income,INC340,17205.0,0.20065023028989434
21,2016,Income,INC341,18455.0,0.20065023028989434
21,2016,Income,INC342,13775.0,0.20065023028989434
21,2016,Income,INC343,10755.0,0.20065023028989434
21,2016,Income,INC344,8370.0,0.20065023028989434
21,2016,Income,INC345,5900.0,0.20065023028989434
21,2016,Income,INC346,4065.0,0.20065023028989434
21,2016,Income,INC347,2900.0,0.20065023028989434
21,2016,Income,INC348,1790.0,0.20065023028989434
21,2016,Income,INC349,1335.0,0.20065023028989434
21,2016,Income,INC350,2470.0,0.20065023028989434
21,2016,Income,INC351,2050.0,0.20065023028989434
21,2016,Income,INC352,420.0,0.20065023028989434
22,2016,Income,INC353,89925.0,0.21156519321656936
22,2016,Income,INC354,4580.0,0.21156519321656936
22,2016,Income,INC355,85350.0,0.21156519321656936
22,2016,Income,INC356,18565.0,0.21156519321656936
22,2016,Income,INC357,20460.0,0.21156519321656936
22,2016,Income,INC358,13030.0,0.21156519321656936
22,2016,Income,INC359,8995.0,0.21156519321656936
22,2016,Income,INC360,6815.0,0.21156519321656936
22,2016,Income,INC361,4945.0,0.21156519321656936
22,2016,Income,INC362,3595.0,0.21156519321656936
22,2016,Income,INC363,2425.0,0.21156519321656936
22,2016,Income,INC364,1925.0,0.21156519321656936
22,2016,Income,INC365,1330.0,0.21156519321656936
22,2016,Income,INC366,3265.0,0.21156519321656936
22,2016,Income,INC367,2480.0,0.21156519321656936
22,2016,Income,INC368,780.0,0.21156519321656936
23,2016,Income,INC369,82745.0,0.24607203287406332
23,2016,Income,INC370,4885.0,0.24607203287406332
23,2016,Income,INC371,77855.0,0.24607203287406332
23,2016,Income,INC372,17805.0,0.24607203287406332
23,2016,Income,INC373,19395.0,0.24607203287406332
23,2016,Income,INC374,11950.0,0.24607203287406332
23,2016,Income,INC375,8420.0,0.24607203287406332
23,2016,Income,INC376,6310.0,0.24607203287406332
23,2016,Income,INC377,4360.0,0.24607203287406332
23,2016,Income,INC378,3095.0,0.24607203287406332
23,2016,Income,INC379,1985.0,0.24607203287406332
23,2016,Income,INC380,1410.0,0.24607203287406332
23,2016,Income,INC381,1120.0,0.24607203287406332
23,2016,Income,INC382,2000.0,0.24607203287406332
23,2016,Income,INC383,1650.0,0.24607203287406332
23,2016,Income,INC384,350.0,0.24607203287406332
24,2016,Income,INC385,83080.0,0.19776119402985073
24,2016,Income,INC386,5030.0,0.19776119402985073
24,2016,Income,INC387,78050.0,0.19776119402985073
24,2016,Income,INC388,16070.0,0.19776119402985073
24,2016,Income,INC389,17405.0,0.19776119402985073
24,2016,Income,INC390,11910.0,0.19776119402985073
24,2016,Income,INC391,8800.0,0.19776119402985073
24,2016,Income,INC392,7255.0,0.19776119402985073
24,2016,Income,INC393,4885.0,0.19776119402985073
24,2016,Income,INC394,3495.0,0.19776119402985073
24,2016,Income,INC395,2500.0,0.19776119402985073
24,2016,Income,INC396,1790.0,0.19776119402985073
24,2016,Income,INC397,1330.0,0.19776119402985073
24,2016,Income,INC398,2615.0,0.19776119402985073
24,2016,Income,INC399,1955.0,0.19776119402985073
24,2016,Income,INC400,665.0,0.19776119402985073
25,2016,Income,INC401,85060.0,0.16716628460588961
25,2016,Income,INC402,4795.0,0.16716628460588961
25,2016,Income,INC403,80265.0,0.16716628460588961
25,2016,Income,INC404,14670.0,0.16716628460588961
25,2016,Income,INC405,15585.0,0.16716628460588961
25,2016,Income,INC406,10450.0,0.16716628460588961
25,2016,Income,INC407,8560.0,0.16716628460588961
25,2016,Income,INC408,7805.0,0.16716628460588961
25,2016,Income,INC409,6240.0,0.16716628460588961
25,2016,Income,INC410,4520.0,0.16716628460588961
25,2016,Income,INC411,3185.0,0.16716628460588961
25,2016,Income,INC412,2230.0,0.16716628460588961
25,2016,Income,INC413,2170.0,0.16716628460588961
25,2016,Income,INC414,4845.0,0.16716628460588961
25,2016,Income,INC415,3630.0,0.16716628460588961
25,2016,Income,INC416,1215.0,0.16716628460588961
0,2021,Income,INC417,2377945.0,0.14277003301162766
0,2021,Income,INC418,109225.0,0.14277003301162766
0,2021,Income,INC419,2268720.0,0.14277003301162766
0,2021,Income,INC420,211940.0,0.14277003301162766
0,2021,Income,INC421,278160.0,0.14277003301162766
0,2021,Income,INC422,383770.0,0.14277003301162766
0,2021,Income,INC423,279875.0,0.14277003301162766
0,2021,Income,INC424,222750.0,0.14277003301162766
0,2021,Income,INC425,176220.0,0.14277003301162766
0,2021,Income,INC426,137275.0,0.14277003301162766
0,2021,Income,INC427,111795.0,0.14277003301162766
0,2021,Income,INC428,90025.0,0.14277003301162766
0,2021,Income,INC429,73170.0,0.14277003301162766
0,2021,Income,INC430,303740.0,0.14277003301162766
0,2021,Income,INC431,175210.0,0.14277003301162766
0,2021,Income,INC432,128530.0,0.14277003301162766
1,2021,Income,INC433,96625.0,0.22635065203891533
1,2021,Income,INC434,5280.0,0.22635065203891533
1,2021,Income,INC435,91340.0,0.22635065203891533
1,2021,Income,INC436,9150.0,0.22635065203891533
1,2021,Income,INC437,13965.0,0.22635065203891533
1,2021,Income,INC438,18750.0,0.22635065203891533
1,2021,Income,INC439,13890.0,0.22635065203891533
1,2021,Income,INC440,10745.0,0.22635065203891533
1,2021,Income,INC441,7880.0,0.22635065203891533
1,2021,Income,INC442,5275.0,0.22635065203891533
1,2021,Income,INC443,3665.0,0.22635065203891533
1,2021,Income,INC444,2585.0,0.22635065203891533
1,2021,Income,INC445,1695.0,0.22635065203891533
1,2021,Income,INC446,3740.0,0.22635065203891533
1,2021,Income,INC447,2870.0,0.22635065203891533
1,2021,Income,INC448,875.0,0.22635065203891533
2,2021,Income,INC449,99900.0,0.12967967967967967
2,2021,Income,INC450,3785.0,0.12967967967967967
2,2021,Income,INC451,96115.0,0.12967967967967967
2,2021,Income,INC452,8065.0,0.12967967967967967
2,2021,Income,INC453,10465.0,0.12967967967967967
2,2021,Income,INC454,14690.0,0.12967967967967967
2,2021,Income,INC455,10705.0,0.12967967967967967
2,2021,Income,INC456,8760.0,0.12967967967967967
2,2021,Income,INC457,8150.0,0.12967967967967967
2,2021,Income,INC458,6225.0,0.12967967967967967
2,2021,Income,INC459,5290.0,0.12967967967967967
2,2021,Income,INC460,4285.0,0.12967967967967967
2,2021,Income,INC461,3430.0,0.12967967967967967
2,2021,Income,INC462,16045.0,0.12967967967967967
2,2021,Income,INC463,9385.0,0.12967967967967967
2,2021,Income,INC464,6665.0,0.12967967967967967
3,2021,Income,INC465,121460.0,0.10678412646138646
3,2021,Income,INC466,4185.0,0.10678412646138646
3,2021,Income,INC467,117275.0,0.10678412646138646
3,2021,Income,INC468,8535.0,0.10678412646138646
3,2021,Income,INC469,11720.0,0.10678412646138646
3,2021,Income,INC470,16945.0,0.10678412646138646
3,2021,Income,INC471,12760.0,0.10678412646138646
3,2021,Income,INC472,11220.0,0.10678412646138646
3,2021,Income,INC473,9010.0,0.10678412646138646
3,2021,Income,INC474,8290.0,0.10678412646138646
3,2021,Income,INC475,6970.0,0.10678412646138646
3,2021,Income,INC476,5970.0,0.10678412646138646
3,2021,Income,INC477,4935.0,0.10678412646138646
3,2021,Income,INC478,20920.0,0.10678412646138646
3,2021,Income,INC479,12205.0,0.10678412646138646
3,2021,Income,INC480,8715.0,0.10678412646138646
4,2021,Income,INC481,89695.0,0.10590858416945373
4,2021,Income,INC482,3320.0,0.10590858416945373
4,2021,Income,INC483,86380.0,0.10590858416945373
4,2021,Income,INC484,6890.0,0.10590858416945373
4,2021,Income,INC485,8935.0,0.10590858416945373
4,2021,Income,INC486,12510.0,0.10590858416945373
4,2021,Income,INC487,9740.0,0.10590858416945373
4,2021,Income,INC488,7730.0,0.10590858416945373
4,2021,Income,INC489,6175.0,0.10590858416945373
4,2021,Income,INC490,5450.0,0.10590858416945373
4,2021,Income,INC491,4540.0,0.10590858416945373
4,2021,Income,INC492,3760.0,0.10590858416945373
4,2021,Income,INC493,3345.0,0.10590858416945373
4,2021,Income,INC494,17300.0,0.10590858416945373
4,2021,Income,INC495,9165.0,0.10590858416945373
4,2021,Income,INC496,8140.0,0.10590858416945373
5,2021,Income,INC497,97205.0,0.25883442209762875
5,2021,Income,INC498,5050.0,0.25883442209762875
5,2021,Income,INC499,92155.0,0.25883442209762875
5,2021,Income,INC500,7885.0,0.25883442209762875
5,2021,Income,INC501,12940.0,0.25883442209762875
5,2021,Income,INC502,18345.0,0.25883442209762875
5,2021,Income,INC503,13650.0,0.25883442209762875
5,2021,Income,INC504,10820.0,0.25883442209762875
5,2021,Income,INC505,8055.0,0.25883442209762875
5,2021,Income,INC506,5610.0,0.25883442209762875
5,2021,Income,INC507,4065.0,0.25883442209762875
5,2021,Income,INC508,3220.0,0.25883442209762875
5,2021,Income,INC509,2120.0,0.25883442209762875
5,2021,Income,INC510,5455.0,0.25883442209762875
5,2021,Income,INC511,4305.0,0.25883442209762875
5,2021,Income,INC512,1150.0,0.25883442209762875
6,2021,Income,INC513,91800.0,0.16013071895424835
6,2021,Income,INC514,3890.0,0.16013071895424835
6,2021,Income,INC515,87915.0,0.16013071895424835
6,2021,Income,INC516,7960.0,0.16013071895424835
6,2021,Income,INC517,11115.0,0.16013071895424835
6,2021,Income,INC518,16430.0,0.16013071895424835
6,2021,Income,INC519,12225.0,0.16013071895424835
6,2021,Income,INC520,10300.0,0.16013071895424835
6,2021,Income,INC521,7715.0,0.16013071895424835
6,2021,Income,INC522,5365.0,0.16013071895424835
6,2021,Income,INC523,3925.0,0.16013071895424835
6,2021,Income,INC524,3115.0,0.16013071895424835
6,2021,Income,INC525,2240.0,0.16013071895424835
6,2021,Income,INC526,7530.0,0.16013071895424835
6,2021,Income,INC527,4745.0,0.16013071895424835
6,2021,Income,INC528,2785.0,0.16013071895424835
7,2021,Income,INC529,92435.0,0.27766958779617007
7,2021,Income,INC530,5740.0,0.27766958779617007
7,2021,Income,INC531,86690.0,0.27766958779617007
7,2021,Income,INC532,8965.0,0.27766958779617007
7,2021,Income,INC533,13025.0,0.27766958779617007
7,2021,Income,INC534,19310.0,0.27766958779617007
7,2021,Income,INC535,13435.0,0.27766958779617007
