Date_Key,Date,Year,Month,Day,Quarter,WeekOfYear,DayOfWeek,DayName,IsWeekend
2152,2005-08-24,2005,8,24,3,34,2,Wednesday,0
2153,2005-08-25,2005,8,25,3,34,3,Thursday,0
2154,2005-08-26,2005,8,26,3,34,4,Friday,0
2155,2005-08-27,2005,8,27,3,34,5,Saturday,1
2156,2005-08-28,2005,8,28,3,34,6,Sunday,1
2157,2005-08-29,2005,8,29,3,35,0,Monday,0
2158,2005-08-30,2005,8,30,3,35,1,Tuesday,0
2159,2005-08-31,2005,8,31,3,35,2,Wednesday,0
2160,2005-09-01,2005,9,1,3,35,3,Thursday,0
2161,2005-09-02,2005,9,2,3,35,4,Friday,0
2162,2005-09-03,2005,9,3,3,35,5,Saturday,1
2163,2005-09-04,2005,9,4,3,35,6,Sunday,1
2164,2005-09-05,2005,9,5,3,36,0,Monday,0
2165,2005-09-06,2005,9,6,3,36,1,Tuesday,0
2166,2005-09-07,2005,9,7,3,36,2,Wednesday,0
2167,2005-09-08,2005,9,8,3,36,3,Thursday,0
2168,2005-09-09,2005,9,9,3,36,4,Friday,0
2169,2005-09-10,2005,9,10,3,36,5,Saturday,1
2170,2005-09-11,2005,9,11,3,36,6,Sunday,1
2171,2005-09-12,2005,9,12,3,37,0,Monday,0
2172,2005-09-13,2005,9,13,3,37,1,Tuesday,0
2173,2005-09-14,2005,9,14,3,37,2,Wednesday,0
2174,2005-09-15,2005,9,15,3,37,3,Thursday,0
2175,2005-09-16,2005,9,16,3,37,4,Friday,0
2176,2005-09-17,2005,9,17,3,37,5,Saturday,1
2177,2005-09-18,2005,9,18,3,37,6,Sunday,1
2178,2005-09-19,2005,9,19,3,38,0,Monday,0
2179,2005-09-20,2005,9,20,3,38,1,Tuesday,0
2180,2005-09-21,2005,9,21,3,38,2,Wednesday,0
2181,2005-09-22,2005,9,22,3,38,3,Thursday,0
2182,2005-09-23,2005,9,23,3,38,4,Friday,0
2183,2005-09-24,2005,9,24,3,38,5,Saturday,1
2184,2005-09-25,2005,9,25,3,38,6,Sunday,1
2185,2005-09-26,2005,9,26,3,39,0,Monday,0
2186,2005-09-27,2005,9,27,3,39,1,Tuesday,0
2187,2005-09-28,2005,9,28,3,39,2,Wednesday,0
2188,2005-09-29,2005,9,29,3,39,3,Thursday,0
2189,2005-09-30,2005,9,30,3,39,4,Friday,0
2190,2005-10-01,2005,10,1,4,39,5,Saturday,1
2191,2005-10-02,2005,10,2,4,39,6,Sunday,1
2192,2005-10-03,2005,10,3,4,40,0,Monday,0
2193,2005-10-04,2005,10,4,4,40,1,Tuesday,0
2194,2005-10-05,2005,10,5,4,40,2,Wednesday,0
2195,2005-10-06,2005,10,6,4,40,3,Thursday,0
2196,2005-10-07,2005,10,7,4,40,4,Friday,0
2197,2005-10-08,2005,10,8,4,40,5,Saturday,1
2198,2005-10-09,2005,10,9,4,40,6,Sunday,1
2199,2005-10-10,2005,10,10,4,41,0,Monday,0
2200,2005-10-11,2005,10,11,4,41,1,Tuesday,0
2201,2005-10-12,2005,10,12,4,41,2,Wednesday,0
2202,2005-10-13,2005,10,13,4,41,3,Thursday,0
2203,2005-10-14,2005,10,14,4,41,4,Friday,0
2204,2005-10-15,2005,10,15,4,41,5,Saturday,1
2205,2005-10-16,2005,10,16,4,41,6,Sunday,1
2206,2005-10-17,2005,10,17,4,42,0,Monday,0
2207,2005-10-18,2005,10,18,4,42,1,Tuesday,0
2208,2005-10-19,2005,10,19,4,42,2,Wednesday,0
2209,2005-10-20,2005,10,20,4,42,3,Thursday,0
2210,2005-10-21,2005,10,21,4,42,4,Friday,0
2211,2005-10-22,2005,10,22,4,42,5,Saturday,1
2212,2005-10-23,2005,10,23,4,42,6,Sunday,1
2213,2005-10-24,2005,10,24,4,43,0,Monday,0
2214,2005-10-25,2005,10,25,4,43,1,Tuesday,0
2215,2005-10-26,2005,10,26,4,43,2,Wednesday,0
2216,2005-10-27,2005,10,27,4,43,3,Thursday,0
2217,2005-10-28,2005,10,28,4,43,4,Friday,0
2218,2005-10-29,2005,10,29,4,43,5,Saturday,1
2219,2005-10-30,2005,10,30,4,43,6,Sunday,1
2220,2005-10-31,2005,10,31,4,44,0,Monday,0
2221,2005-11-01,2005,11,1,4,44,1,Tuesday,0
2222,2005-11-02,2005,11,2,4,44,2,Wednesday,0
2223,2005-11-03,2005,11,3,4,44,3,Thursday,0
2224,2005-11-04,2005,11,4,4,44,4,Friday,0
2225,2005-11-05,2005,11,5,4,44,5,Saturday,1
2226,2005-11-06,2005,11,6,4,44,6,Sunday,1
2227,2005-11-07,2005,11,7,4,45,0,Monday,0
2228,2005-11-08,2005,11,8,4,45,1,Tuesday,0
2229,2005-11-09,2005,11,9,4,45,2,Wednesday,0
2230,2005-11-10,2005,11,10,4,45,3,Thursday,0
2231,2005-11-11,2005,11,11,4,45,4,Friday,0
2232,2005-11-12,2005,11,12,4,45,5,Saturday,1
2233,2005-11-13,2005,11,13,4,45,6,Sunday,1
2234,2005-11-14,2005,11,14,4,46,0,Monday,0
2235,2005-11-15,2005,11,15,4,46,1,Tuesday,0
2236,2005-11-16,2005,11,16,4,46,2,Wednesday,0
2237,2005-11-17,2005,11,17,4,46,3,Thursday,0
2238,2005-11-18,2005,11,18,4,46,4,Friday,0
2239,2005-11-19,2005,11,19,4,46,5,Saturday,1
2240,2005-11-20,2005,11,20,4,46,6,Sunday,1
2241,2005-11-21,2005,11,21,4,47,0,Monday,0
2242,2005-11-22,2005,11,22,4,47,1,Tuesday,0
2243,2005-11-23,2005,11,23,4,47,2,Wednesday,0
2244,2005-11-24,2005,11,24,4,47,3,Thursday,0
2245,2005-11-25,2005,11,25,4,47,4,Friday,0
2246,2005-11-26,2005,11,26,4,47,5,Saturday,1
2247,2005-11-27,2005,11,27,4,47,6,Sunday,1
2248,2005-11-28,2005,11,28,4,48,0,Monday,0
2249,2005-11-29,2005,11,29,4,48,1,Tuesday,0
2250,2005-11-30,2005,11,30,4,48,2,Wednesday,0
2251,2005-12-01,2005,12,1,4,48,3,Thursday,0
2252,2005-12-02,2005,12,2,4,48,4,Friday,0
2253,2005-12-03,2005,12,3,4,48,5,Saturday,1
2254,2005-12-04,2005,12,4,4,48,6,Sunday,1
2255,2005-12-05,2005,12,5,4,49,0,Monday,0
2256,2005-12-06,2005,12,6,4,49,1,Tuesday,0
2257,2005-12-07,2005,12,7,4,49,2,Wednesday,0
2258,2005-12-08,2005,12,8,4,49,3,Thursday,0
2259,2005-12-09,2005,12,9,4,49,4,Friday,0
2260,2005-12-10,2005,12,10,4,49,5,Saturday,1
2261,2005-12-11,2005,12,11,4,49,6,Sunday,1
2262,2005-12-12,2005,12,12,4,50,0,Monday,0
2263,2005-12-13,2005,12,13,4,50,1,Tuesday,0
2264,2005-12-14,2005,12,14,4,50,2,Wednesday,0
2265,2005-12-15,2005,12,15,4,50,3,Thursday,0
2266,2005-12-16,2005,12,16,4,50,4,Friday,0
2267,2005-12-17,2005,12,17,4,50,5,Saturday,1
2268,2005-12-18,2005,12,18,4,50,6,Sunday,1
2269,2005-12-19,2005,12,19,4,51,0,Monday,0
2270,2005-12-20,2005,12,20,4,51,1,Tuesday,0
2271,2005-12-21,2005,12,21,4,51,2,Wednesday,0
2272,2005-12-22,2005,12,22,4,51,3,Thursday,0
2273,2005-12-23,2005,12,23,4,51,4,Friday,0
2274,2005-12-24,2005,12,24,4,51,5,Saturday,1
2275,2005-12-25,2005,12,25,4,51,6,Sunday,1
2276,2005-12-26,2005,12,26,4,52,0,Monday,0
2277,2005-12-27,2005,12,27,4,52,1,Tuesday,0
2278,2005-12-28,2005,12,28,4,52,2,Wednesday,0
2279,2005-12-29,2005,12,29,4,52,3,Thursday,0
2280,2005-12-30,2005,12,30,4,52,4,Friday,0
2281,2005-12-31,2005,12,31,4,52,5,Saturday,1
2282,2006-01-01,2006,1,1,1,52,6,Sunday,1
2283,2006-01-02,2006,1,2,1,1,0,Monday,0
2284,2006-01-03,2006,1,3,1,1,1,Tuesday,0
2285,2006-01-04,2006,1,4,1,1,2,Wednesday,0
2286,2006-01-05,2006,1,5,1,1,3,Thursday,0
2287,2006-01-06,2006,1,6,1,1,4,Friday,0
2288,2006-01-07,2006,1,7,1,1,5,Saturday,1
2289,2006-01-08,2006,1,8,1,1,6,Sunday,1
2290,2006-01-09,2006,1,9,1,2,0,Monday,0
2291,2006-01-10,2006,1,10,1,2,1,Tuesday,0
2292,2006-01-11,2006,1,11,1,2,2,Wednesday,0
2293,2006-01-12,2006,1,12,1,2,3,Thursday,0
2294,2006-01-13,2006,1,13,1,2,4,Friday,0
2295,2006-01-14,2006,1,14,1,2,5,Saturday,1
2296,2006-01-15,2006,1,15,1,2,6,Sunday,1
2297,2006-01-16,2006,1,16,1,3,0,Monday,0
2298,2006-01-17,2006,1,17,1,3,1,Tuesday,0
2299,2006-01-18,2006,1,18,1,3,2,Wednesday,0
2300,2006-01-19,2006,1,19,1,3,3,Thursday,0
2301,2006-01-20,2006,1,20,1,3,4,Friday,0
2302,2006-01-21,2006,1,21,1,3,5,Saturday,1
2303,2006-01-22,2006,1,22,1,3,6,Sunday,1
2304,2006-01-23,2006,1,23,1,4,0,Monday,0
2305,2006-01-24,2006,1,24,1,4,1,Tuesday,0
2306,2006-01-25,2006,1,25,1,4,2,Wednesday,0
2307,2006-01-26,2006,1,26,1,4,3,Thursday,0
2308,2006-01-27,2006,1,27,1,4,4,Friday,0
2309,2006-01-28,2006,1,28,1,4,5,Saturday,1
2310,2006-01-29,2006,1,29,1,4,6,Sunday,1
2311,2006-01-30,2006,1,30,1,5,0,Monday,0
2312,2006-01-31,2006,1,31,1,5,1,Tuesday,0
2313,2006-02-01,2006,2,1,1,5,2,Wednesday,0
2314,2006-02-02,2006,2,2,1,5,3,Thursday,0
2315,2006-02-03,2006,2,3,1,5,4,Friday,0
2316,2006-02-04,2006,2,4,1,5,5,Saturday,1
2317,2006-02-05,2006,2,5,1,5,6,Sunday,1
2318,2006-02-06,2006,2,6,1,6,0,Monday,0
2319,2006-02-07,2006,2,7,1,6,1,Tuesday,0
2320,2006-02-08,2006,2,8,1,6,2,Wednesday,0
2321,2006-02-09,2006,2,9,1,6,3,Thursday,0
2322,2006-02-10,2006,2,10,1,6,4,Friday,0
2323,2006-02-11,2006,2,11,1,6,5,Saturday,1
2324,2006-02-12,2006,2,12,1,6,6,Sunday,1
2325,2006-02-13,2006,2,13,1,7,0,Monday,0
2326,2006-02-14,2006,2,14,1,7,1,Tuesday,0
2327,2006-02-15,2006,2,15,1,7,2,Wednesday,0
2328,2006-02-16,2006,2,16,1,7,3,Thursday,0
2329,2006-02-17,2006,2,17,1,7,4,Friday,0
2330,2006-02-18,2006,2,18,1,7,5,Saturday,1
2331,2006-02-19,2006,2,19,1,7,6,Sunday,1
2332,2006-02-20,2006,2,20,1,8,0,Monday,0
2333,2006-02-21,2006,2,21,1,8,1,Tuesday,0
2334,2006-02-22,2006,2,22,1,8,2,Wednesday,0
2335,2006-02-23,2006,2,23,1,8,3,Thursday,0
2336,2006-02-24,2006,2,24,1,8,4,Friday,0
2337,2006-02-25,2006,2,25,1,8,5,Saturday,1
2338,2006-02-26,2006,2,26,1,8,6,Sunday,1
2339,2006-02-27,2006,2,27,1,9,0,Monday,0
2340,2006-02-28,2006,2,28,1,9,1,Tuesday,0
2341,2006-03-01,2006,3,1,1,9,2,Wednesday,0
2342,2006-03-02,2006,3,2,1,9,3,Thursday,0
2343,2006-03-03,2006,3,3,1,9,4,Friday,0
2344,2006-03-04,2006,3,4,1,9,5,Saturday,1
2345,2006-03-05,2006,3,5,1,9,6,Sunday,1
2346,2006-03-06,2006,3,6,1,10,0,Monday,0
2347,2006-03-07,2006,3,7,1,10,1,Tuesday,0
2348,2006-03-08,2006,3,8,1,10,2,Wednesday,0
2349,2006-03-09,2006,3,9,1,10,3,Thursday,0
2350,2006-03-10,2006,3,10,1,10,4,Friday,0
2351,2006-03-11,2006,3,11,1,10,5,Saturday,1
2352,2006-03-12,2006,3,12,1,10,6,Sunday,1
2353,2006-03-13,2006,3,13,1,11,0,Monday,0
2354,2006-03-14,2006,3,14,1,11,1,Tuesday,0
2355,2006-03-15,2006,3,15,1,11,2,Wednesday,0
2356,2006-03-16,2006,3,16,1,11,3,Thursday,0
2357,2006-03-17,2006,3,17,1,11,4,Friday,0
2358,2006-03-18,2006,3,18,1,11,5,Saturday,1
2359,2006-03-19,2006,3,19,1,11,6,Sunday,1
2360,2006-03-20,2006,3,20,1,12,0,Monday,0
2361,2006-03-21,2006,3,21,1,12,1,Tuesday,0
2362,2006-03-22,2006,3,22,1,12,2,Wednesday,0
2363,2006-03-23,2006,3,23,1,12,3,Thursday,0
2364,2006-03-24,2006,3,24,1,12,4,Friday,0
2365,2006-03-25,2006,3,25,1,12,5,Saturday,1
2366,2006-03-26,2006,3,26,1,12,6,Sunday,1
2367,2006-03-27,2006,3,27,1,13,0,Monday,0
2368,2006-03-28,2006,3,28,1,13,1,Tuesday,0
2369,2006-03-29,2006,3,29,1,13,2,Wednesday,0
2370,2006-03-30,2006,3,30,1,13,3,Thursday,0
2371,2006-03-31,2006,3,31,1,13,4,Friday,0
2372,2006-04-01,2006,4,1,2,13,5,Saturday,1
2373,2006-04-02,2006,4,2,2,13,6,Sunday,1
2374,2006-04-03,2006,4,3,2,14,0,Monday,0
2375,2006-04-04,2006,4,4,2,14,1,Tuesday,0
2376,2006-04-05,2006,4,5,2,14,2,Wednesday,0
2377,2006-04-06,2006,4,6,2,14,3,Thursday,0
2378,2006-04-07,2006,4,7,2,14,4,Friday,0
2379,2006-04-08,2006,4,8,2,14,5,Saturday,1
2380,2006-04-09,2006,4,9,2,14,6,Sunday,1
2381,2006-04-10,2006,4,10,2,15,0,Monday,0
2382,2006-04-11,2006,4,11,2,15,1,Tuesday,0
2383,2006-04-12,2006,4,12,2,15,2,Wednesday,0
2384,2006-04-13,2006,4,13,2,15,3,Thursday,0
2385,2006-04-14,2006,4,14,2,15,4,Friday,0
2386,2006-04-15,2006,4,15,2,15,5,Saturday,1
2387,2006-04-16,2006,4,16,2,15,6,Sunday,1
2388,2006-04-17,2006,4,17,2,16,0,Monday,0
2389,2006-04-18,2006,4,18,2,16,1,Tuesday,0
2390,2006-04-19,2006,4,19,2,16,2,Wednesday,0
2391,2006-04-20,2006,4,20,2,16,3,Thursday,0
2392,2006-04-21,2006,4,21,2,16,4,Friday,0
2393,2006-04-22,2006,4,22,2,16,5,Saturday,1
2394,2006-04-23,2006,4,23,2,16,6,Sunday,1
2395,2006-04-24,2006,4,24,2,17,0,Monday,0
2396,2006-04-25,2006,4,25,2,17,1,Tuesday,0
2397,2006-04-26,2006,4,26,2,17,2,Wednesday,0
2398,2006-04-27,2006,4,27,2,17,3,Thursday,0
2399,2006-04-28,2006,4,28,2,17,4,Friday,0
2400,2006-04-29,2006,4,29,2,17,5,Saturday,1
2401,2006-04-30,2006,4,30,2,17,6,Sunday,1
2402,2006-05-01,2006,5,1,2,18,0,Monday,0
2403,2006-05-02,2006,5,2,2,18,1,Tuesday,0
2404,2006-05-03,2006,5,3,2,18,2,Wednesday,0
2405,2006-05-04,2006,5,4,2,18,3,Thursday,0
2406,2006-05-05,2006,5,5,2,18,4,Friday,0
2407,2006-05-06,2006,5,6,2,18,5,Saturday,1
2408,2006-05-07,2006,5,7,2,18,6,Sunday,1
2409,2006-05-08,2006,5,8,2,19,0,Monday,0
2410,2006-05-09,2006,5,9,2,19,1,Tuesday,0
2411,2006-05-10,2006,5,10,2,19,2,Wednesday,0
2412,2006-05-11,2006,5,11,2,19,3,Thursday,0
2413,2006-05-12,2006,5,12,2,19,4,Friday,0
2414,2006-05-13,2006,5,13,2,19,5,Saturday,1
2415,2006-05-14,2006,5,14,2,19,6,Sunday,1
2416,2006-05-15,2006,5,15,2,20,0,Monday,0
2417,2006-05-16,2006,5,16,2,20,1,Tuesday,0
2418,2006-05-17,2006,5,17,2,20,2,Wednesday,0
2419,2006-05-18,2006,5,18,2,20,3,Thursday,0
2420,2006-05-19,2006,5,19,2,20,4,Friday,0
2421,2006-05-20,2006,5,20,2,20,5,Saturday,1
2422,2006-05-21,2006,5,21,2,20,6,Sunday,1
2423,2006-05-22,2006,5,22,2,21,0,Monday,0
2424,2006-05-23,2006,5,23,2,21,1,Tuesday,0
2425,2006-05-24,2006,5,24,2,21,2,Wednesday,0
2426,2006-05-25,2006,5,25,2,21,3,Thursday,0
2427,2006-05-26,2006,5,26,2,21,4,Friday,0
2428,2006-05-27,2006,5,27,2,21,5,Saturday,1
2429,2006-05-28,2006,5,28,2,21,6,Sunday,1
2430,2006-05-29,2006,5,29,2,22,0,Monday,0
2431,2006-05-30,2006,5,30,2,22,1,Tuesday,0
2432,2006-05-31,2006,5,31,2,22,2,Wednesday,0
2433,2006-06-01,2006,6,1,2,22,3,Thursday,0
2434,2006-06-02,2006,6,2,2,22,4,Friday,0
2435,2006-06-03,2006,6,3,2,22,5,Saturday,1
2436,2006-06-04,2006,6,4,2,22,6,Sunday,1
2437,2006-06-05,2006,6,5,2,23,0,Monday,0
2438,2006-06-06,2006,6,6,2,23,1,Tuesday,0
2439,2006-06-07,2006,6,7,2,23,2,Wednesday,0
2440,2006-06-08,2006,6,8,2,23,3,Thursday,0
2441,2006-06-09,2006,6,9,2,23,4,Friday,0
2442,2006-06-10,2006,6,10,2,23,5,Saturday,1
2443,2006-06-11,2006,6,11,2,23,6,Sunday,1
2444,2006-06-12,2006,6,12,2,24,0,Monday,0
2445,2006-06-13,2006,6,13,2,24,1,Tuesday,0
2446,2006-06-14,2006,6,14,2,24,2,Wednesday,0
2447,2006-06-15,2006,6,15,2,24,3,Thursday,0
2448,2006-06-16,2006,6,16,2,24,4,Friday,0
2449,2006-06-17,2006,6,17,2,24,5,Saturday,1
2450,2006-06-18,2006,6,18,2,24,6,Sunday,1
2451,2006-06-19,2006,6,19,2,25,0,Monday,0
2452,2006-06-20,2006,6,20,2,25,1,Tuesday,0
2453,2006-06-21,2006,6,21,2,25,2,Wednesday,0
2454,2006-06-22,2006,6,22,2,25,3,Thursday,0
2455,2006-06-23,2006,6,23,2,25,4,Friday,0
2456,2006-06-24,2006,6,24,2,25,5,Saturday,1
2457,2006-06-25,2006,6,25,2,25,6,Sunday,1
2458,2006-06-26,2006,6,26,2,26,0,Monday,0
2459,2006-06-27,2006,6,27,2,26,1,Tuesday,0
2460,2006-06-28,2006,6,28,2,26,2,Wednesday,0
2461,2006-06-29,2006,6,29,2,26,3,Thursday,0
2462,2006-06-30,2006,6,30,2,26,4,Friday,0
2463,2006-07-01,2006,7,1,3,26,5,Saturday,1
2464,2006-07-02,2006,7,2,3,26,6,Sunday,1
2465,2006-07-03,2006,7,3,3,27,0,Monday,0
2466,2006-07-04,2006,7,4,3,27,1,Tuesday,0
2467,2006-07-05,2006,7,5,3,27,2,Wednesday,0
2468,2006-07-06,2006,7,6,3,27,3,Thursday,0
2469,2006-07-07,2006,7,7,3,27,4,Friday,0
2470,2006-07-08,2006,7,8,3,27,5,Saturday,1
2471,2006-07-09,2006,7,9,3,27,6,Sunday,1
2472,2006-07-10,2006,7,10,3,28,0,Monday,0
2473,2006-07-11,2006,7,11,3,28,1,Tuesday,0
2474,2006-07-12,2006,7,12,3,28,2,Wednesday,0
2475,2006-07-13,2006,7,13,3,28,3,Thursday,0
2476,2006-07-14,2006,7,14,3,28,4,Friday,0
2477,2006-07-15,2006,7,15,3,28,5,Saturday,1
2478,2006-07-16,2006,7,16,3,28,6,Sunday,1
2479,2006-07-17,2006,7,17,3,29,0,Monday,0
2480,2006-07-18,2006,7,18,3,29,1,Tuesday,0
2481,2006-07-19,2006,7,19,3,29,2,Wednesday,0
2482,2006-07-20,2006,7,20,3,29,3,Thursday,0
2483,2006-07-21,2006,7,21,3,29,4,Friday,0
2484,2006-07-22,2006,7,22,3,29,5,Saturday,1
2485,2006-07-23,2006,7,23,3,29,6,Sunday,1
2486,2006-07-24,2006,7,24,3,30,0,Monday,0
2487,2006-07-25,2006,7,25,3,30,1,Tuesday,0
2488,2006-07-26,2006,7,26,3,30,2,Wednesday,0
2489,2006-07-27,2006,7,27,3,30,3,Thursday,0
2490,2006-07-28,2006,7,28,3,30,4,Friday,0
2491,2006-07-29,2006,7,29,3,30,5,Saturday,1
2492,2006-07-30,2006,7,30,3,30,6,Sunday,1
2493,2006-07-31,2006,7,31,3,31,0,Monday,0
2494,2006-08-01,2006,8,1,3,31,1,Tuesday,0
2495,2006-08-02,2006,8,2,3,31,2,Wednesday,0
2496,2006-08-03,2006,8,3,3,31,3,Thursday,0
2497,2006-08-04,2006,8,4,3,31,4,Friday,0
2498,2006-08-05,2006,8,5,3,31,5,Saturday,1
2499,2006-08-06,2006,8,6,3,31,6,Sunday,1
2500,2006-08-07,2006,8,7,3,32,0,Monday,0
2501,2006-08-08,2006,8,8,3,32,1,Tuesday,0
2502,2006-08-09,2006,8,9,3,32,2,Wednesday,0
2503,2006-08-10,2006,8,10,3,32,3,Thursday,0
2504,2006-08-11,2006,8,11,3,32,4,Friday,0
2505,2006-08-12,2006,8,12,3,32,5,Saturday,1
2506,2006-08-13,2006,8,13,3,32,6,Sunday,1
2507,2006-08-14,2006,8,14,3,33,0,Monday,0
2508,2006-08-15,2006,8,15,3,33,1,Tuesday,0
2509,2006-08-16,2006,8,16,3,33,2,Wednesday,0
2510,2006-08-17,2006,8,17,3,33,3,Thursday,0
2511,2006-08-18,2006,8,18,3,33,4,Friday,0
2512,2006-08-19,2006,8,19,3,33,5,Saturday,1
2513,2006-08-20,2006,8,20,3,33,6,Sunday,1
2514,2006-08-21,2006,8,21,3,34,0,Monday,0
2515,2006-08-22,2006,8,22,3,34,1,Tuesday,0
2516,2006-08-23,2006,8,23,3,34,2,Wednesday,0
2517,2006-08-24,2006,8,24,3,34,3,Thursday,0
2518,2006-08-25,2006,8,25,3,34,4,Friday,0
2519,2006-08-26,2006,8,26,3,34,5,Saturday,1
2520,2006-08-27,2006,8,27,3,34,6,Sunday,1
2521,2006-08-28,2006,8,28,3,35,0,Monday,0
2522,2006-08-29,2006,8,29,3,35,1,Tuesday,0
2523,2006-08-30,2006,8,30,3,35,2,Wednesday,0
2524,2006-08-31,2006,8,31,3,35,3,Thursday,0
2525,2006-09-01,2006,9,1,3,35,4,Friday,0
2526,2006-09-02,2006,9,2,3,35,5,Saturday,1
2527,2006-09-03,2006,9,3,3,35,6,Sunday,1
2528,2006-09-04,2006,9,4,3,36,0,Monday,0
2529,2006-09-05,2006,9,5,3,36,1,Tuesday,0
2530,2006-09-06,2006,9,6,3,36,2,Wednesday,0
2531,2006-09-07,2006,9,7,3,36,3,Thursday,0
2532,2006-09-08,2006,9,8,3,36,4,Friday,0
2533,2006-09-09,2006,9,9,3,36,5,Saturday,1
2534,2006-09-10,2006,9,10,3,36,6,Sunday,1
2535,2006-09-11,2006,9,11,3,37,0,Monday,0
2536,2006-09-12,2006,9,12,3,37,1,Tuesday,0
2537,2006-09-13,2006,9,13,3,37,2,Wednesday,0
2538,2006-09-14,2006,9,14,3,37,3,Thursday,0
2539,2006-09-15,2006,9,15,3,37,4,Friday,0
2540,2006-09-16,2006,9,16,3,37,5,Saturday,1
2541,2006-09-17,2006,9,17,3,37,6,Sunday,1
2542,2006-09-18,2006,9,18,3,38,0,Monday,0
2543,2006-09-19,2006,9,19,3,38,1,Tuesday,0
2544,2006-09-20,2006,9,20,3,38,2,Wednesday,0
2545,2006-09-21,2006,9,21,3,38,3,Thursday,0
2546,2006-09-22,2006,9,22,3,38,4,Friday,0
2547,2006-09-23,2006,9,23,3,38,5,Saturday,1
2548,2006-09-24,2006,9,24,3,38,6,Sunday,1
2549,2006-09-25,2006,9,25,3,39,0,Monday,0
2550,2006-09-26,2006,9,26,3,39,1,Tuesday,0
2551,2006-09-27,2006,9,27,3,39,2,Wednesday,0
2552,2006-09-28,2006,9,28,3,39,3,Thursday,0
2553,2006-09-29,2006,9,29,3,39,4,Friday,0
2554,2006-09-30,2006,9,30,3,39,5,Saturday,1
2555,2006-10-01,2006,10,1,4,39,6,Sunday,1
2556,2006-10-02,2006,10,2,4,40,0,Monday,0
2557,2006-10-03,2006,10,3,4,40,1,Tuesday,0
2558,2006-10-04,2006,10,4,4,40,2,Wednesday,0
2559,2006-10-05,2006,10,5,4,40,3,Thursday,0
2560,2006-10-06,2006,10,6,4,40,4,Friday,0
2561,2006-10-07,2006,10,7,4,40,5,Saturday,1
2562,2006-10-08,2006,10,8,4,40,6,Sunday,1
2563,2006-10-09,2006,10,9,4,41,0,Monday,0
2564,2006-10-10,2006,10,10,4,41,1,Tuesday,0
2565,2006-10-11,2006,10,11,4,41,2,Wednesday,0
2566,2006-10-12,2006,10,12,4,41,3,Thursday,0
2567,2006-10-13,2006,10,13,4,41,4,Friday,0
2568,2006-10-14,2006,10,14,4,41,5,Saturday,1
2569,2006-10-15,2006,10,15,4,41,6,Sunday,1
2570,2006-10-16,2006,10,16,4,42,0,Monday,0
2571,2006-10-17,2006,10,17,4,42,1,Tuesday,0
2572,2006-10-18,2006,10,18,4,42,2,Wednesday,0
2573,2006-10-19,2006,10,19,4,42,3,Thursday,0
2574,2006-10-20,2006,10,20,4,42,4,Friday,0
2575,2006-10-21,2006,10,21,4,42,5,Saturday,1
2576,2006-10-22,2006,10,22,4,42,6,Sunday,1
2577,2006-10-23,2006,10,23,4,43,0,Monday,0
2578,2006-10-24,2006,10,24,4,43,1,Tuesday,0
2579,2006-10-25,2006,10,25,4,43,2,Wednesday,0
2580,2006-10-26,2006,10,26,4,43,3,Thursday,0
2581,2006-10-27,2006,10,27,4,43,4,Friday,0
2582,2006-10-28,2006,10,28,4,43,5,Saturday,1
2583,2006-10-29,2006,10,29,4,43,6,Sunday,1
2584,2006-10-30,2006,10,30,4,44,0,Monday,0
2585,2006-10-31,2006,10,31,4,44,1,Tuesday,0
2586,2006-11-01,2006,11,1,4,44,2,Wednesday,0
2587,2006-11-02,2006,11,2,4,44,3,Thursday,0
2588,2006-11-03,2006,11,3,4,44,4,Friday,0
2589,2006-11-04,2006,11,4,4,44,5,Saturday,1
2590,2006-11-05,2006,11,5,4,44,6,Sunday,1
2591,2006-11-06,2006,11,6,4,45,0,Monday,0
2592,2006-11-07,2006,11,7,4,45,1,Tuesday,0
2593,2006-11-08,2006,11,8,4,45,2,Wednesday,0
2594,2006-11-09,2006,11,9,4,45,3,Thursday,0
2595,2006-11-10,2006,11,10,4,45,4,Friday,0
2596,2006-11-11,2006,11,11,4,45,5,Saturday,1
2597,2006-11-12,2006,11,12,4,45,6,Sunday,1
2598,2006-11-13,2006,11,13,4,46,0,Monday,0
2599,2006-11-14,2006,11,14,4,46,1,Tuesday,0
2600,2006-11-15,2006,11,15,4,46,2,Wednesday,0
2601,2006-11-16,2006,11,16,4,46,3,Thursday,0
2602,2006-11-17,2006,11,17,4,46,4,Friday,0
2603,2006-11-18,2006,11,18,4,46,5,Saturday,1
2604,2006-11-19,2006,11,19,4,46,6,Sunday,1
2605,2006-11-20,2006,11,20,4,47,0,Monday,0
2606,2006-11-21,2006,11,21,4,47,1,Tuesday,0
2607,2006-11-22,2006,11,22,4,47,2,Wednesday,0
2608,2006-11-23,2006,11,23,4,47,3,Thursday,0
2609,2006-11-24,2006,11,24,4,47,4,Friday,0
2610,2006-11-25,2006,11,25,4,47,5,Saturday,1
2611,2006-11-26,2006,11,26,4,47,6,Sunday,1
2612,2006-11-27,2006,11,27,4,48,0,Monday,0
2613,2006-11-28,2006,11,28,4,48,1,Tuesday,0
2614,2006-11-29,2006,11,29,4,48,2,Wednesday,0
2615,2006-11-30,2006,11,30,4,48,3,Thursday,0
2616,2006-12-01,2006,12,1,4,48,4,Friday,0
