Permit_Num,Permit_Type,Structure_Type,Work,Street_Num,Street_Name,Street_Type,Street_Direction,Postal,Geo_Id,Ward_Grid,Application_Date,Issued_Date,Completed_Date,Status,Description,Est_Const_Cost
16 244003 BLD,Building Additions/Alterations,Art Gallery,Interior Alterations,1610,GERRARD,ST,E,M4L,,S1437,2016-10-28,2016-11-10,2021-05-18,Closed,Proposal for interior alterations and new store front in existing art gallery .,100000
16 244066 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1560,YONGE,ST, ,M4T,11272519,S1232,2016-10-28,2016-12-01,2017-09-27,Closed,Proposal for interior alterations to convert a ground floor restaurant to a fitness/yoga studio - unit 204.,60000
16 245078 BLD,Building Additions/Alterations,Stadium,Interior Alterations,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2016-10-31,2016-11-02,2017-05-29,Closed,Proposal for interior alterations to the loading dock area to install prefab walls around existing Bell Mobility leasehold space. ,10000
16 248326 BLD,Building Additions/Alterations,Museum,Interior Alterations,30,YONGE,ST, ,M5E,8676865,S1337,2016-11-08,2016-12-06,2017-04-21,Closed,Proposed interior alterations to the entrance/lobby area of the Hockey Hall of Fame,500000
16 256260 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,100,HARBOUR,ST, ,###,30029170,S1037,2016-11-25,2017-02-24,2017-12-01,Closed,Proposal to convert the space into a fitness centre,350000
16 259335 BLD,Building Additions/Alterations,Club,Interior Alterations,2350-2374,BAYVIEW,AVE, ,M2L,14188903,N1523,2016-12-02,2016-12-15,2018-02-02,Closed,"Proposal for interior alterations to existing office space on the ground floor of an existing club - ""The Granite Club""",172000
16 260937 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,475 A,ROGERS,RD, ,M6M,,S0921,2016-12-06,2016-12-21,2017-11-23,Closed,"Proposal for interior alterations to existing Group E space: build partition on ground floor with new plumbing, build new storage and washroom in basement with new plumbing.",75000
16 271627 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1169,QUEEN,ST,W,M6J,,S0937,2016-12-29,2017-02-01,2017-06-28,Closed,Interior alterations to convert an existing restaurant to an exercise studio (256m2),100000
16 272043 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,935,THE QUEENSWAY, , ,M8Z,1037205,W0326,2016-12-30,2017-01-11,2017-12-20,Closed,Interior alteration to create a Barber/Hair Salon in unit A-CHAPS AND FADES - HAIRSTYLING,30000
17 100246 BLD,Building Additions/Alterations,Club,Interior Alterations,231,MUTUAL,ST, ,M5B,7730180,S1328,2017-01-03,2017-05-12,2017-07-05,Closed,Interior alterations for a new washroom.,20000
17 106032 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,2873,LAKE SHORE,BLVD,W,M8V,8947490,W0335,2017-01-18,2017-07-21,2017-08-15,Closed,Interior alterations to create a Fitness Centre.(Industrial to fitness club see cofa decision),50000
17 109683 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,334,DUNDAS,ST,W,M5T,14200121,S1144,2017-01-26,2017-03-02,2017-03-30,Closed,proposed interior alterations to create a hair salon on the ground floor,52000
17 110661 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,250,BOWIE,AVE, ,M6E,14171498,N0830,2017-01-30,2017-05-31,2021-01-21,Closed,"Construct interior alterations (208.13m2) for a fitness club ""Red Leaf Fitness"" ",200000
17 111192 BLD,Building Additions/Alterations,Recreational,Interior Alterations,1220,ELLESMERE,RD, ,M1P,,E2124,2017-01-31,2017-02-06,2017-04-19,Closed,"interior alterations for new health club, add fan, replace furnace and condenser",10000
17 115037 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,666,MARKHAM,RD, ,M1H,8745720,E2425,2017-02-09,2017-03-08,2017-06-19,Closed,Interior alteratios to finish unit for hair salon,50000
17 115492 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1045,GERRARD,ST,E,M4M,808672,S1435,2017-02-10,2017-03-09,2017-06-14,Closed,Proposal interior alterations to create a gym facility,150000
17 132779 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,455,FRONT,ST,E,M5A,30034056,S1336,2017-03-22,2017-04-05,2018-02-06,Closed,"Proposal for interior alterations to Retail Space D, Block 11 - to install new showers - ""Think Fitness""",15000
17 153557 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,530,YONGE,ST, ,M4Y,887495,S1325,2017-05-03,2017-06-08,2018-04-18,Closed,"Proposal of interior alterations to the 2nd floor for a new fitness centre - ""Keep Cool""",800000
17 155981 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,4949,BATHURST,ST, ,M2R,9313404,N1822,2017-05-08,2017-06-26,2017-09-20,Closed,Proposal for interior alterations.,34400
17 158798 BLD,Building Additions/Alterations,Club,Interior Alterations,141,ST GEORGE,ST, ,M5R,4030666,S1127,2017-05-12,2017-06-09,2020-01-13,Closed,Proposal for interior alterations to existing dining area and locker rooms.,1300000
17 162551 BLD,Building Additions/Alterations,Museum,Interior Alterations,30,YONGE,ST, ,M5E,8676865,S1337,2017-05-18,2017-06-02,2017-09-07,Closed,"Proposal for interior alterations to the ""Masks"" area of existing museum. - ""Hockey Hall of Fame""",350000
17 168251 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,53,LAIRD,DR, ,M4G,27222,N1532,2017-05-29,2017-12-15,2020-03-04,Closed,Proposal for change of use from retail to Fitness Studio and interior alteration to build a mezzanine to be used as storage space,162100
17 172505 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1974,DUNDAS,ST,W,M6R,10759020,S0433,2017-06-02,2017-07-04,2017-10-18,Closed,Proposed interior alterations to convert an automotive repair centre to a cross fitness centre in existing commercial building. ,200000
17 180674 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,10,LOWER SPADINA,AVE, ,M5V,7929921,S1035,2017-06-15,2017-07-24,2018-01-19,Closed,Proposal for change of use from offices to fitness center. Scope of work includes interior alterations to the ground floor (Suite 100) to construct a fitness studio including yoga and cycling rooms. Specified Occupant Load is 50. ,100000
17 185811 BLD,Building Additions/Alterations,Performing Arts Centre,Interior Alterations,1,FRONT,ST,E,M5E,11070359,S1339,2017-06-22,2017-06-28,2018-03-20,Closed,Proposal for interior alteration to loading dock and stage floor of the Performing Arts Centre building. ,150000
17 195300 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,36,PARK LAWN,RD, ,M8Y,13297430,W0337,2017-07-10,2017-07-31,2017-12-13,Closed,Proposal to construct interior alterations to Unit 2 & 3 to create Fitness Centre,50000
17 196153 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1911,FINCH,AVE,W,M3N,10071110,W0730,2017-07-11,2017-09-29,2018-05-03,Closed,Interior alterations to provide a new fitness facility - Fit 4 less,797000
17 211721 BLD,Building Additions/Alterations,Club,Interior Alterations,303,BAY,ST, ,M5H,10222923,S1337,2017-08-04,2017-08-15,2020-01-30,Closed,Proposal for interior alterations to level 4 and 5 to existing club.,400000
17 228998 BLD,Building Additions/Alterations,Museum,Interior Alterations,100,QUEEN'S PARK, , ,M5S,30022473,S1135,2017-09-07,2017-09-15,2019-04-11,Closed,Propsed interior alterations to existng *Royal Ontario Museum* for an interior fit-out in the east block ticketing area.,75000
17 233257 BLD,Building Additions/Alterations,Club,Interior Alterations,1,CENTRE ISLAND,PK, ,###,14258203,S1043,2017-09-15,2017-10-05,2020-07-16,Closed,"Proposal for interior alterations to existing clubhouse building. Convenience address is 2 Chippewa Ave. Tenant - "" Royal Canadian Yacht Club""",3800000
17 233577 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,4920,YONGE,ST, ,M2N,7155034,N1824,2017-09-15,2017-11-06,2018-01-09,Closed,"Interior Alterations 1-INTERIOR RENO TO SEEFU HAIR SALON, 2-HVAC PLAN, 3-PLUMBING-ADD 8 FIXTURES",40000
17 234553 BLD,Building Additions/Alterations,Recreational,Interior Alterations,4497,CHESSWOOD,DR, ,M3J,9171775,N0623,2017-09-18,2017-12-01,2017-12-19,Closed,Interior alterations - GTA VR Entertainment Inc.,90000
17 236160 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,3273,DUFFERIN,ST, ,M6A,10851757,N0823,2017-09-20,2017-11-08,2018-02-26,Closed,Proposal to construct interior alterations for proposed nail salon ,40000
17 250029 BLD,Building Additions/Alterations,Art Gallery,Interior Alterations,584,COLLEGE,ST, ,M6G,10865118,S1133,2017-10-19,2018-02-12,2018-08-15,Closed,"Proposal for interior alterations to convert to an art gallery ""Super Wonder Gallery""",10000
17 251646 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,545-565,SHERBOURNE,ST, ,M4X,14189755,S1323,2017-10-23,2017-10-31,2018-08-01,Closed,Interior alteration to FIRST CHOICE HAIRCUTTERS. 563A Sherbourne Street. ,80000
17 253964 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,100,UNIVERSITY,AVE, ,M5J,3065777,S1033,2017-10-26,2017-11-08,2019-04-15,Closed,"Proposed interior alterations to suite 101A ""F45 Training""",100000
17 261975 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1781-1797,QUEEN,ST,E,M4L,,S1941,2017-11-14,2018-01-16,2018-12-10,Closed,"Interior finishes, new washrooms. Existing tenant space to be converted into a Fitness Studio (commercial school).There are no hazardous substances",150000
17 263951 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,169,FORT YORK,BLVD, ,###,30015485,S1028,2017-11-17,2017-12-11,2018-10-30,Closed,Proposal for interior alterations for a new fitness centre.,100000
17 272702 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,106,FRONT,ST,E,M5A,806554,S1338,2017-12-07,2018-01-09,2018-09-27,Closed,Proposal for interior alteration to existing non-residential unit (unit 102) for new commercial school/recreation use (gym/fitness centre) - Tenant- F45 TrainingRelated to 17 237473 ZPR,250000
17 275806 BLD,Building Additions/Alterations,Gymnasium,Interior Alterations,79,WELLINGTON,ST,W,###,7929313,S1034,2017-12-14,2018-01-03,2019-09-04,Closed,Interior Alterations to existing tenant gym area and alter to HVAC and to the Sprinkler systems.,350000
17 276377 BLD,Building Additions/Alterations,Art Gallery,Interior Alterations,317,DUNDAS,ST,W,M5T,796549,S1024,2017-12-15,2018-01-18,2018-09-11,Closed,"Proposal for interior alterations to the Mclean Gallery in existing art gallery ""AGO""",300000
17 276953 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,659,QUEEN,ST,W,M6J,856677,S1028,2017-12-18,2018-01-22,2018-12-19,Closed,Proposal for interior alterations to existing bar / restaurant for a change of use to a fitness centre on the basement level. ,100000
17 278179 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,5095,YONGE,ST, ,M2N,14121209,N1826,2017-12-21,2018-06-04,2019-02-05,Closed,Proposed interior alterations to existing health clinic to be converted into fitness studio. Three new washrooms and showers are proposed. UNIT#: B7.,150000
17 278924 BLD,Building Additions/Alterations,Recreational,Interior Alterations,100,BROADVIEW,AVE, ,M4M,30032255,S1440,2017-12-22,2018-01-29,2018-09-28,Closed,Interior alterations to create place of amusement (see committee of adjustment decision),400000
18 108303 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,3855,CHESSWOOD,DR, ,M3J,498907,N0623,2018-01-23,2018-04-16,2020-11-24,Closed,"Interior Alterations to gym area and basement level which includes fitness, washrooms, yoga room, spa and etc.",800000
18 108769 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1560,BAYVIEW,AVE, ,M4G,9340702,N1530,2018-01-23,2018-02-02,2018-04-24,Closed,"Proposal for interior alterations to unit ""B"" for new fitness centre. ",80000
18 127274 BLD,Building Additions/Alterations,Auditorium,Interior Alterations,88,QUEENS QUAY, ,W,###,30031553,S1037,2018-03-09,2018-04-10,2018-10-10,Closed,Proposed interior alterations to convert an existing coat room into a recording studio (Both A-Occupancy) within an existing auditorium space on the ground floor. ,200000
18 146280 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,155,WELLESLEY,ST,E,M4Y,2633773,S1326,2018-04-19,2018-05-18,2020-05-26,Closed,Proposed interior alteration to create a fitness centre gym as part of residential amenity space in an existing apartment building. ,100000
18 148567 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,90,ESTHER SHINER,BLVD, ,###,30013638,N1729,2018-04-25,2018-06-04,2018-10-25,Closed,Interior Alterations to new Beauty Spa Unit 7,60000
18 149963 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,939,EGLINTON,AVE,E,M4G,8676923,N1532,2018-04-27,2018-06-21,2019-09-26,Closed,new interior fit up for a gym. ,800000
18 157194 BLD,Building Additions/Alterations,Club,Interior Alterations,2350,BAYVIEW,AVE, ,M2L,487614,N1523,2018-05-11,2018-09-26,2020-03-09,Closed,"Interior alterations to existing pool complex, with repairs to leaking pool, installation of sprinklers, new lighting and installation of new finishes throughout the pool area (including pool office, change room and washroom)",2000000
18 169284 BLD,Building Additions/Alterations,Performing Arts Centre,Interior Alterations,1,FRONT,ST,E,M5E,11070359,S1339,2018-05-31,2018-06-07,2019-12-02,Closed,"Proposal for interior alterations to upgrade the existing catwalks; Installing fall protection systems, structure support, and new catwalk to existing Performing Arts Centre ""Sony Centre""",577000
18 176636 BLD,Building Additions/Alterations,Recreational,Interior Alterations,230,TOWN CENTRE,CRT, ,M1P,1370814,E2125,2018-06-12,2018-08-01,2019-02-12,Closed,Proposed interior alterations to YMCA.,500000
18 185343 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,2965,KINGSTON,RD, ,M1M,14628136,E2037,2018-06-27,2018-07-27,2018-09-07,Closed,"inteior alterations to fitness club, expand into adjacent unit 29 A/B (Ref: 18 148370 ZPR 00 ZR)",40000
18 186215 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,809,DUNDAS,ST,W,M6J,796697,S1022,2018-06-28,2018-08-24,2019-05-16,Closed,Proposal for interior alterations lower level for a new gymnasium.  ,150000
18 188620 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,181,BAY,ST, ,M5J,10224291,S1337,2018-07-04,2018-07-20,2019-02-01,Closed,Proposed interior alterations to existing unit C380 for a new beauty salon,150000
18 193731 BLD,Building Additions/Alterations,Stadium,Interior Alterations,45,MANITOBA,DR, ,M6K,13497818,S1027,2018-07-13,2018-07-26,2019-01-04,Closed,PROPOSED: RICOH COLISSEUM - RENOVATION TO CHANGING ROOM FOR THE MARLIES.,600000
18 195926 BLD,Building Additions/Alterations,Performing Arts Centre,Interior Alterations,758,YONGE,ST, ,M4Y,9941806,S1136,2018-07-18,2018-09-07,2020-07-23,Closed,Proposed interior alterations to existing office for the fit out of a new vocal studio,150000
18 198514 BLD,Building Additions/Alterations,Recreational,Interior Alterations,2039,DANFORTH,AVE, ,M4C,790230,S1931,2018-07-23,2018-09-17,2018-10-12,Closed,"Proposal to convert existing retail space to a recreation use/commercial school, including interior alterations to the space",15000
18 208274 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,2300,BLOOR,ST,W,M6S,6314761,S0426,2018-08-13,2018-09-06,2018-12-14,Closed,Proposal for interior alterations for hair salon existing retail space.,50000
18 209198 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,376-382,MAGNETIC,DR, ,M3J,8594961,N0621,2018-08-14,2018-09-07,2019-02-11,Closed,Proposed interior alterations to existing fitness center.,50000
18 220482 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,888,DON MILLS,RD, ,M3C,4709501,N1626,2018-09-05,2018-10-01,2019-03-18,Closed,Interior Alterations for a new Hair salon,15000
18 225361 BLD,New Building,Club,New Building,1355,KINGSTON,RD, ,M1N,351874,E2033,2018-09-14,2018-12-20,2020-06-19,Closed,"construct a New one-storey pro shop including merchandise, learning suite, storage food and drink. ",2000000
18 228320 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,603,DANFORTH,AVE, ,###,14200699,S1429,2018-09-19,2018-11-16,2020-06-30,Closed,Proposal for interior alterations to all floors to convert existing retail space to a gym/fitness club.,500000
18 229412 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,477,EGLINTON,AVE,W,M5N,8202877,S1226,2018-09-20,2018-10-29,2019-01-29,Closed,Proposal for interior alterations to existing fitness centre. - Barre Belle Inc,150000
18 230937 BLD,Building Additions/Alterations,Recreational,Interior Alterations,1415,MORNINGSIDE,AVE, ,M1B,2370104,E2525,2018-09-24,2019-04-11,2021-03-10,Closed,interior alterations to add rock climbing gym UNIT A,100000
18 236080 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,388,CARLAW,AVE, ,M4M,14037665,S1435,2018-10-02,2018-11-08,2019-03-20,Closed,"Proposal for interior alterations to unit 105A for new fitness centre with associated coffee bar. ""The Cycling Gym""",200000
18 237460 BLD,Building Additions/Alterations,Club,Interior Alterations,107,WELLINGTON,ST,W,M5J,7929297,S1034,2018-10-04,2018-10-31,2019-05-03,Closed,"Proposal for interior alterations ground floor of the club private lounge, office and corridor. ""Toronto Club"".",200000
18 244172 BLD,Building Additions/Alterations,Museum,Interior Alterations,1604,BLOOR,ST,W,M6P,11394912,S0429,2018-10-17,2018-11-05,2020-02-03,Closed,Proposal for interior alterations from a community centre to a museum. New underpinning in basement.  A-2 Museum (Public Museum & Place of Assembly),1000000
18 244562 BLD,Building Additions/Alterations,Museum,Interior Alterations,285,SPADINA,RD, ,M5R,7986457,S1237,2018-10-18,2018-11-23,2019-03-13,Closed,"Proposal for interior alterations to the staff kitchen of an existing museum - ""Spadina House Museum""",5000
18 250552 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,374,DUPONT,ST, ,M5R,798405,S1126,2018-10-31,2018-11-14,2019-02-22,Closed,Proposed interior alterations to existing main floor suite for new tenant - Hourglass Workout.,80000
18 250894 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,430,ADELAIDE,ST,W,M5V,7930167,S1029,2018-11-01,2018-12-13,2019-06-14,Closed,Proposal for interior alterations from vacant space to exercise studio.,100000
18 251089 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,373,BROADVIEW,AVE, ,M4K,776442,S1433,2018-11-01,2018-11-22,2019-02-15,Closed,Interior alterations to convert existing ground floor restaurant into a Personal Service Shop (hair salon).,70000
18 255796 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,530,YONGE,ST, ,M4Y,887495,S1325,2018-11-13,2018-11-15,2019-02-19,Closed,Proposed interior alterations to second floor of existing fitness facility,60000
18 257606 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,676,SHEPPARD,AVE,E,M2K,20055564,N1725,2018-11-16,2018-12-13,2019-03-05,Closed,"Interior alterations to change an existing restaurant to a personal training gym with new change room, new universal washroom.",100000
18 265825 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,2181,STEELES,AVE,W,###,14676486,N0621,2018-12-07,2019-02-20,2019-06-05,Closed,Expanded existing fitness facility into adjacent tenant,150000
18 267215 BLD,Building Additions/Alterations,Club,Interior Alterations,1225,LAKE SHORE,BLVD,W,M6K,829610,S0436,2018-12-11,2019-03-15,2021-03-10,Closed,Proposal to construct Interior renovation due to damage from Lake Ontario High Water Levels:  Convert ground floor Change Rooms & Squash Courts to unheated (boat) Storage.  Add new floor at mid-level of exist squash courts --  new floor to align with existing middle floor. Re-locate change rooms to middle level.,750000
19 104687 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,275,DUNDAS,ST,W,M5T,13515787,S1024,2019-01-15,2019-02-19,2019-04-02,Closed,Proposal for interior alterations to existing hair salon. (122 St Patrick Unit 23),10000
19 107709 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,1090,DON MILLS,RD, ,M3C,508018,N1626,2019-01-23,2019-02-07,2019-12-31,Closed,Interior Alterations to a existing retail suite to new beauty salon/spa (flamingo).,500000
19 109914 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,2575,ST CLAIR,AVE,W,###,20349345,W0538,2019-01-30,2019-04-18,2019-08-12,Closed,Proposal for interior alterations to fit out commercial unit for a F45 training centre - unit is currently unoccupied,130000
19 110051 BLD,Building Additions/Alterations,Stadium,Interior Alterations,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2019-01-30,2019-03-20,2024-02-20,Closed,Proposal for interior alterations to media press centre for blue Jays. level 3,400000
19 112254 BLD,Building Additions/Alterations,Gymnasium,Interior Alterations,1149,BELLAMY,RD,N,M1H,306057,E2421,2019-02-05,2019-05-22,2019-09-25,Closed,Proposal for the demolition of non-load bearing walls,10000
19 115898 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,601,ST CLAIR,AVE,W,M6C,9171883,S1235,2019-02-15,2019-03-12,2019-05-09,Closed,Proposal for interior alterations to change from retail to nail salon.,40000
19 118006 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,801,LAKE SHORE,BLVD,E,M4M,2689033,S1443,2019-02-22,2019-03-13,2019-06-28,Closed,Proposed interior alterations to existing fitness centre. ,500000
19 123761 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,3771-3773,LAKE SHORE,BLVD,W,M8W,14073423,W0334,2019-03-11,2019-04-03,2019-08-12,Closed,Proposed interior alterations to existing one storey building to convert to fitness facility. ,95000
19 124683 BLD,Building Additions/Alterations,Recreational,Interior Alterations,991,KENNEDY,RD, ,M1P,350453,E2133,2019-03-12,2019-05-07,2019-10-20,Closed,Proposed interior alterations for bingo hall in north-west corner of building.,20000
19 129520 BLD,Building Additions/Alterations,Stadium,Interior Alterations,56,CENTENNIAL PARK,RD, ,M9C,7472095,W0225,2019-03-22,2019-05-09,2020-11-05,Closed,"Proposal for interior alterations to an existing sports stadium. Scope of work includes upgrade washrooms, refurbish press box and waterproof bleachers.",1000000
19 146354 BLD,Building Additions/Alterations,Recreational,Interior Alterations,75,DUFFLAW,RD, ,M6A,509901,N0822,2019-04-29,2019-07-30,2020-06-09,Closed,"interior alterations, partioning and improvements to existing recreation faciliy",10000000
19 148728 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,4525,KINGSTON,RD, ,M1E,20140589,E2533,2019-05-03,2019-05-09,2019-09-04,Closed,Interior Alterations to upgarde ammenities to Fit 4 less.,150000
19 154503 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,3451,LAKE SHORE,BLVD,W,M8W,7640786,W0334,2019-05-15,2019-06-20,2019-12-03,Closed,Interior alterations to convert existing commercial suite on the second floor to a yoga studio.,70000
19 171986 BLD,Building Additions/Alterations,Performing Arts Centre,Interior Alterations,1,FRONT,ST,E,M5E,11070359,S1339,2019-06-14,2019-07-04,2023-01-10,Closed,Proposal for interior alterations to washroom and new universal washroom for existing Theatre for the Performing Arts,300000
19 175273 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1560,YONGE,ST, ,M4T,11272519,S1232,2019-06-20,2019-08-13,2020-03-03,Closed,"Proposal for interior alterations for a yoga and fitness facility ""Oxygen Yoga & Fitness @ Yonge St""",100000
19 177726 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,56,COLBORNE,ST, ,###,8344846,S1338,2019-06-25,2019-07-29,2021-04-05,Closed,"Proposal for interior alterations to unit 3 for new fitness centre ""Altitude Fitness""",500000
19 182994 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,487,KING,ST,E,M5A,828176,S1336,2019-07-04,2019-08-12,2021-11-10,Closed,Proposal for interior alterations to change from retail to fitness club on the 1st and basement floor.,150000
19 185192 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,386,EGLINTON,AVE,W,M5N,8202901,N0833,2019-07-09,2019-10-16,2020-02-26,Closed,Interior alterations to convert to fitness studio from retail space - ground floor reception and fitness studio and basment for washroom and storage space ,75000
19 191280 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,931,COLLEGE,ST, ,M6H,10576726,S0938,2019-07-18,2019-07-25,2020-02-04,Closed,"Proposal for interior alterations to room 314 ""Toddler Care Room"", scope of work includes plumbing, hvac and electrical.",45000
19 198475 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,665,DUNDAS,ST,E,###,30088504,S1330,2019-07-31,2019-09-23,2020-03-31,Closed,Proposal for interior alterations to convert the existing commercial space into a fitness studio.,120000
19 201680 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,69,LEBOVIC,AVE, ,###,20164665,E2021,2019-08-07,2019-08-23,2020-02-12,Closed,Proposal for interior alterations for a new recreational use in existing units  - F45 Training,100000
19 207039 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,853,MILNER,AVE, ,M1B,20032265,E2528,2019-08-16,2019-10-23,2019-12-10,Closed,Proposal for interior alterations to an existing fitness centre (Fit 4 Less) including a new entrance system and the addition of shower facilities. ,200000
19 213217 BLD,Building Additions/Alterations,Gymnasium,Interior Alterations,460,FRONT,ST,E,###,30044730,S1336,2019-08-28,2020-01-06,2021-01-11,Closed,"Proposal for tenant fit out of unit D in the existing Condominium, scope of work includes construction of a new Bouldering Gym ""Rock On Climbing Bouldering Gym"", Reception, 1 storage room & two washrooms.",70000
19 213275 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,521,BLOOR,ST,W,M5S,10736620,S1134,2019-08-28,2019-09-03,2019-11-26,Closed,Interior alteration to existing vacant suite for new tenant fit-out - hair salon,30000
19 224073 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,45,LISGAR,ST, ,M6J,14258369,S0937,2019-09-19,2019-10-21,2020-05-01,Closed,"Proposal for interior alterations to the ground floor for new yoga studio ""Tribe Space Yoga""",250000
19 226412 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,40,UNIVERSITY,AVE, ,M5J,3065725,S1033,2019-09-24,2020-02-14,2020-10-14,Closed,"Interior alterations to unit 5 and 6 on the ground floor for a new ""Orangetheory Fitness Centre"" suite. Scope of work includes Plumbing, HVAC, Sprinklers and Structural components.",150000
19 238112 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,2656,YONGE,ST, ,M4P,8566066,N0829,2019-10-18,2019-11-07,2020-04-16,Closed,Proposed new hair salon interior renovation ,50000
19 238599 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,635,QUEEN,ST,E,M4M,11585496,S1440,2019-10-20,2019-11-21,2020-07-16,Closed,Proposed interior alterations to existing retail area  to convert to fitness studio.,600000
19 240142 BLD,Building Additions/Alterations,Performing Arts Centre,Interior Alterations,1,FRONT,ST,E,M5E,11070359,S1339,2019-10-23,2019-11-07,2020-02-13,Closed,Proposal for interior alterations to to the basement level of an existing theatre/performaning arts centre.,200000
19 248418 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,88,QUEENS QUAY, ,W,###,30031553,S1037,2019-11-13,2019-12-23,2021-01-21,Closed,Proposal for interior alterations from vacant use to barber shop.,250000
19 252396 BLD,Building Additions/Alterations,Recreational,Interior Alterations,2011,STEELES,AVE,W,M3J,14663091,N0621,2019-11-22,2020-03-05,2020-11-18,Closed,"Interior alterations to convert retail space into a commercial recreational space "" Aqua-Tots Swim School""",1000000
19 256112 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,143,LAKE SHORE,BLVD,E,M5A,8351268,S1038,2019-12-02,2020-04-30,2023-04-11,Closed,Proposal to convert the existing vacant space into a nail salon.  (see NB 16 -127281 and Conditional permit 16-127281 ),50000
