Permit_Num,Permit_Type,Structure_Type,Work,Street_Num,Street_Name,Street_Type,Street_Direction,Postal,Geo_Id,Ward_Grid,Application_Date,Issued_Date,Completed_Date,Status,Description,Est_Const_Cost
11 292714 BLD,Building Additions/Alterations,Recreational,Interior Alterations,1,HAWKSBURY,DR, ,M2K,7941482,N1725,2011-10-14,2011-11-07,,Inspection,Bayview Tennis Club - Hawksbury Park - Int. Alt. on ground floor and new exterior.,85000
11 309893 BLD,Building Additions/Alterations,Club,Interior Alterations,2350-2374,BAYVIEW,AVE, ,M2L,14188903,N1523,2011-11-15,2012-02-07,,Inspection,Granite Club - Level 1 Catering office alteration,20000
11 310036 BLD,Building Additions/Alterations,Museum,Interior Alterations,100,QUEEN'S PARK, , ,M5S,8408487,S1135,2011-11-15,2011-12-16,,Inspection,permit for interior alterations to existing museam - install a temporary warming kitchen on ground level south east section of building,70000
11 310510 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,2351,KENNEDY,RD, ,M1T,,E2229,2011-11-16,2011-12-14,,Permit Issued,ass new w/c to existing hair salon,5000
11 326848 BLD,New Building,Recreational,New Building,65,MARY CHAPMAN,BLVD, ,###,30014353,W0733,2011-12-15,2012-05-24,,Inspection,Proposal to construct new one storey recreational building for new community park.,150000
12 105240 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,100,WESTERN BATTERY,RD, ,###,14639583,S1027,2012-01-12,2012-02-01,,Inspection,Proposal to construct new hair salon in retail space (Unit 7).,100000
12 105777 BLD,Building Additions/Alterations,Recreational,Interior Alterations,1880-1890,EGLINTON,AVE,E,M1L,6511791,E2131,2012-01-13,2012-04-17,,Inspection,Interior alterations to new Goodlife Fitness centre,250000
12 136606 BLD,Building Additions/Alterations,Stadium,Interior Alterations,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2012-03-14,2012-03-19,,Inspection,"Proposal for interior alterations to suite 469, level 4 - Roger's Centre.",100000
12 138766 BLD,Building Additions/Alterations,Recreational,Interior Alterations,23,GRANDRAVINE,DR, ,###,7369114,N0625,2012-03-19,2012-05-07,,Inspection,"Grandravine Community Centre interior alteration to rink slab, new elevator, washroom upgrades",1200000
12 140855 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,3577,SHEPPARD,AVE,E,M1T,30011450,E2231,2012-03-22,2012-04-13,,Permit Issued,interior alterations to existing hair salon,20000
12 168276 BLD,Building Additions/Alterations,Art Gallery,Interior Alterations,960,ST CLAIR,AVE,W,M6E,12116133,S0928,2012-05-07,2012-06-28,,Permit Issued,"Interior alterations to basement and ground floor walls and floors of mixed use building. New tenant. Private community art gallery, not for profit. Sell art and artifacts,.",25000
12 174535 BLD,Building Additions/Alterations,Recreational,Interior Alterations,2150,BLOOR,ST,W,M6S,773523,S0427,2012-05-16,2013-10-09,,Inspection,Interior alterations to existing unit to create a yoga studio,65000
12 197519 BLD,Building Additions/Alterations,Recreational,Interior Alterations,5100,YONGE,ST, ,M2N,3841975,N1824,2012-06-21,2012-08-08,,Permit Issued,Repairs and upgrades to Douglas Snow Aquatic Centre.,1095000
12 211939 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,3700,MIDLAND,AVE, ,M1V,,E2224,2012-07-16,2012-08-01,,Permit Issued,construct interior alterations for hair salon,50000
12 223849 BLD,Building Additions/Alterations,Recreational,Interior Alterations,1278,ST CLAIR,AVE,W,M6E,8680027,S0924,2012-08-03,2012-09-21,,Inspection,Interior alterations to existing vacant space to create Yoga Studio. New skylights UNIT 202,30000
12 235987 BLD,Building Additions/Alterations,Museum,Interior Alterations,100,QUEEN'S PARK, , ,M5S,8408487,S1135,2012-08-27,2012-11-16,,Permit Issued,"This is for interior alterations to the second floor to the ""INVERTEBRATE ZOOLOGY LAB"". This is the Royal Ontario Museum. This will also include HVAC.",400000
12 260121 BLD,New Building,Retail Mall/Plaza,New Building,3757,KEELE,ST, ,M3J,532879,N0623,2013-08-28,2013-11-01,,Revision Issued,Two storey WalMart. Revision to the parkade ceiling to add a finished metal ceiling below the sprayed concrete beams at teh central part and around the perimeter of the parkade. ,15000000
12 279047 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,2329-2361,BRIMLEY,RD, ,M1S,312774,E2328,2012-11-14,2013-01-16,,Inspection,"interior alterations to hair salon Unit 4 ""Handicraft Hair Salon""",40000
12 290486 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1212,YONGE,ST, ,M4T,14069107,S1238,2012-12-07,2013-03-27,,Inspection,Proposal for interior alterations to the 2nd and 3rd floor to convert office space to gym/fitness centre.,250000
12 291177 BLD,Building Additions/Alterations,Recreational,Interior Alterations,4386,SHEPPARD,AVE,E,M1S,385458,E2327,2012-12-10,2015-03-30,,Inspection,construct interior alterations for recreational uses (social club) no gambling,50000
12 294911 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,890,YONGE,ST, ,M4W,8680072,S1128,2012-12-17,2013-01-18,,Inspection,"Proposal for interior alterations to existing vacant space to convert to Hair Salon on ground floor of existing building Unit 101 ""The Private World of Mary Tripi"" (250.8m2)",500000
13 103924 BLD,Building Additions/Alterations,Stadium,Interior Alterations,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2013-01-10,2013-02-12,,Inspection,"Proposal for interior alterations to levels 300 and 400 adjacent to Blue Jays executive offices, between gates 7 and 9 (close to gate 9) to create meeting space.",350000
13 106995 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,700,LAWRENCE,AVE,W,M6A,10335561,N0823,2013-01-16,2013-03-28,,Inspection,"Minor interior alterations, interior demolition, installation of roof top unit to Unit 235 ""Lawrence Square"".",75000
13 107961 BLD,Building Additions/Alterations,Club,Interior Alterations,28,DUNLACE,DR, ,M2L,9963198,N1522,2013-01-18,2013-01-28,,Inspection,Dunlace Park - Renovation to Tennis Clubhouse,100000
13 116040 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,25,THE WEST MALL, , ,M9C,3327188,W0324,2013-02-05,2013-03-06,,Inspection,"Interior alterations to Unit 1173A for ""Total Image Salon""",60000
13 116651 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,801,LAKE SHORE,BLVD,E,M4M,2689033,S1443,2013-02-06,2013-02-21,,Inspection,"Proposal for interior alterations to existing fitness centre - ""Mayfair Fitness""",350000
13 123816 BLD,Building Additions/Alterations,Recreational,Interior Alterations,256,CENTENNIAL PARK,RD, ,M9C,7472090,W0225,2013-02-22,2013-04-08,,Inspection,"Interior alterations to ski chalet including new stairs, door and frame replacements, new counters in washrooms, interior building repairs, new emergency lighting",160000
13 129532 BLD,New Building,Recreational,New Building,348,NAIRN,AVE, ,###,1369949,S0922,2013-03-07,2013-05-06,,Permit Issued,"Construct new accessory control room building, a CSO (Combined Sewer Overflow ) for underground storm water management facility in Charles Caccia Park. ",250000
13 133212 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,45,CAMDEN,ST, ,M5V,7930752,S1029,2013-03-14,2013-04-22,,Inspection,Proposal for a new fitness centre   (commercial school) in basement of existing 2 storey office building. Scope of work will include creating new change rooms.,75000
13 140016 BLD,New Building,Stadium,New Building,4700,KEELE,ST, ,M3J,20029109,W0726,2013-03-25,2013-11-13,,Inspection,Athletics Out-door Stadium - Pan Am Games - York University,34000000
13 142149 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,2199,BLOOR,ST,W,M6S,10250165,S0431,2013-03-28,2013-06-11,,Inspection,"Interior alterations on second and third floors + rooftop occupancy for a proposed fitness studio ""Equilibre Fitness"".",200000
13 157951 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,100,SUNRISE,AVE, ,M4A,8609214,N1631,2013-04-26,2013-08-08,,Inspection,Interior renovations to unit 119 for Boxing Club.,200000
13 160985 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,85,LAIRD,DR, ,M4G,27231,N1532,2013-05-02,2013-06-10,,Inspection,Power Yoga Canada - Second floor Unit 5,76750
13 164050 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,384,YONGE,ST, ,###,1,S1145,2013-05-07,2013-05-27,,Inspection,"Proposal for interior alterations for hair salon to existing  unit on concourse level (unit 89) of existing building. Tenant ""Hair by Hai""",25000
13 191936 BLD,Building Additions/Alterations,Art Gallery,Interior Alterations,317,DUNDAS,ST,W,M5T,796549,S1024,2013-06-20,2013-06-27,,Inspection,Minor interior alterations to existing washrooms on the ground level.  Art Gallery of Ontario.,150000
13 192041 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1201,DUNDAS,ST,E,M4M,30022894,S1435,2013-06-20,2013-07-04,,Inspection,"Proposal for interior alterations in unit E-103 on the ground floor of existing multi-use builidng for a yoga studio (""Iyengar Yoga""). Convenience address is 1193 Dundas St E. ",30000
13 201881 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,101,YORKVILLE,AVE, ,M5R,9531814,S1128,2013-07-10,2013-08-07,,Permit Issued,"Proposal for interior alterations to lower level unit 1 of existing building for a fitness center ""Evolution Fitness"" (222.50m2)",60000
13 203022 BLD,Building Additions/Alterations,Recreational,Interior Alterations,934,ST CLAIR,AVE,W,M6C,14075252,S0928,2013-07-11,2013-08-27,,Work Not Started,"Interior alteration on second floor for ""commercial school"" as per b/l 438-86 (yoga studio). (fb-Aug 24/13)",30000
13 204812 BLD,Building Additions/Alterations,Recreational,Interior Alterations,14,TEMPERANCE,ST, ,###,8677073,S1333,2013-07-16,2013-07-29,,Inspection,Proposed maintenance system upgrades and structural repairs for The Cloud Conservatory,100000
13 219896 BLD,New Building,Retail Mall/Plaza,New Building,150,NORTH QUEEN,ST, ,M9C,5999354,W0324,2013-08-13,2013-11-27,,Inspection,"Construct new multi retail building with (7) units #100 - 106. Building D, Parcel C",1300000
13 227697 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,2714,YONGE,ST, ,M4N,14123597,N0829,2013-08-28,2013-09-26,,Inspection,Interior Alterations to new Hair Salon Prayosa.,30000
13 237190 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,500,GLENCAIRN,AVE, ,M6B,2893671,N0827,2013-09-17,2013-09-23,,Inspection,Interior alteration for nail & spa,80000
13 252195 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,4335,BLOOR,ST,W,M9C,7929926,W0233,2013-10-17,2013-10-24,,Inspection,"Interior alterations to ground floor of vacant space to create new space for Hair salon, nail salon and esthetics. UNIT 2",40000
13 258252 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,4801,STEELES,AVE,W,M9L,,W0723,2013-10-29,2013-11-06,,Inspection,"Interior alterations to vacant space to create space for new tenant *Salon Ka Pri*  hair salon (""personal service"").",20000
14 111850 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,950,DIXON,RD, ,M9W,3599992,W0132,2014-01-31,2014-02-24,,Permit Issued,Interior Alterations to existing Fitness Centre.,150000
14 119476 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,121,DUNDAS,ST,W,M5G,7792424,S1025,2014-02-20,2014-03-26,,Inspection,Construct interior alterations for YOGA TREE (253.9m2). (PHASE 2) ,101560
14 143275 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,110,EGLINTON,AVE,E,M4P,800600,S1221,2014-04-15,2014-07-22,,Inspection,Proposal to construct interior alterations to the existing fitness centre.,100000
14 144359 BLD,Building Additions/Alterations,Recreational,Interior Alterations,3701,DANFORTH,AVE, ,M1N,325505,E2035,2014-04-17,2014-07-08,,Inspection,"Proposal for interior alterations to the washrooms on the ground floor, ""Variety Village""",60000
14 151810 BLD,Building Additions/Alterations,Recreational,Interior Alterations,1200,LANSDOWNE,AVE, ,M6H,8680315,S0926,2014-05-05,2014-06-16,,Inspection,Proposal for interior alterations to existing 1 storey washroom building at Earlscourt Park - Building #7,320000
14 154330 BLD,Building Additions/Alterations,Gymnasium,Interior Alterations,319,YONGE,ST, ,###,,S1328,2014-05-09,2014-06-09,,Permit Issued,"To complete interior alterations to the existing office space and gym ""Goodlife Fitness""",50000
14 154359 BLD,Building Additions/Alterations,Gymnasium,Interior Alterations,7,ISABELLA,ST, ,M4Y,14208625,S1322,2014-05-09,2014-06-24,,Inspection,"To complete interior alterations to the existing ""Hone Fitness"" centre.",300000
14 179644 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,3855,CHESSWOOD,DR, ,M3J,498907,N0623,2014-06-24,2014-08-01,,Inspection,Interior Alterations to MAYFAIR CLUBS,80000
14 187609 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,400,WELLINGTON,ST,W,M5V,14621574,S1032,2014-07-09,2014-10-02,,Inspection,Proposal for interior alterations to the ground floor - unit 2 - for new hair salon in existing mixed use building.,10000
14 204522 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1515,GERRARD,ST,E,M4L,7793634,S1439,2014-08-11,2014-09-25,,Inspection,Proposal for interior alterations to vacant 2nd floor for new fitness centre. Ground floor uses consist of a Cafe and convienence store.,65000
14 210389 BLD,Building Additions/Alterations,Gymnasium,Interior Alterations,750,SPADINA,AVE, ,M5S,8418224,S1134,2014-08-22,2014-08-25,,Permit Issued,"Proposal for interior alterations to the gymnasium in existing community centre - ""Miles Nadal Jewish Community Center Toronto""",20000
14 210450 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,1830,THE QUEENSWAY, , ,M9C,13516363,W0324,2014-08-22,2014-09-08,,Inspection,To complete interior alterations to the existing Hair Salon.,165000
14 251028 BLD,New Building,Recreational,New Building,3145,LAKE SHORE,BLVD,W,###,8985269,W0335,2014-11-13,2015-01-20,,Inspection,Construct a metal look-out structure to replace existing wood look-out structure.,195000
14 251169 BLD,Building Additions/Alterations,Recreational,Interior Alterations,79,WELLINGTON,ST,W,###,7929313,S1034,2014-11-13,2015-03-09,,Inspection,Partial interior alteration to Toronto Athletic Club on 36-th floor to construct mirrored wall and relocate 2 sprinkler heads.,11000
14 264413 BLD,Building Additions/Alterations,Recreational,Interior Alterations,3262,MIDLAND,AVE, ,M1V,,E2224,2014-12-15,2015-01-22,,Inspection,"WUYI CANTONESE ASSOCIATION IS A NON-PROFIT ORGANIZATION. IT IS THE 1ST OWNER OF THIS CONDOMINIUM UNIT IN ONE STORY CONDOMINIUM BUILDING. THIS UNIT WILL BE USED AS A CHATTING AND PLAYING PLACE FOR THE MEMBERS OF THE ASSOCIATION. THERE WILL BE ROUGHLY 12 MEMBERS IN USE. TWO WASHROOMS, 1 VESTIBULE, AND 1 PANTRY ARE PROPOSED. HAVC AND PLUMBING ALTERATION ARE PROPOSED AT THE SAME TIME.",30000
14 268821 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,1388,QUEEN,ST,W,M6K,857021,S0435,2014-12-31,2015-01-14,,Inspection,Interior Alterations to a new Nail Salon,50000
15 122835 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,2123,LAKE SHORE,BLVD,W,M8V,7570860,W0337,2015-03-02,2015-04-29,,Inspection,"Interior alterations - first time occupancy to Unit #3 (Ground Floor), to create new Beauty Salon / Spa.",70000
15 138655 BLD,Building Additions/Alterations,Museum,Interior Alterations,67,POTTERY,RD, ,M4K,10833995,S1421,2015-04-09,2015-05-22,,Inspection,Proposed interior alterations within existing brewery building      HAP folder approved,500000
15 147101 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,4128-4140,BATHURST,ST, ,M3H,14188788,N0629,2015-04-27,2015-06-19,,Permit Issued,Propose interior alteration for nail salon,30000
15 150927 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1200,CASTLEFIELD,AVE, ,M6B,54826,N0830,2015-05-04,2015-08-06,,Inspection,New fitness centre,416800
15 203273 BLD,Building Additions/Alterations,Recreational,Interior Alterations,901,COSBURN,AVE, ,M4C,6427653,S1926,2015-08-07,2015-09-04,,Inspection,"Proposal to increase the size of the existing shaft, installing a new limited use access elevator, new elevator machine room, and a new canopy over existing vestibule - ""East York Curling Club""",267000
15 210515 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,199,BAY,ST, ,###,8087354,S1337,2015-08-21,2015-09-15,,Permit Issued,Renovate men and woman's saunas.,93000
15 235030 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,267,RICHMOND,ST,W,M5V,10223856,S1030,2015-10-08,2015-10-22,,Inspection,"Proposal for interior alterations to existing fitness centre - ""Goodlife Fitness""",50000
15 235045 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,319,YONGE,ST, ,###,,S1328,2015-10-08,2015-10-28,,Permit Issued,Proposal for interior alterations to add laundry services to the existing fitness centre.,50000
15 246414 BLD,Building Additions/Alterations,Recreational,Interior Alterations,1181,VICTORIA PARK,AVE, ,M4B,394837,E2021,2015-11-03,2016-03-01,,Permit Issued,Proposal to create an opening within the existing demising wall on the ground and basement level between (2) units to create (1) unit to create a martial arts studio.  Also refer to 16-111658 BLD.,8000
15 249940 BLD,Building Additions/Alterations,Recreational,Interior Alterations,989,MURRAY ROSS,PKWY, ,M3J,13497190,W0726,2015-11-10,2015-11-30,,Permit Issued,Alterations for structural platform to be modified to suit footprint of ice rink condenser replacement at  Canlan Ice Sports at York University.,20000
15 254638 BLD,Building Additions/Alterations,Club,Interior Alterations,40,BEATTIE,AVE, ,###,12547111,W0131,2015-11-20,2016-01-18,,Inspection,Proposed interior accessibility renovations and window replacement on existing clubhouse.,4300000
16 111658 BLD,Building Additions/Alterations,Recreational,Interior Alterations,1183,VICTORIA PARK,AVE, ,M4B,394838,E2021,2016-02-02,2016-03-01,,Permit Issued,Proposal to create an opening within the existing demising wall on the ground and basement level between (2) units to create (1) unit to create a martial arts studio.  Also refer to 15-246414 BLD.,8000
16 120423 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1391,GERRARD,ST,E,M4L,808877,S1439,2016-02-25,2016-04-05,,Inspection,Proposal for interior alterations to convert existing 1 storey commercial building to a fitmess centre.,50000
16 121263 BLD,Building Additions/Alterations,Club,Interior Alterations,2350-2374,BAYVIEW,AVE, ,M2L,14188903,N1523,2016-02-26,2016-03-14,,Inspection,"interior alterations to door entry, relocation of reception desk and provision of servery space",250000
16 135545 BLD,Building Additions/Alterations,Club,Interior Alterations,44,PRICE,ST, ,M4W,854828,S1129,2016-04-04,2016-04-20,,Inspection,Proposal for interior alterations to resurface the existing indoor tennis court and shoring to stockpile the removed clay surface. - Toronto Lawn Tennis Club,525000
16 143190 BLD,Building Additions/Alterations,Museum,Interior Alterations,317,DUNDAS,ST,W,M5T,796549,S1024,2016-04-20,2016-05-24,,Permit Issued,Alteration of existing washroom/storage area on the ground floor of the building to install two new convenience washrooms at the same location.  Replacement of existing plumbing fixtures.  Replacement of existing washroom fans (refer to attached archival mechanical drawings for reference only).  Replacement of existing electric wall heaters.,30000
16 151473 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,204,QUEEN,ST,W,M5V,10486628,S1024,2016-05-06,2016-06-06,,Inspection,"Proposed interior alterations to convert existing 2nd floor restaurant to a hair & beauty salon, ""Muse Hair & Beauty Salon"".",50000
16 158144 BLD,Building Additions/Alterations,Performing Arts Centre,Interior Alterations,67,POTTERY,RD, ,M4K,10833995,S1421,2016-05-18,2016-06-02,,Inspection,Proposed alterations (75m2) to existing reception and box office area - Papermill Theatre and Art Gallery,190000
16 165944 BLD,Building Additions/Alterations,Club,Interior Alterations,2350-2374,BAYVIEW,AVE, ,M2L,14188903,N1523,2016-06-01,2016-06-30,,Inspection,"Proposal for interior alterations to Level 1B of an existing club - ""The Granite Club""",1500000
16 195522 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1881,STEELES,AVE,W,M3H,3327205,N0622,2016-07-22,2016-10-14,,Inspection,"Convert the existing retail store to a fitness centre , unit A01003A - Orangetheory Fitness",200000
16 205460 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,3201,EGLINTON,AVE,E,###,8947250,E2433,2016-08-11,2016-08-26,,Inspection,"Interior alterations to existing Good Life Fitness centre - new ceiling, new rooftop unit",50000
16 213641 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,37,JARVIS,ST, ,###,14121107,S1338,2016-08-26,2016-11-10,,Inspection,"Proposal for interior alterations to the ground floor for new fitness centre - ""Scull House""",75000
16 227715 BLD,Building Additions/Alterations,Recreational,Interior Alterations,25,LESMILL,RD, ,M3B,536817,N1621,2016-09-23,2016-12-20,,Permit Issued,Interior Alterations to an existing building,75000
16 248725 BLD,Building Additions/Alterations,Stadium,Interior Alterations,2,STRACHAN,AVE, ,M6K,874651,S1027,2016-11-08,2016-11-17,,Inspection,Proposal for interior alterations to the TFC dressing rooms and coaches training level located on level 100 at BMO field.,100000
16 250515 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,55,AVENUE,RD, ,M5R,5527646,S1128,2016-11-14,2017-02-06,,Inspection,Proposed interior alterations to convert retail store into fitness centre,250000
16 258771 BLD,Building Additions/Alterations,Museum,Interior Alterations,111,QUEEN'S PARK, , ,M5S,8408486,S1136,2016-12-01,2016-12-21,,Inspection,interior alteratons to museum shop and reception area -Gardiner Museum,400000
16 262717 BLD,Building Additions/Alterations,Club,Interior Alterations,2350-2374,BAYVIEW,AVE, ,M2L,14188903,N1523,2016-12-09,2017-01-06,,Permit Issued,"Proposal for interior alterations to the 1st floor of the Granite Club, Scope of work is reflected ceiling replacement and HVAC.",100000
16 268019 BLD,Building Additions/Alterations,Stadium,Interior Alterations,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2016-12-16,2017-01-26,,Inspection,"Proposal for interior alterations to the field level umpire change rooms & office in existing stadium - ""Rogers Centre""",400000
17 112192 BLD,Building Additions/Alterations,Club,Interior Alterations,2350-2374,BAYVIEW,AVE, ,M2L,14188903,N1523,2017-02-02,2017-04-24,,Inspection,"The existing rink slab, apron and underslab mechanical of the Granite Club's skating rink are to be removed and replaced, while the rink support structure and building structure remain untouched ",1500000
17 132532 BLD,Building Additions/Alterations,Gymnasium,Interior Alterations,435,SPADINA,RD, ,M5P,7273327,S1231,2017-03-22,2017-05-15,,Inspection,Interior alteration on the 2nd floor to convert office space to a new Pilate Studio in an existing commercial building. ,40000
17 155420 BLD,Building Additions/Alterations,Auditorium,Interior Alterations,147,DANFORTH,AVE, ,M4K,14075977,S1428,2017-05-06,2017-05-26,,Permit Issued,"PROPOSED MEZZANINE WASHROOMS, ADDED WATER CLOSETS & EXHAUST",8000
17 160199 BLD,Building Additions/Alterations,Recreational,Interior Alterations,8,AVON PARK,DR, ,###,20028199,W0326,2017-05-15,2017-05-23,,Inspection,CONSTRUCTION OF NEW RINK AND SKATE TRAIL. RENOVATIONS TO EXISTING FIELDHOUSE TO ACCOMMODATE NEW MECHANICAL EQUIPMENT. ,3631000
17 167064 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,3855,CHESSWOOD,DR, ,M3J,498907,N0623,2017-05-26,2017-07-12,,Inspection,Proposal for interior alterations to family change room area of existing fitness centre.,300000
17 191553 BLD,Building Additions/Alterations,Television Studio(no audience),Interior Alterations,64,JEFFERSON,AVE, ,M6K,7553468,S1026,2017-07-04,2017-07-20,,Inspection,RECONFIGURATION OF INTERIOR PARTITIONS AND HVAC TO SUIT NEW OFFICE SEATING PLAN,300000
17 195971 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,4750,YONGE,ST, ,M2N,,N1827,2017-07-11,2017-07-26,,Permit Issued,"PROPOSAL TO CONSTRUCT INTERIOR RENOVATION TO 14.4 SQ.M NAIL SPA AREA, INCLUDING NEW FLOORING, PAINTING TO EXISTING WALLS, MILLWORK INSTALLATION, AND A NEW SINK.",6500
17 197868 BLD,Building Additions/Alterations,Stadium,Interior Alterations,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2017-07-13,2017-07-20,,Permit Issued,Proposal for interior alterations to the ticketing office on Level 300 Gate 7 in the existing stadium (Rogers Center).,50000
17 205946 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,1277,YORK MILLS,RD, ,M3A,,N1625,2017-07-26,2017-09-20,,Inspection,Proposal for interior alteration for new nail salon unit 3F tenant- Nail for You,60000
17 210020 BLD,Building Additions/Alterations,Recreational,Interior Alterations,1911,KENNEDY,RD, ,M1P,7204416,E2123,2017-08-02,2017-10-12,,Inspection,"Proposed interior alterations for ""Fit 4 Less"" gym.",500000
17 231376 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,1100,ELLESMERE,RD, ,M1P,331483,E2124,2017-09-12,2017-10-20,,Inspection,"NEW SALON WITH HAIR CUTTING STATION, RECEPTION, WASHROOMS AND WAITING AREA FLOOR TILING, WALL PAINTING AND DECORATION TO BE DONE",200000
17 232949 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,4750,YONGE,ST, ,M2N,,N1827,2017-09-14,2017-11-28,,Inspection,Proposal for interior alterations for a vacant unit to change it to nail salon including plumbing works - unit 157,20000
17 256152 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1233-1255,THE QUEENSWAY, , ,###,,W0326,2017-11-01,2017-11-14,,Inspection,Interior alteration of existing Fitness facility. Demo existing spaces and alter to provide new ammenities and better layout. ,50000
17 261929 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,72,ESTHER SHINER,BLVD, ,###,30025680,N1729,2017-11-14,2018-01-03,,Inspection,Proposal for interior alterations for fit out of a new fitness centre - UNIT B,150000
17 267613 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,8,GLEN WATFORD,DR, ,M1S,,E2327,2017-11-27,2017-12-11,,Inspection,Proposed interior alterations to Unit 20 for hair salon.,2000
18 112846 BLD,New Building,Club,New Building,0,BUSHBURY,DR, ,###,,N1624,2018-02-02,2018-03-20,,Inspection,Proposal to demolish existing 5.84x8.23 m irrigation pumphouse and replace it with a new timber frame building and concrete slab on grade with the same size. Building to house irrigation pumps and associated electrical panels.,30000
18 112976 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,62,OVERLEA,BLVD, ,M4H,6853476,N1533,2018-02-02,2018-03-07,,Inspection,Proposal for interior alterations to create a barrier free universal washroom and separate the washroom from the work area,24250
18 114728 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,856,DUNDAS,ST,W,M6J,796729,S1142,2018-02-07,2018-04-16,,Permit Issued,"Proposal for interior alterations to ground floor. new partitions and finishes, new washroom, change room, universal washroom and shower area. - Keep Cool",5000000
18 119490 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,235,YORKLAND,BLVD, ,M2J,9722549,N1731,2018-02-21,2018-03-14,,Permit Issued,"THE PROJECT INVOLVES THE INTERIOR ALTERATION OF EXISTING TENANT SUITE (1000) - NO CHANGE OF USE. REVISIONS TO PARTITIONS, FINISHES, MILLWORK, MECHANICAL AND ELECTRICAL SYSTEMS.",750000
18 124109 BLD,Building Additions/Alterations,Art Gallery,Interior Alterations,111,PRINCES,BLVD, ,M6K,30032455,S1027,2018-03-02,2018-03-28,,Inspection,"Proposal for interior alterations to unit G-72A for new art gallery - ""Kandy Gallery""",1000000
18 125654 BLD,Building Additions/Alterations,Recreational,Interior Alterations,4700,KEELE,ST, ,M3J,20029109,W0726,2018-03-06,2018-07-18,,Inspection,Interior accessibliity improvements - Toronto Track & Field Sports Centre,1100000
