Street_Num,Street_Name,Street_Type,Street_Direction
20,CORINTH,GDNS, 
20,CORINTH,GDNS, 
24,CORINTH,GDNS, 
24,CORINTH,GDNS, 
329,ROYAL YORK,RD, 
24,ORIOLE,RD, 
3025,FINCH,AVE,W
3025,FINCH,AVE,W
3025,FINCH,AVE,W
3025,FINCH,AVE,W
3025,FINCH,AVE,W
3025,FINCH,AVE,W
3025,FINCH,AVE,W
3025,FINCH,AVE,W
3025,FINCH,AVE,W
3025,FINCH,AVE,W
3025,FINCH,AVE,W
3025,FINCH,AVE,W
3025,FINCH,AVE,W
3025,FINCH,AVE,W
3025,FINCH,AVE,W
3025,FINCH,AVE,W
3025,FINCH,AVE,W
3025,FINCH,AVE,W
778,DUNDAS,ST,W
17,KENNEDY PARK,RD, 
3025,FINCH,AVE,W
90,MAJOR,ST, 
12,BRADLEY,AVE, 
1,ORCHARD CREST,RD, 
681,THE QUEENSWAY, , 
1800,SHEPPARD,AVE,E
0,LAKE SHORE,BLVD,W
50,BLOOR,ST,W
81,ILFORD,RD, 
7,CROYDON,RD, 
790,BAY,ST, 
165,MCRAE,DR, 
260,HEATH,ST,W
213,RONAN,AVE, 
718,GLENGROVE,AVE, 
489,KING,ST,E
265-275,CASSANDRA,BLVD, 
220,ELIZABETH,ST, 
47,HILTON,AVE, 
85,GLEN,RD, 
100,QUEEN'S PARK, , 
1498,QUEEN,ST,W
36,WHITEWOOD,RD, 
61,JAMES,ST, 
61 B,JAMES,ST, 
1390,QUEEN,ST,W
175,CUMBERLAND,ST, 
20,HUMEWOOD,DR, 
11,WAINWRIGHT,DR, 
28,NORTHAMPTON,DR, 
1145-1147,MIDLAND,AVE, 
41,TERRACE,AVE, 
399,BATHURST,ST, 
507,DANFORTH,AVE, 
39,FISHERVILLE,RD, 
5100,YONGE,ST, 
94,STRATFORD,CRES, 
1887,AVENUE,RD, 
25,THE WEST MALL, , 
25,THE WEST MALL, , 
28,VILLA,RD, 
3555,DON MILLS,RD, 
179,AUGUSTA,AVE, 
310,HOUNSLOW,AVE, 
308,HOUNSLOW,AVE, 
564,OLD ORCHARD,GRV, 
235,THE DONWAY, ,E
25,THE WEST MALL, , 
230,DONLEA,DR, 
201,ELIZABETH,ST, 
909,QUEEN,ST,E
328,CONNAUGHT,AVE, 
126,WOLFREY,AVE, 
230,ST CLAIR,AVE,W
49,JOPLING,AVE,N
53,STRACHAN,AVE, 
33,DUPONT,ST, 
385,BRUNSWICK,AVE, 
196,EDENBRIDGE,DR, 
9,WESTACRES,DR, 
47,HAWARDEN,CRES, 
93,KENILWORTH,AVE, 
87,WESTWOOD,AVE, 
173,GAMBLE,AVE, 
213,CARMICHAEL,AVE, 
89,BLACKTHORN,AVE, 
7,BISHOP,AVE, 
48,GRACE,ST, 
19,RUMSEY,RD, 
2280,BLOOR,ST,W
220,ELIZABETH,ST, 
4001,LESLIE,ST, 
2287,YONGE,ST, 
3971,BLOOR,ST,W
3971,BLOOR,ST,W
2472,YONGE,ST, 
1848,QUEEN,ST,E
400,GREENWOOD,AVE, 
155,COLLEGE,ST, 
134,RIDLEY,BLVD, 
76,HORSHAM,AVE, 
76,HORSHAM,AVE, 
25,THE WEST MALL, , 
12,INWOOD,AVE, 
600,UNIVERSITY,AVE, 
20,TRILLER,AVE, 
87,GORMAN PARK,RD, 
4,DALE,AVE, 
100,QUEEN'S PARK, , 
29,PARK LANE,CRCL, 
46,BLAKLEY,AVE, 
48,BLAKLEY,AVE, 
503,DANFORTH,AVE, 
650 1/2,QUEEN,ST,W
5184,YONGE,ST, 
5359,DUNDAS,ST,W
20,SHELBORNE,AVE, 
465,FAIRLAWN,AVE, 
138,RIVERVIEW,DR, 
150,GERRARD,ST,W
375,MELROSE,AVE, 
25,THE WEST MALL, , 
59,SOUTH KINGSWAY, , 
37,HADDON,ST, 
12,CRANG,AVE, 
148,JARVIS,ST, 
291,YORK MILLS,RD, 
61,CLAIREVILLE,DR, 
37,FOURTH,ST, 
256,GERRARD,ST,E
40,ST GEORGE,ST, 
135,WESTBOURNE,AVE, 
287,HOUNSLOW,AVE, 
87,JOICEY,BLVD, 
2078,DANFORTH,AVE, 
2173,QUEEN,ST,E
125,THE QUEENSWAY, , 
1875,LESLIE,ST, 
1,IBMS OLD WARD 44, , 
1,IBMS OLD WARD 44, , 
124,WILLOWDALE,AVE, 
2901,BAYVIEW,AVE, 
32,MARION,ST, 
68,MOBERLY,AVE, 
808,YORK MILLS,RD, 
47,WILLOW,AVE, 
181,YONGE,BLVD, 
392,BROOKE,AVE, 
392,BROOKE,AVE, 
344,QUEEN,ST,E
338,MARKLAND,DR, 
19,ROCKINGHAM,DR, 
147,MILDENHALL,RD, 
50,SPRING GARDEN,AVE, 
1609,QUEEN,ST,E
6099,YONGE,ST, 
156,MUNRO,BLVD, 
39,MARYDON,CRES, 
1282,YONGE,ST, 
14,FLEMING,CRES, 
3730,LAKE SHORE,BLVD,W
2636,EGLINTON,AVE,E
595,BAY,ST, 
1441,DUNDAS,ST,W
163,ST LEONARDS,AVE, 
152,MULOCK,AVE, 
55,KENILWORTH,AVE, 
225,VICTOR,AVE, 
11,CHESTNUT HILLS,CRES, 
100,QUEEN'S PARK, , 
125,BROADVIEW,AVE, 
11,ROSEWELL,AVE, 
1900,YONGE,ST, 
67,CUFFLEY,CRES,N
1,BENVENUTO,PL, 
135,CUMBERLAND,ST, 
350,VICTORIA,ST, 
45,OVERLEA,BLVD, 
1,DEER PARK,CRES, 
339,SPADINA,AVE, 
11,YORK VALLEY,CRES, 
349,ST CLAIR,AVE,W
218,PEARSON,AVE, 
455,FAIRLAWN,AVE, 
3401,DUFFERIN,ST, 
55,ROBBINS,AVE, 
10,YEOMANS,RD, 
9,KNIGHT,ST, 
1856-1860,EGLINTON,AVE,W
67,FOCH,AVE, 
206,DUPONT,ST, 
429,DANFORTH,AVE, 
1130,BATHURST,ST, 
46,SANDRINGHAM,DR, 
165-179,NORTH QUEEN,ST, 
365,FRONT,ST,W
104,YONGE,ST, 
18,FOREST RIDGE,DR, 
150,GERRARD,ST,W
224,HADDINGTON,AVE, 
217,HADDINGTON,AVE, 
4771,STEELES,AVE,E
1025,THE QUEENSWAY, , 
586,MELROSE,AVE, 
2935,LANSDOWNE,AVE, 
52,GLEN MANOR,DR, 
23,HOLLYWOOD,AVE, 
240,MORTIMER,AVE, 
2015,LAWRENCE,AVE,W
139,KINGSWOOD,RD, 
327,GLEN,RD, 
27,ALDBURN,RD, 
68,WALKER,AVE, 
570,QUEEN,ST,W
9,ASHLEY PARK,RD, 
630,SPADINA,AVE, 
105,MARTIN GROVE,RD, 
23,SOUTHBOURNE,AVE, 
1945,LAWRENCE,AVE,W
1945,LAWRENCE,AVE,W
1945,LAWRENCE,AVE,W
1945,LAWRENCE,AVE,W
1945,LAWRENCE,AVE,W
1945,LAWRENCE,AVE,W
1945,LAWRENCE,AVE,W
1945,LAWRENCE,AVE,W
186,BOWOOD,AVE, 
275,MANNING,AVE, 
37,ARMSTRONG,AVE, 
10,STANLEY,AVE, 
50,GOULD,ST, 
10,NORTHTOWN,WAY, 
5,SUNNYDALE,DR, 
2690,BAYVIEW,AVE, 
54,MURELLEN,CRES, 
118,ROSLIN,AVE, 
398,ST GERMAIN,AVE, 
398,ST GERMAIN,AVE, 
3199,LAKE SHORE,BLVD,W
625,RUNNYMEDE,RD, 
200,WILMINGTON,AVE, 
720,THE WEST MALL, , 
11,NASMITH,AVE, 
677,HILLSDALE,AVE,E
24,ST ANDREWS,GDNS, 
58,NATALIE,PL, 
1800,SHEPPARD,AVE,E
204,RHODES,AVE, 
491,MELROSE,AVE, 
88,FAYWOOD,BLVD, 
23,BRENTCLIFFE,RD, 
37,GLEN RUSH,BLVD, 
172,GLEN PARK,AVE, 
25,THE WEST MALL, , 
4680,DUNDAS,ST,W
2075,BAYVIEW,AVE, 
25,THE WEST MALL, , 
30,FONTENAY,CRT, 
11,ST CLAIR,AVE,E
157,INDIAN,GRV, 
1573-1575,EGLINTON,AVE,W
72,ORCHARD PARK,BLVD, 
20,SHEPPARD,AVE,W
122,BANNOCKBURN,AVE, 
222,BREMNER,BLVD, 
1111,GERRARD,ST,E
1,BOLINGBROKE,RD, 
555,UNIVERSITY,AVE, 
215,AIRDRIE,RD, 
101,RIVERVIEW,DR, 
212,DIVADALE,DR, 
123,ARMOUR,BLVD, 
135-137,DANFORTH,AVE, 
165-179,NORTH QUEEN,ST, 
525,OLD ORCHARD,GRV, 
30,BOND,ST, 
785,ADELAIDE,ST,W
15,NORTHTOWN,WAY, 
3401,DUFFERIN,ST, 
65,AMROTH,AVE, 
3430,YONGE,ST, 
62,NORMANDY,BLVD, 
92,GALBRAITH,AVE, 
1800,SHEPPARD,AVE,E
2,OLYMPUS,AVE, 
160,KENDAL,AVE, 
650,LAWRENCE,AVE,W
79,MACDONALD,AVE, 
589,THE EAST MALL, , 
589,THE EAST MALL, , 
591,THE EAST MALL, , 
591,THE EAST MALL, , 
2088,LAWRENCE,AVE,W
35,WALMER,RD, 
85,GAYDON,AVE, 
326,CARLAW,AVE, 
15,CHARLES,ST,E
37,RUMSEY,RD, 
117,PETER,ST, 
2416 A,EGLINTON,AVE,E
650,FLEET,ST, 
1206,GLENCAIRN,AVE, 
44,CHURCHILL,AVE, 
25,THE WEST MALL, , 
281,ELLERSLIE,AVE, 
2267,ISLINGTON,AVE, 
65,CASTLE FRANK,RD, 
99,KENT,RD, 
361,WAVERLEY,RD, 
45,YORK MILLS,RD, 
45,YORK MILLS,RD, 
45,YORK MILLS,RD, 
45,YORK MILLS,RD, 
24,BABY POINT,RD, 
8,RISA,BLVD, 
62,WIMBLETON,RD, 
68,BANNOCKBURN,AVE, 
89,ALLINGHAM,GDNS, 
353,QUEEN,ST,W
185,CODSELL,AVE, 
14,KINKORA,DR, 
3402 A,YONGE,ST, 
1174,EGLINTON,AVE,W
3029,BLOOR,ST,W
101,COLLEGE,ST, 
30,THE QUEENSWAY, , 
1,IBMS OLD WARD 44, , 
53,GRACEFIELD,AVE, 
374,SHEPPARD,AVE,E
183,CALVINGTON,DR, 
10,ELM,AVE, 
289,GRACE,ST, 
1,DUNDAS,ST,W
381,GLENCAIRN,AVE, 
7,SNOWCREST,AVE, 
1701,BATHURST,ST, 
430,CRAWFORD,ST, 
42,WOODYCREST,AVE, 
399,CORTLEIGH,BLVD, 
399,CORTLEIGH,BLVD, 
2933,BAYVIEW,AVE, 
224,HUMBERCREST,BLVD, 
941,COLLEGE,ST, 
1,DUNDAS,ST,W
203,FINCH,AVE,E
203,FINCH,AVE,E
100,QUEEN'S PARK, , 
315,MAIN,ST, 
44,ACACIA,AVE, 
44,ACACIA,AVE, 
1535 A-1539,BAYVIEW,AVE, 
28,JASON,RD, 
3437,BATHURST,ST, 
606-614,THE QUEENSWAY, , 
5555,DUNDAS,ST,W
3,DONINO,CRT, 
119,WELLAND,AVE, 
4751,LESLIE,ST, 
1675,MARTIN GROVE,RD, 
155,DALHOUSIE,ST, 
16,LOCKWOOD,RD, 
33,CHARLTON,BLVD, 
55,PARKHURST,BLVD, 
442,DUNDAS,ST,W
243,EGLINTON,AVE,W
366,CULFORD,RD, 
36,REDMOUNT,RD, 
5,KING,ST,W
5,KING,ST,W
23,THORNCREST,RD, 
94,GLADSTONE,AVE, 
29,GLENCAIRN,AVE, 
121,GOLFVIEW,AVE, 
1800,SHEPPARD,AVE,E
260,SPRINGDALE,BLVD, 
113,FARNHAM,AVE, 
2075,BAYVIEW,AVE, 
153,BROADVIEW,AVE, 
192,JARVIS,ST, 
217,STIBBARD,AVE, 
12,BELLBURY,CRES, 
49,LEGGETT,AVE, 
25,THE WEST MALL, , 
94,ALDERSHOT,CRES, 
941,COLLEGE,ST, 
146,EASTWOOD,AVE, 
1433,ISLINGTON,AVE, 
42,CAMBERWELL,RD, 
424,STRATHMORE,BLVD, 
600,UNIVERSITY,AVE, 
1,DUNDAS,ST,W
54,CHERITAN,AVE, 
2,BLOOR,ST,E
950,KIPLING,AVE, 
108,LAKESHORE,AVE, 
227,EARLSCOURT,AVE, 
6,WALTHAM,DR, 
3466,DUNDAS,ST,W
91,PRUE,AVE, 
25,THE WEST MALL, , 
30,INGLETON,BLVD, 
52,BANNOCKBURN,AVE, 
153,FALKIRK,ST, 
25,THE WEST MALL, , 
12,SULTANA,AVE, 
201,HADDINGTON,AVE, 
1890,AVENUE,RD, 
81,ROSEHEATH,AVE, 
2170,KIPLING,AVE, 
396,PARLIAMENT,ST, 
22,CAMERON,AVE, 
1155,LESLIE,ST, 
96,ST PATRICK,ST, 
29,GLENCAIRN,AVE, 
16,MEADOWGLADE,CRES, 
1,DUNDAS,ST,W
5,GLENDARLING,RD, 
85,HAY,AVE, 
61,VALENTINE,DR, 
126,DEWBOURNE,AVE, 
1225,DANFORTH,AVE, 
1225,DANFORTH,AVE, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
77,ODOARDO DI SANTO,CRCL, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
115,TORBARRIE,RD, 
35,JOSEPH GRIFFITH,LANE, 
266,DALESFORD,RD, 
266,DALESFORD,RD, 
266,DALESFORD,RD, 
162,OSSINGTON,AVE, 
1,THE WYND, , 
18,HASLEMERE,RD, 
22,CARNFORTH,RD, 
170,HIAWATHA,RD, 
14,WHEELER,AVE, 
113,HARCOURT,AVE, 
309,LONSDALE,RD, 
1133,LESLIE,ST, 
1110,SHEPPARD,AVE,E
519,BEDFORD PARK,AVE, 
340,GLENGARRY,AVE, 
21,FRITH,RD, 
21,FRITH,RD, 
21,FRITH,RD, 
21,FRITH,RD, 
21,FRITH,RD, 
21,FRITH,RD, 
21,FRITH,RD, 
21,FRITH,RD, 
21,FRITH,RD, 
21,FRITH,RD, 
21,FRITH,RD, 
21,FRITH,RD, 
21,FRITH,RD, 
21,FRITH,RD, 
21,FRITH,RD, 
21,FRITH,RD, 
21,FRITH,RD, 
21,FRITH,RD, 
21,FRITH,RD, 
21,FRITH,RD, 
21,FRITH,RD, 
21,FRITH,RD, 
21,FRITH,RD, 
101,HUMBER COLLEGE,BLVD, 
2,VIANNEY,AVE, 
1467,DUNDAS,ST,E
1469,DUNDAS,ST,E
112,CURZON,ST, 
535,ST CLAIR,AVE,W
27,LEYTON,AVE, 
27,LEYTON,AVE, 
27,LEYTON,AVE, 
27,LEYTON,AVE, 
27,LEYTON,AVE, 
27,LEYTON,AVE, 
27,LEYTON,AVE, 
27,LEYTON,AVE, 
27,LEYTON,AVE, 
27,LEYTON,AVE, 
27,LEYTON,AVE, 
27,LEYTON,AVE, 
27,LEYTON,AVE, 
240,DANFORTH,AVE, 
4001,LESLIE,ST, 
2088,LAWRENCE,AVE,W
100,SIDNEY BELSEY,CRES, 
4841-4881,YONGE,ST, 
25,THE WEST MALL, , 
18,MALLORY,CRES, 
11,SUMMERHILL,GDNS, 
7,GARNOCK,AVE, 
8,BOWDEN,ST, 
189,BROOKE,AVE, 
150,GERRARD,ST,W
27,ASHMOUNT,CRES, 
54,RIVERCREST,RD, 
307,DURIE,ST, 
1,SUNSET,TRL, 
441,ELLESMERE,RD, 
1,SUNSET,TRL, 
1,SUNSET,TRL, 
5555,DUNDAS,ST,W
33,DONWOODS,DR, 
268,LYTTON,BLVD, 
25,THE WEST MALL, , 
3401,DUFFERIN,ST, 
2901,BAYVIEW,AVE, 
3725-3735,DUNDAS,ST,W
11,WEMBLEY,DR, 
15,PHIN,AVE, 
140,BEATRICE,ST, 
117,WOODLAWN,AVE,W
94,RIDGE,DR, 
52,ERNEST,AVE, 
4001,LESLIE,ST, 
51,BOTHAM,RD, 
149,DUNDAS,ST,W
445,RUSTIC,RD, 
14,DONEWEN,CRT, 
133,CAMPBELL,AVE, 
410,DELORAINE,AVE, 
35,GREAT OAK,DR, 
1,WINGATE,PL, 
25,THE WEST MALL, , 
99,YORKVILLE,AVE, 
9,FAIRGLEN,CRES, 
150,GERRARD,ST,W
2365,BAYVIEW,AVE, 
8,FAIRFIELD,RD, 
110,HIAWATHA,RD, 
301,QUEENSDALE,AVE, 
52,ROBERTA,DR, 
315,SALEM,AVE, 
21,MC GILL,ST, 
900,ALBION,RD, 
152,BROOKE,AVE, 
20,ORFUS,RD, 
310,BESSBOROUGH,DR, 
600,UNIVERSITY,AVE, 
100,QUEEN'S PARK, , 
175,WOLVERLEIGH,BLVD, 
37,ROCKINGHAM,DR, 
3220,BAYVIEW,AVE, 
197,REINER,RD, 
52,KINGSMOUNT PARK,RD, 
269,PALMERSTON,AVE, 
41,SAULTER,ST, 
250,COLLEGE,ST, 
188,CLIFTON,AVE, 
100,GWENDOLEN,CRES, 
56,DE VERE,GDNS, 
50,DANFORTH,RD, 
828,EASTERN,AVE, 
3725-3735,DUNDAS,ST,W
25,THE WEST MALL, , 
156,PEARL,ST, 
16,ROSLIN,AVE, 
70,NORTH WOODROW,BLVD, 
355,HILLCREST,AVE, 
1873,BLOOR,ST,W
15,FRATER,AVE, 
59,DUNRAVEN,DR, 
4841-4881,YONGE,ST, 
16,BELGROVE,DR, 
13,RUPERT,ST, 
58,BALSAM,AVE, 
23,BEDFORD,RD, 
9,DARIEN,CRT, 
27,TRESILLIAN,RD, 
1873,BLOOR,ST,W
205,HUMBER COLLEGE,BLVD, 
15,VERWOOD,AVE, 
799,YORK MILLS,RD, 
367,JOICEY,BLVD, 
158,EGLINTON,AVE,W
120,ERINGATE,DR, 
29,BLUE SPRINGS,RD, 
250,THE EAST MALL, , 
3253-3337,BAYVIEW,AVE, 
68,BROADVIEW,AVE, 
41,RAVENAL,ST, 
1,NESS,DR, 
881-883,EGLINTON,AVE,W
25,THE WEST MALL, , 
4:00 AM,SPADINA,AVE, 
540,ST CLEMENTS,AVE, 
49,HALFORD,AVE, 
3402 A,YONGE,ST, 
81,RANLEIGH,AVE, 
350,VICTORIA,ST, 
14,COSMIC,DR, 
55,GREENGROVE,CRES, 
400,GREENWOOD,AVE, 
139,ELMER,AVE, 
1135,GLENCAIRN,AVE, 
38,FRONTENAC,AVE, 
1029,KING,ST,W
125,KINGSDALE,AVE, 
65,GLEN EDYTH,DR, 
150,GERRARD,ST,W
462,WELLINGTON,ST,W
61,FRONT,ST,W
117,KELSO,AVE, 
37,KNIGHTSWOOD,RD, 
2075,BAYVIEW,AVE, 
25,THE WEST MALL, , 
25,THE WEST MALL, , 
1675,LAKE SHORE,BLVD,E
1365,GERRARD,ST,E
325,BREMNER,BLVD, 
3429-3433,BATHURST,ST, 
65,FAIRMEADOW,AVE, 
82,HARDING,AVE, 
156,HAY,AVE, 
2133,ST CLAIR,AVE,W
243,LIPPINCOTT,ST, 
396,BROOKE,AVE, 
396,BROOKE,AVE, 
68,MORTIMER,AVE, 
126,CASTLEFIELD,AVE, 
16,BRADMORE,AVE, 
543,BLYTHWOOD,RD, 
12,CHAUNCEY,AVE, 
2,BOYLEN,ST, 
14,NEVILLE PARK,BLVD, 
205,RIDLEY,BLVD, 
129,CORNELIUS,PKWY, 
55,CLOVELLY,AVE, 
591,CARLAW,AVE, 
3259,YONGE,ST, 
320,PARLIAMENT,ST, 
1452,QUEEN,ST,W
443,WILLARD,AVE, 
36,MOUNTVIEW,AVE, 
92,GRANDVILLE,AVE, 
250,THE EAST MALL, , 
455,ST CLEMENTS,AVE, 
137,CASTLEWOOD,RD, 
1692 A,JANE,ST, 
6,ELLIOTT,AVE, 
150,GERRARD,ST,W
353,QUEEN,ST,W
105,CASTLEWOOD,RD, 
64,SUTHERLAND,DR, 
1800,THE QUEENSWAY, , 
123,STRATHEARN,RD, 
54,WEMBLEY,DR, 
941,COLLEGE,ST, 
430,BALLIOL,ST, 
8,BRYNHURST,CRT, 
3545-3549,LAKE SHORE,BLVD,W
291,SILVERTHORN,AVE, 
57,EASTWOOD,AVE, 
1363,WILSON,AVE, 
943,EGLINTON,AVE,E
1700,EGLINTON,AVE,E
2110,DUNDAS,ST,E
2110,DUNDAS,ST,E
2110,DUNDAS,ST,E
2110,DUNDAS,ST,E
2110,DUNDAS,ST,E
2110,DUNDAS,ST,E
341,KEEWATIN,AVE, 
63,WESTGLEN,CRES, 
1521-1525,BAYVIEW,AVE, 
577,OXFORD,ST, 
577,OXFORD,ST, 
104,LARCHMOUNT,AVE, 
101,GLEN PARK,AVE, 
34,DE VERE,GDNS, 
90,BRENTCLIFFE,RD, 
700,MOUNT PLEASANT,RD, 
97,CAINES,AVE, 
1016-1018,COXWELL,AVE, 
125,THE QUEENSWAY, , 
90,HILLCREST,DR, 
469,CLINTON,ST, 
1875,LESLIE,ST, 
160,KENDAL,AVE, 
3999,KEELE,ST, 
139,KINGSWOOD,RD, 
434,HORSHAM,AVE, 
418,DAWES,RD, 
911,DANFORTH,AVE, 
1439,KING,ST,W
255,MORNINGSIDE,AVE, 
200,MELROSE,ST, 
25,THE WEST MALL, , 
129,SPADINA,AVE, 
533,RICHMOND,ST,W
17,DORIS,DR, 
684,SCARLETT,RD, 
680,SCARLETT,RD, 
774,ANNETTE,ST, 
774,ANNETTE,ST, 
774,ANNETTE,ST, 
774,ANNETTE,ST, 
774,ANNETTE,ST, 
774,ANNETTE,ST, 
774,ANNETTE,ST, 
774,ANNETTE,ST, 
905,MIDDLEFIELD,RD, 
125,COLDSTREAM,AVE, 
424,MARKHAM,ST, 
16,LANDRY,AVE, 
230,WALMER,RD, 
20,DUBRAY,AVE, 
205,HUMBER COLLEGE,BLVD, 
25,THE WEST MALL, , 
542,CRANBROOKE,AVE, 
2776-2838,VICTORIA PARK,AVE, 
60,MURRAY,ST, 
46,ERNEST,AVE, 
48,ERNEST,AVE, 
12,CHELTENHAM,AVE, 
115,WINONA,DR, 
5,HAVERHILL,CRCL, 
25,THE WEST MALL, , 
211,CASSANDRA,BLVD, 
1800,THE QUEENSWAY, , 
224,ST HELEN'S,AVE, 
12,HALTON,ST, 
422,MELROSE,AVE, 
4922,YONGE,ST, 
34,TAYLORWOOD,DR, 
505,PALMERSTON,BLVD, 
558,FAIRLAWN,AVE, 
482,PLAINS,RD, 
11,BALMY,AVE, 
439,UNIVERSITY,AVE, 
