Street_Num,Street_Name,Street_Type,Street_Direction
1-87,BREDONHILL,CRT, 
1-87,BREDONHILL,CRT, 
10,TREE SPARROWAY, , 
30,BOND,ST, 
30,BALD EAGLE,AVE, 
366,YONGE,ST, 
157,HALLAM,ST, 
921,MILLWOOD,RD, 
376,MORRISH,RD, 
200,BAY,ST, 
55,AVENUE,RD, 
7,EGLINTON,AVE,E
68,LYNNHAVEN,RD, 
2946,ST CLAIR,AVE,E
3479,ST CLAIR,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
10,NEALON,AVE, 
33,WAVERLEY,RD, 
1395,DANFORTH,AVE, 
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
7,THORNWOOD,RD, 
473,OAKWOOD,AVE, 
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
1515-1575,STEELES,AVE,E
97,KALMAR,AVE, 
3401,DUFFERIN,ST, 
47,PARKDALE,RD, 
200,BAY,ST, 
42,COURTSFIELD,CRES, 
25,ST DENNIS,DR, 
110,MARBLE ARCH,CRES, 
6,COTTON,AVE, 
129,LORD SEATON,RD, 
25,ROBINGLADE,DR, 
2575,KINGSTON,RD, 
23,GOLFWOOD,HTS, 
65,BINSCARTH,RD, 
88,WILLINGDON,BLVD, 
37,FLEMING,CRES, 
21,WATLING,ST, 
40,TWENTY THIRD,ST, 
2,LESTRANGE,PL, 
35,WOBURN,AVE, 
62,VALLEY CENTRE,DR, 
131,BROADVIEW,AVE, 
255,CHRISTIE,ST, 
2075,BAYVIEW,AVE, 
47,BALDWIN,ST, 
18,ATLAS,AVE, 
6,GLENMORE,RD, 
228,ST CLARENS,AVE, 
310,SPRING GARDEN,AVE, 
265,FALSTAFF,AVE, 
462,FRONT,ST,W
3441-3595,LAWRENCE,AVE,E
69,RONCESVALLES,AVE, 
215,GREYABBEY,TRL, 
264,SILVERSTONE,DR, 
1681-1685,BAYVIEW,AVE, 
411,RICHVIEW,AVE, 
187,SIMPSON,AVE, 
35,THORNCREST,RD, 
2 B,LA RUSH,DR, 
466,PRINCE EDWARD,DR,N
301,RIVERDALE,AVE, 
12,WRENSON,RD, 
900,DON MILLS,RD, 
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
7,RICHLAND,CRES, 
21,SANDRINGHAM,DR, 
96,YORKVIEW,DR, 
156,CUMBERLAND,ST, 
555,REXDALE,BLVD, 
194,ARMOUR,BLVD, 
14,THIRTY EIGHTH,ST, 
1,DUNDAS,ST,W
1748,LAWRENCE,AVE,E
69,MARKHAM,ST, 
30,THE QUEENSWAY, , 
500,ALLIANCE,AVE, 
487,JARVIS,ST, 
57,CEDAR BRAE,BLVD, 
701,GERRARD,ST,E
257,ADELAIDE,ST,W
720,MIDLAND,AVE, 
261,QUEENS QUAY, ,E
56,KENT,RD, 
319,HIGH PARK,AVE, 
72,RYKERT,CRES, 
4271,SHEPPARD,AVE,E
176,GLEN CEDAR,RD, 
40,RIVERVIEW,DR, 
40,RIVERVIEW,DR, 
284,GLENCAIRN,AVE, 
30,BETHNAL,AVE, 
1265,MILITARY,TRL, 
310,PATRICIA,AVE, 
42,NEVADA,AVE, 
7,DAVIDSON,AVE, 
20,LYNVALLEY,CRES, 
173,WOBURN,AVE, 
17,BERNICK,RD, 
5110,DUNDAS,ST,W
2823,ST CLAIR,AVE,E
95,AUBURN,AVE, 
12,OTTER,CRES, 
90,ADELAIDE,ST,W
33,FLAMBOROUGH,DR, 
1573,DUNDAS,ST,E
12,FULTON,AVE, 
591,FINCH,AVE,W
50,RIDGEVALLEY,CRES, 
4,RIDGECROSS,RD, 
1156,KENNEDY,RD, 
191,CONLINS,RD, 
182,MORNINGSIDE,AVE, 
16,BORDEAUX,CRCT, 
46,AVONLEA,BLVD, 
933,THE QUEENSWAY, , 
385,SILVER STAR,BLVD, 
130,OLD KINGSTON,RD, 
3171,EGLINTON,AVE,E
44,TROTT,SQ, 
26,KESTELL,LANE, 
23,CRESTWOOD,DR, 
126,SANTA BARBARA,RD, 
91,PALM,DR, 
74,SIR WILLIAMS,LANE, 
193,MAJOR,ST, 
18,SUNNYDALE,DR, 
145,SILVER REIGN,DR, 
927,DIXON,RD, 
21,MANNING,AVE, 
3040,DANFORTH,AVE, 
4950,YONGE,ST, 
20,TURNER,RD, 
2940,BLOOR,ST,W
26,SAGE,AVE, 
66,FONTAINBLEAU,DR, 
21,WEMBLEY,RD, 
989,EGLINTON,AVE,W
6,GLENEITA,ST, 
34,BISCAYNE,BLVD, 
20,HEARTH,PL, 
14,MAFEKING,CRES, 
29,SKELMORE,CRES, 
282,SANDRINGHAM,DR, 
25,KIRKTON,RD, 
35,FERMANAGH,AVE, 
2,CHAMPAGNE,DR, 
335,HORSHAM,AVE, 
335,HORSHAM,AVE, 
185,GOWAN,AVE, 
108,NORTH WOODROW,BLVD, 
10,PATRICIA,DR, 
48,FOURTEENTH,ST, 
1110,SHEPPARD,AVE,E
580,CLENDENAN,AVE, 
94,CONCORD,AVE, 
18,TUNBRIDGE,CRES, 
1750,FINCH,AVE,E
4,MUNSON,CRES, 
111-113,YORKVILLE,AVE, 
13,VICROSS,RD, 
260,YONGE,ST, 
99,OLD COLONY,RD, 
6628,FINCH,AVE,W
7,ST THOMAS,ST, 
840,BROADVIEW,AVE, 
31,REXDALE,BLVD, 
229,LINDEN,AVE, 
360,WOODMOUNT,AVE, 
89,BADGEROW,AVE, 
411,MILL,RD, 
2075,BAYVIEW,AVE, 
64,LAVINIA,AVE, 
37,ARAMAN,DR, 
1884,DAVENPORT,RD, 
55,LAKE SHORE,BLVD,E
500,LAKE SHORE,BLVD,W
23,KIRK BRADDEN,RD,E
1530,ALBION,RD, 
1412,KENNEDY,RD, 
118,POYNTZ,AVE, 
70,ABITIBI,AVE, 
521,LAUDER,AVE, 
29,QUEENS QUAY, ,E
218,DUNDAS,ST,E
200,FRONT,ST,W
49,MACPHERSON,AVE, 
46,MONMOUTH,CRT, 
138,SYLVAN,AVE, 
7,ST THOMAS,ST, 
1034,ST CLAIR,AVE,W
2374,LAKE SHORE,BLVD,W
28-30,STRATHGOWAN,AVE, 
1500,ISLINGTON,AVE, 
77,ADELAIDE,ST,W
228,OLIVE,AVE, 
1,DUNDAS,ST,W
10,NEIGHBOURHOOD,LANE, 
60,ST GEORGE,ST, 
896,EGLINTON,AVE,W
56,PERGOLA,RD, 
31,NOBLE,ST, 
250,ANNETTE,ST, 
230,TORRESDALE,AVE, 
89,ARMADALE,AVE, 
35,RIVERHEAD,DR, 
56,DUNCANNON,DR, 
142,BUCKINGHAM,AVE, 
379,FLAGSTONE,TER, 
408,BROWNS,LINE, 
223,HILLCREST,AVE, 
2150,MCNICOLL,AVE, 
20,LESLIE,ST, 
115,CATALINA,DR, 
300,BOROUGH,DR, 
353,NORTHCLIFFE,BLVD, 
4410,KINGSTON,RD, 
20,WOODFIELD,RD, 
1033,BAY,ST, 
25,THE WEST MALL, , 
233,COLLEGE,ST, 
250,THE EAST MALL, , 
56,EAST,DR, 
30,HARTFIELD,CRT, 
486,FRONT,ST,W
56,EAST,DR, 
2360,YONGE,ST, 
109,CLOVELLY,AVE, 
44,ENFIELD,AVE, 
1265,MILITARY,TRL, 
110,BLOOR,ST,W
148,GLENLAKE,AVE, 
65,RYLANDER,BLVD, 
36,ST ANNES,RD, 
3171-3181,EGLINTON,AVE,E
4916,DUNDAS,ST,W
299,CAMPBELL,AVE, 
123,GALLOWAY,RD, 
297,COLLEGE,ST, 
5230,DUNDAS,ST,W
1080,YONGE,ST, 
1218,ROYAL YORK,RD, 
1218,ROYAL YORK,RD, 
54,GLENVIEW,AVE, 
500,UNIVERSITY,AVE, 
656,EGLINTON,AVE,E
2740,LAWRENCE,AVE,E
401,BAY,ST, 
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
354,BELSIZE,DR, 
71,LYNDHURST,AVE, 
3223,KENNEDY,RD, 
1222,KING,ST,W
3390,KEELE,ST, 
90,JOHNSTON,AVE, 
486,FRONT,ST,W
26,BRIARBLUFF,AVE, 
90,JOHNSTON,AVE, 
21,REXDALE,BLVD, 
21,THOMAS,AVE, 
5245,DUNDAS,ST,W
25,CHALET,RD, 
25,THE WEST MALL, , 
1,TIAGO,AVE, 
36,GLENORCHY,RD, 
640,LAWRENCE,AVE,W
18,TAYLORWOOD,DR, 
103,BEVDALE,RD, 
399,BATHURST,ST, 
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
901-911,JANE,ST, 
66,PITT,AVE, 
28,SEYMOUR,AVE, 
150,SHERBOURNE,ST, 
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
4,ALAMOSA,DR, 
5075,YONGE,ST, 
73,VINE,AVE, 
20,LYTTON,BLVD, 
31,ROSEDALE,RD, 
48,LOWE S,PL, 
245,CHURCH,ST, 
1246,YONGE,ST, 
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
18,BELL ROYAL,CRT, 
74,WHEATSHEAF,CRES, 
400,KIPLING,AVE, 
22,MORNA,AVE, 
1731,LAWRENCE,AVE,E
130,GLENFOREST,RD, 
3,REAN,DR, 
186,EDENBRIDGE,DR, 
29,SHERBOURNE,ST,N
118,CLINTON,ST, 
21,GYPSY ROSEWAY, , 
599,YONGE,ST, 
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
64,THOMPSON,AVE, 
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
17,WHITMAN,ST, 
21,FRANKLIN,AVE, 
21,FRANKLIN,AVE, 
21,FRANKLIN,AVE, 
293,BROOKE,AVE, 
23,FRANKLIN,AVE, 
23,FRANKLIN,AVE, 
23,FRANKLIN,AVE, 
2740,LAWRENCE,AVE,E
22,VERWOOD,AVE, 
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
50,EDGECOMBE,AVE, 
28,TINETA,CRES, 
29,SHERBOURNE,ST,N
94,YONGE,BLVD, 
804,INDIAN,RD, 
263,HADDINGTON,AVE, 
21,SHERBOURNE,ST,N
6,PARK,ST, 
229,HILLSDALE,AVE,E
2740,LAWRENCE,AVE,E
35,BRUMWELL,ST, 
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
1183,WESTON,RD, 
35,BRUMWELL,ST, 
2740,LAWRENCE,AVE,E
34,INWOOD,AVE, 
2740,LAWRENCE,AVE,E
19,GLENELIA,AVE, 
2740,LAWRENCE,AVE,E
116,HOLCOLM,RD, 
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
443,OLD ORCHARD,GRV, 
2740,LAWRENCE,AVE,E
21,WESTLEIGH,CRES, 
130,ST GEORGE,ST, 
16,HUMHELLER,RD, 
99,TYNDALL,AVE, 
47,SIBLEY,AVE, 
109,JAMESON,AVE, 
88,THISTLE DOWN,BLVD, 
397,ELM,RD, 
32,PAGE,AVE, 
296,MARKHAM,RD, 
265,THE WEST MALL, , 
261,THE WEST MALL, , 
1320,YONGE,ST, 
2130,MORNINGSIDE,AVE, 
283,THE WEST MALL, , 
11,BURKE,ST, 
1800,SHEPPARD,AVE,E
250,FRONT,ST,E
333,ADELAIDE,ST,E
181,BAY,ST, 
31,SHERBOURNE,ST,N
2200,ISLINGTON,AVE, 
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
2740,LAWRENCE,AVE,E
424,ROSEMARY,RD, 
5,TODD,RD, 
1193,THE QUEENSWAY, , 
27,HOMEVIEW,AVE, 
2200,ISLINGTON,AVE, 
388,CORTLEIGH,BLVD, 
71,FRONT,ST,W
477,MILVERTON,BLVD, 
25,ACORN,AVE, 
897,QUEEN,ST,W
345,BLOOR,ST,E
23,GARDEN,PL, 
22,HESLOP,DR, 
49,WINDERMERE,AVE, 
7,COLLANUS,CRT, 
70,RIDGE HILL,DR, 
345,BRIAR HILL,AVE, 
27,ARMADALE,AVE, 
12,SHARRON,DR, 
33,BLOOR,ST,E
601,LAUDER,AVE, 
171,ELMWOOD,AVE, 
91,DRAYTON,AVE, 
318,HARBORD,ST, 
2075,BAYVIEW,AVE, 
191,ASHDALE,AVE, 
46,CHERITAN,AVE, 
171,ELMWOOD,AVE, 
126,FAIRGLEN,AVE, 
338,HORSHAM,AVE, 
12,NORTHBROOK,RD, 
3250,YONGE,ST, 
15,GERALDTON,CRES, 
17,WONDERLAND,DR, 
78,MASON,RD, 
430,MANOR,RD,E
10,ALMONT,RD, 
83,MCRAE,DR, 
1347,QUEEN,ST,W
4700-4734,JANE,ST, 
51,FAIRLIN,DR, 
822 A,THE QUEENSWAY, , 
344,WINDERMERE,AVE, 
443,QUEEN,ST,W
28,NORTHBROOK,RD, 
66,PITT,AVE, 
7,DEREK,DR, 
290,BATHURST,ST, 
338,HORSHAM,AVE, 
455,KING,ST,W
100,SORAUREN,AVE, 
180,LAKE SHORE,DR, 
2361,BRIMLEY,RD, 
200,SHERWAY,DR, 
10,SHAVER,AVE,S
335,OLD ORCHARD,GRV, 
319,QUEBEC,AVE, 
1,BARTONVILLE,AVE,W
20,NIAGARA,ST, 
778,SHEPPARD,AVE,W
16,HARBOUR,ST, 
39,KINGSGARDEN,RD, 
34,RITA,DR, 
220,YONGE,ST, 
11,FRIZZELL,AVE, 
25,AVERDON,CRES, 
215,CHURCH,ST, 
11,EDGAR,AVE, 
90,SUMACH,ST, 
111,WILLOW,AVE, 
581,ORIOLE,PKWY, 
96,RICHMOND,ST,W
94,PRINCE EDWARD,DR,S
26,WEDGEWOOD,DR, 
162,HAREWOOD,AVE, 
127,GLENLAKE,AVE, 
799,SHEPPARD,AVE,W
94,PRINCE EDWARD,DR,S
11,OAKFIELD,DR, 
300,BOROUGH,DR, 
16,MALLARD,RD, 
2435-2481,KINGSTON,RD, 
3030,BIRCHMOUNT,RD, 
5765,YONGE,ST, 
31,OXFORD,ST, 
11,KIRKLAND,BLVD, 
1240,SHEPPARD,AVE,E
44,BROOKHAVEN,DR, 
263,HADDINGTON,AVE, 
462,FRONT,ST,W
10,ROSEMOUNT,AVE, 
83,FARNINGHAM,CRES, 
8,TROON,CRT, 
87,GERRARD,ST,E
1001,O'CONNOR,DR, 
181,FERRIS,RD, 
250,WINCOTT,DR, 
61,BABY POINT,CRES, 
12,LEITH HILL,RD, 
35,MARLBOROUGH,AVE, 
2359,YONGE,ST, 
12,LEITH HILL,RD, 
12,LEITH HILL,RD, 
550,UNIVERSITY,AVE, 
116,PAPE,AVE, 
116,PAPE,AVE, 
62,PARKDALE,RD, 
900,ALBION,RD, 
160,FOREST HILL,RD, 
39,EAST LIBERTY,ST, 
255,MORNINGSIDE,AVE, 
222,SUTHERLAND,DR, 
33,LOMBARD,ST, 
227,WINONA,DR, 
1008-1090,WILSON,AVE, 
5207,DUNDAS,ST,W
125,SCADDING,AVE, 
1849,YONGE,ST, 
664,SHEPPARD,AVE,W
2231,JANE,ST, 
1100,SHEPPARD,AVE,E
40,BRENDWIN,RD, 
35,HADRIAN,DR, 
425,RUSSELL HILL,RD, 
55,PRINCE ARTHUR,AVE, 
2,DENVALE,RD, 
132,CLIFTON,RD, 
111,AVENUE,RD, 
60,BRIAN HARRISON,WAY, 
149,GLENVALE,BLVD, 
190,SIMCOE,ST, 
26,FARR,AVE, 
41,SHAVER,AVE,S
15,REAN,DR, 
2435-2481,KINGSTON,RD, 
169,WAVERLEY,RD, 
25,THE WEST MALL, , 
33,YONGE,ST, 
50,BELLBURY,CRES, 
686,BAY,ST, 
503,YONGE,ST, 
2300,LAWRENCE,AVE,E
109,LARKFIELD,DR, 
1637,BATHURST,ST, 
21,EARLTON,RD, 
190,DIXON,RD, 
650,KING,ST,W
3300,YONGE,ST, 
73,MANITOBA,ST, 
421-431,WILSON,AVE, 
2,ROXBOROUGH,ST,E
480,FRONT,ST,W
110,PARKVIEW HILL,CRES, 
3,HOLLAND PARK,AVE, 
68,WESTHOLME,AVE, 
39,EVANSTON,DR, 
686,BAY,ST, 
663,KING,ST,W
2123,DUFFERIN,ST, 
540,PHARMACY,AVE, 
60,FAIRMEADOW,AVE, 
25,THE ESPLANADE, , 
40,ST GEORGE,ST, 
135,ALICEWOOD,CRT, 
164,LYTTON,BLVD, 
110,MAYBOURNE,AVE, 
110,MAYBOURNE,AVE, 
40,ASQUITH,AVE, 
65,EDGECROFT,RD, 
30,MUTUAL,ST, 
1378,WARDEN,AVE, 
21,SIXTEENTH,ST, 
799,YORK MILLS,RD, 
28,LEAHANN,DR, 
36,NORTH,DR, 
11,PARKCREST,DR, 
18,BALMY,AVE, 
1435,ROYAL YORK,RD, 
41,HUMBER,TRL, 
1001,O'CONNOR,DR, 
62,NORTHRIDGE,AVE, 
10,TACOMA,AVE, 
15,ROSEMARY,LANE, 
7,SHADY OAKS,CRES, 
20-Oct,AVOCA,AVE, 
119,LIPPINCOTT,ST, 
21,ELMONT,DR, 
12,HIGH PARK,BLVD, 
1530,ALBION,RD, 
57,CHARLES,ST,W
4700,KEELE,ST, 
76,BLUE ANCHOR,TRL, 
98,HIAWATHA,RD, 
3111,DUFFERIN,ST, 
162,MC CAUL,ST, 
31,REXDALE,BLVD, 
36,YONGE,BLVD, 
49,MACLEAN,AVE, 
1984,QUEEN,ST,E
160,KENDAL,AVE, 
28,CLOSSON,DR, 
49,MACLEAN,AVE, 
27,MCADAM,AVE, 
281,DONLANDS,AVE, 
16,DALLYN,CRES, 
12,ABILENE,DR, 
20,TILLPLAIN,RD, 
368,MUNSTER,AVE, 
3401,DUFFERIN,ST, 
265,WINCOTT,DR, 
211,GLENFOREST,RD, 
18,MOULD,AVE, 
61,BERKINDALE,DR, 
1,CHANDLER,DR, 
108,BROOKSIDE,AVE, 
1560,YONGE,ST, 
318,DREWRY,AVE, 
318,DREWRY,AVE, 
287,WITHROW,AVE, 
21,VERBENA,AVE, 
172,LAWSON,RD, 
486,FRONT,ST,W
54,NORTH,DR, 
772,MANNING,AVE, 
16,WESTMINSTER,AVE, 
2202,BLOOR,ST,W
12:00 AM,ST GEORGES,BLVD, 
54,ELFREDA,BLVD, 
26,SHAUNAVON HEIGHTS,CRES, 
59,KELSONIA,AVE, 
107,HOLBORNE,AVE, 
107,HOLBORNE,AVE, 
393,KING,ST,W
69,EAGLE,RD, 
31,ELM,ST, 
218,YONGE,ST, 
27,DACRE,CRES, 
271,WATERLOO,AVE, 
50,CEDARLAND,DR, 
60,ROSELAWN,AVE, 
60,ROSELAWN,AVE, 
32,LAURENTIDE,DR, 
94,YONGE,BLVD, 
2535,GERRARD,ST,E
81,ST NICHOLAS,ST, 
35,FAIRVIEW MALL,DR, 
184-200,COLLEGE,ST, 
33,BALDWIN,ST, 
75,BERTMOUNT,AVE, 
10,TRUMPETER,ST, 
71,SCARBOROUGH HEIGHTS,BLVD, 
342,MELROSE,ST, 
19,GRANLEA,RD, 
19,LYNMONT,RD, 
95,GREENLAW,AVE, 
2,SUSSEX,AVE, 
181,STRATHNAIRN,AVE, 
938,DUNDAS,ST,W
45,WHITE,AVE, 
11,AIRLEY,CRES, 
80,MAJOR,ST, 
2200,ISLINGTON,AVE, 
75,MACPHERSON,AVE, 
26,TEALHAM,DR, 
557,PERTH,AVE, 
2187,BLOOR,ST,W
6464,YONGE,ST, 
3280,MIDLAND,AVE, 
16,BLUE ANCHOR,TRL, 
53,FRASERTON,CRES, 
21,FRIARS,LANE, 
2,WITHROW,AVE, 
3401,DUFFERIN,ST, 
7,BROMLEY,CRES, 
386,RIMILTON,AVE, 
386,RIMILTON,AVE, 
50,WILLIAM CRAGG,DR, 
646,QUEEN,ST,W
686,BAY,ST, 
3501,YONGE,ST, 
552,INDIAN,RD, 
41,LYNNHAVEN,RD, 
179,LOWTHER,AVE, 
241,AIRDRIE,RD, 
292,BORDEN,ST, 
15,MONTRESSOR,DR, 
1162,BLOOR,ST,W
60,PEGASUS,TRL, 
22,BURNHAMTHORPE PARK,BLVD, 
215,FORT YORK,BLVD, 
1698,VICTORIA PARK,AVE, 
20,MERCURY,RD, 
25,THE WEST MALL, , 
218,DREWRY,AVE, 
8,SUNBEAM,AVE, 
285,SYMINGTON,AVE, 
55,AVENUE,RD, 
2200,ISLINGTON,AVE, 
31,WROXETER,AVE, 
399,BATHURST,ST, 
36,KARNWOOD,DR, 
200,BAY,ST, 
90,ADELAIDE,ST,W
2300,YONGE,ST, 
127,CLAREMORE,AVE, 
310,PHARMACY,AVE, 
380,THE EAST MALL, , 
23,TILDEN,CRES, 
2350,BAYVIEW,AVE, 
400,WELLINGTON,ST,W
110,BLOOR,ST,W
2261,DUNDAS,ST,W
229,CONSUMERS,RD, 
47,WALES,AVE, 
36,QUEEN,ST,E
942,YONGE,ST, 
1800,SHEPPARD,AVE,E
687,DUNDAS,ST,E
28,BOBMAR,RD, 
22,VAUGHAN,RD, 
5330-5334,YONGE,ST, 
230,RICHMOND,ST,W
1428,YONGE,ST, 
6464,YONGE,ST, 
10,ESTERBROOKE,AVE, 
25,ELSIE,LANE, 
620,KING,ST,W
54,THREE VALLEYS,DR, 
25,THE WEST MALL, , 
262,RANEE,AVE, 
326,CARLAW,AVE, 
383,SPADINA,RD, 
23,PARK LANE,CRCL, 
557,ST CLAIR,AVE,W
181,BAY,ST, 
798,DOVERCOURT,RD, 
486,FRONT,ST,W
111 A,BLOOR,ST,W
1543,QUEEN,ST,W
308,CEDARVALE,AVE, 
308,CEDARVALE,AVE, 
61 A,BELLEVUE,AVE, 
760,LAWRENCE,AVE,W
237,MANNING,AVE, 
9,WALKER,RD, 
19,GREENSIDES,AVE, 
151,YONGE,ST, 
287,VALERMO,DR, 
287,VALERMO,DR, 
133,TORRESDALE,AVE, 
4740-4742,DUNDAS,ST,W
33,ST HILDA'S,AVE, 
950,KING,ST,W
47,MORNINGSIDE,AVE, 
47,MORNINGSIDE,AVE, 
1900,EGLINTON,AVE,E
49,WALES,AVE, 
70,FAVERSHAM,CRES, 
541,DELORAINE,AVE, 
20,EGLINTON,AVE,W
25,HADDINGTON,AVE, 
662,MORTIMER,AVE, 
6,GLENADEN,AVE,W
72,FAIRLAWN,AVE, 
38,RIDGEVALE,DR, 
3401,DUFFERIN,ST, 
27,THORA,AVE, 
152,ROXBOROUGH,DR, 
700,KING,ST,W
122,HIGHBOURNE,RD, 
19,DONWOODS,DR, 
655,QUEEN,ST,W
17,GRISELDA,CRES, 
131,HILLSDALE,AVE,E
138,MAVETY,ST, 
128,STERLING,RD, 
3427,BATHURST,ST, 
351,KING,ST,E
18,ANDERSON,AVE, 
1,RICHMOND,ST,W
357,GLEN PARK,AVE, 
3441-3595,LAWRENCE,AVE,E
993,QUEEN,ST,W
12,GOSWELL,RD, 
2588,ST CLAIR,AVE,W
291,YORK MILLS,RD, 
492,BLOOR,ST,W
5,THE KEANEGATE, , 
36,YORK DOWNS,DR, 
40,SCOLLARD,ST, 
182,NORTH CARSON,ST, 
14,PARK LANE,CRCL, 
64,LAUREL,AVE, 
42,JOYCE,PKWY, 
266,INDIAN,GRV, 
105,STEPHEN,DR, 
449,CHURCH,ST, 
16,MINTO,ST, 
50,SHEFFLEY,CRES, 
3,YORKVILLE,AVE, 
878,WILSON,AVE, 
285,MUTUAL,ST, 
250,COLLEGE,ST, 
501,YONGE,ST, 
8,SOMERSET,AVE, 
2543,DANFORTH,AVE, 
445,REXDALE,BLVD, 
46,RAINTHORPE,CRES, 
18,MC MURRAY,AVE, 
234,MARKHAM,RD, 
243,GLENCAIRN,AVE, 
42,BRAECREST,AVE, 
5,DALEBERRY,PL, 
181,BAY,ST, 
4060,FINCH,AVE,E
42,CEDARVIEW,DR, 
17,GLENDA,RD, 
60,ROSELAWN,AVE, 
1,ST CLAIR,AVE,E
60,ROSELAWN,AVE, 
48,ROCHESTER,AVE, 
50,FLORENCE,ST, 
60,ROSELAWN,AVE, 
26,ORKNEY,CRES, 
22,PICOLA,CRT, 
25,WOODBINE DOWNS,BLVD, 
80,THE EAST MALL, , 
2217,KINGSTON,RD, 
86,GLENVALE,BLVD, 
44,LARKIN,AVE, 
136,RIVER,ST, 
2555,YONGE,ST, 
396,ST CLAIR,AVE,W
32,MANDERLEY,DR, 
33,REDMOUNT,RD, 
68,SCARBOROUGH HEIGHTS,BLVD, 
633,OSSINGTON,AVE, 
2200,ISLINGTON,AVE, 
40,BUTTERFIELD,DR, 
1090,DON MILLS,RD, 
130,BLOOR,ST,W
40,KING,ST,W
98,RIDELLE,AVE, 
636,QUEEN,ST,W
68,LORRAINE,DR, 
25,AUGUSTA,AVE, 
6,TIPPETT,RD, 
14,CONRAD,AVE, 
14,KILBURN,PL, 
2896,BLOOR,ST,W
123,LAWRENCE,AVE,W
130,ST GEORGE,ST, 
19,EMBRO,DR, 
2200,ISLINGTON,AVE, 
1338,YORK MILLS,RD, 
75,MONCRIEFF,DR, 
35,COWLEY,AVE, 
31,NORFIELD,CRES, 
61,SEYMOUR,AVE, 
113,CASTLEWOOD,RD, 
486,FRONT,ST,W
2404,DUFFERIN,ST, 
1940,EGLINTON,AVE,E
329,BRIGHTON,AVE, 
2269,LAWRENCE,AVE,W
3165,MARKHAM,RD, 
181,LAUDER,AVE, 
88,GLENGROVE,AVE,W
108,HEATH,ST,W
2169,YONGE,ST, 
34,BERL,AVE, 
9,RIDERWOOD,DR, 
108,HEATH,ST,W
2,QUEEN,ST,E
1262,DON MILLS,RD, 
1236,BIRCHMOUNT,RD, 
63,ADANAC,DR, 
205,QUEEN,ST,W
12,CALLENDER,ST, 
535,RUSSELL HILL,RD, 
16,MCGILLIVRAY,AVE, 
1,PURLING,PL, 
5251,DUNDAS,ST,W
10,RAGLAN,AVE, 
539,DELORAINE,AVE, 
29,SAMYA,CRT, 
287,INGLEWOOD,DR, 
77,BRINLOOR,BLVD, 
1992,YONGE,ST, 
3331,MARKHAM,RD, 
2,LEBOVIC,AVE, 
1,BLUE JAYS,WAY, 
2650,ST CLAIR,AVE,W
2650,ST CLAIR,AVE,W
