Permit_Num,Permit_Type,Structure_Type,Work,Street_Num,Street_Name,Street_Type,Street_Direction,Postal,Geo_Id,Ward_Grid,Application_Date,Issued_Date,Completed_Date,Status,Description,Est_Const_Cost
01 185413 BLD,Building Additions/Alterations,Parking Garage,Interior Alterations,20,THE QUEENSWAY, , ,M6R,8855505,S1404,2001-10-12,2001-11-08,2016-01-26,Closed,Demolish and reconstruct existing steel/concrete vehicle maintenance platform in existing TTC street car maintenance workshop.  Also replace existing sand storage box with new steel container on reinforced concrete foundation in YARD AREA of the TTC streetcar garage,1200000
04 167768 BLD,Building Additions/Alterations,Apartment Building,Interior Alterations,600-604,ROGERS,RD, ,M6M,14189823,W1209,2004-08-20,2004-11-09,2016-12-15,Closed,Conversion of existing ground floor commercial floor space into 7 apartment units to Senior Citizen - Non Profit Housing.,650000
06 176865 BLD,New Houses,SFD - Detached,New Building,12,THE BRIDLE,PATH, ,M2L,11541627,N2504,2006-09-19,2006-10-06,2016-10-07,Closed,Construct a new two storey single family dwelling,700000
07 132494 BLD,New Houses,Stacked Townhouses,New Building,651,WARDEN,AVE, ,M1L,395724,E3507,2007-03-30,2010-06-16,2016-09-21,Closed,to construct stacked townhouses Block E (12 units),2000000
07 244088 BLD,New Houses,SFD - Detached,New Building,514,VESTA,DR, ,M5P,878424,S2103,2007-07-17,2007-08-31,2016-01-11,Closed,"Proposal to construct a new 2 sty SFD.  See PAL 07 109336, Demo 07 244091, and C.O.A - A0202/07TEY.",1500000
07 266299 BLD,New Houses,SFD - Detached,New Building,84,KINGSWAY,CRES, ,M8X,10085801,W0503,2007-10-01,2007-11-19,2016-04-27,Closed,erect a new two storey dwelling as approved by c/o/a 533/06,600000
08 173856 B05,New Houses,Stacked Townhouses,New Building,2230,GERRARD,ST,E,   ,14650247,S3203,2008-06-23,2009-05-13,2016-07-27,Closed,"(LEAD FILE FOR STACKED TOWNHOUSE UNITS) - BUILDING C NORTH (UNITS 41-50) - Proposal to construct a total of 120 stacked townhouse dwelling units.  See seperate file for 12 freehold townhouse units (BLD 08 173874).
DRAWINGS FOR ENTIRE DEVELOPMENT (BUILDINGS A-F & FREEHOLD UNITS) UNDER LEAD THIS FILE",2000000
08 173856 B07,New Houses,Stacked Townhouses,New Building,2230,GERRARD,ST,E,   ,14650247,S3203,2008-06-23,2009-05-13,2016-07-27,Closed,"(LEAD FILE FOR STACKED TOWNHOUSE UNITS) - BUILDING D SOUTH (UNITS 61-70) - Proposal to construct a total of 120 stacked townhouse dwelling units.  See seperate file for 12 freehold townhouse units (BLD 08 173874).
DRAWINGS FOR ENTIRE DEVELOPMENT (BUILDINGS A-F & FREEHOLD UNITS) UNDER LEAD THIS FILE",2000000
08 173856 B08,New Houses,Stacked Townhouses,New Building,2230,GERRARD,ST,E,   ,14650247,S3203,2008-06-23,2009-05-13,2016-10-18,Closed,"(LEAD FILE FOR STACKED TOWNHOUSE UNITS) - BUILDING D NORTH (UNITS 71-80) - Proposal to construct a total of 120 stacked townhouse dwelling units.  See seperate file for 12 freehold townhouse units (BLD 08 173874).
DRAWINGS FOR ENTIRE DEVELOPMENT (BUILDINGS A-F & FREEHOLD UNITS) UNDER LEAD THIS FILE",2000000
08 173856 B09,New Houses,Stacked Townhouses,New Building,2230,GERRARD,ST,E,   ,14650247,S3203,2008-06-23,2009-05-13,2016-09-21,Closed,"(LEAD FILE FOR STACKED TOWNHOUSE UNITS) - BUILDING E NORTH (UNITS 81-90) - Proposal to construct a total of 120 stacked townhouse dwelling units.  See seperate file for 12 freehold townhouse units (BLD 08 173874).
DRAWINGS FOR ENTIRE DEVELOPMENT (BUILDINGS A-F & FREEHOLD UNITS) UNDER LEAD THIS FILE",2000000
08 173856 B10,New Houses,Stacked Townhouses,New Building,2230,GERRARD,ST,E,   ,14650247,S3203,2008-06-23,2009-05-13,2016-09-21,Closed,"(LEAD FILE FOR STACKED TOWNHOUSE UNITS) - BUILDING E SOUTH (UNITS 91-100) - Proposal to construct a total of 120 stacked townhouse dwelling units.  See seperate file for 12 freehold townhouse units (BLD 08 173874).
DRAWINGS FOR ENTIRE DEVELOPMENT (BUILDINGS A-F & FREEHOLD UNITS) UNDER LEAD THIS FILE",2000000
08 173856 B11,New Houses,Stacked Townhouses,New Building,2230,GERRARD,ST,E,   ,14650247,S3203,2008-06-23,2009-05-13,2016-09-20,Closed,"(LEAD FILE FOR STACKED TOWNHOUSE UNITS) - BUILDING F SOUTH (UNITS 101-110) - Proposal to construct a total of 120 stacked townhouse dwelling units.  See seperate file for 12 freehold townhouse units (BLD 08 173874).
DRAWINGS FOR ENTIRE DEVELOPMENT (BUILDINGS A-F & FREEHOLD UNITS) UNDER LEAD THIS FILE",2000000
08 173856 B12,New Houses,Stacked Townhouses,New Building,2230,GERRARD,ST,E,   ,14650247,S3203,2008-06-23,2009-05-13,2016-10-17,Closed,"(LEAD FILE FOR STACKED TOWNHOUSE UNITS) - BUILDING F NORTH (UNITS 111-120) - Proposal to construct a total of 120 stacked townhouse dwelling units.  See seperate file for 12 freehold townhouse units (BLD 08 173874).
DRAWINGS FOR ENTIRE DEVELOPMENT (BUILDINGS A-F & FREEHOLD UNITS) UNDER LEAD THIS FILE",2000000
08 190187 BLD,New Building,Multiple Use/Non Residential,New Building,18,YORK,ST, ,   ,14070028,S2017,2008-08-05,2010-04-06,2016-11-16,Closed,"Proposal to construct a 26 sty office building with 3 levels of below grade parking and a mech penthouse.  Ground floor to include retail and loading, 2nd floor contains mech and elec service rooms, floors 3-26 will contain office.  Also, enclosed pedestrian bridge over York St. to 25 York St..",190000000
08 212302 BLD,New Houses,SFD - Detached,New Building,92,FOREST HILL,RD, ,M4V,805825,S2206,2008-10-10,2009-01-14,2016-08-02,Closed,Demolish existing two storey dwelling and construct a new three storey SFD.,1000000
09 109016 BLD,New Houses,SFD - Detached,New Building,19,PARKVIEW HILL,CRES, ,M4B,3897538,S3101,2009-02-12,2010-01-29,2016-04-08,Closed,permit to construct new sfd detached house - 2 stories - 408m2 - building includes partial sub basement - please see 07 109857 ZAL - 07 116288 MV - 07 229911 OA - 08 218026 STE SA - included with the building permit plans are shoring details provided by Peng,525000
09 138906 BLD,New Building,Multiple Use/Non Residential,New Building,493,PARLIAMENT,ST, ,M4X,7640693,S2803,2009-05-15,2009-10-16,2016-06-16,Closed,Proposal to construct a 3 sty bank & office building.  See Demo 09 109577.  493 Parliament St & 252 B Carlton St.,1500000
09 194077 BLD,Building Additions/Alterations,Multiple Use/Non Residential,Interior Alterations,1,DUNDAS,ST,W,M5G,20040460,S2713,2009-12-04,2010-01-22,2016-01-26,Closed,"Proposed interior alterations to levels 1,2 and 4 of the Toronto Eaton Centre. Level 4 is not included in the scope of work.",5670000
09 199165 BLD,New Building,Mixed Use/Res w Non Res,New Building,4759-4789,YONGE,ST, ,M2N,9066026,N2306,2009-12-22,2013-08-19,2016-12-07,Closed,"Willowdale Plaza lands - Proposal to develop the site with office, retail commercial and residential uses.  The development proposes two towers of 35 and 44 storeys connected by a 5-storey podium with grade related retail.",82000000
10 120833 BLD,New Building,Multiple Use/Non Residential,New Building,3362,YONGE,ST, ,M4N,7793317,N1603,2010-02-19,2010-08-05,2016-10-27,Closed,Proposed three storey mixed use building with basement - Shoppers Drug Mart and 3rd storey office space,3800000
10 139869 BLD,New Building,Mixed Use/Res w Non Res,New Building,121,MCMAHON,DR, ,   ,30024497,N2406,2010-03-25,2012-09-06,2016-04-15,Closed,"1001-1019 SHEPPARD AVE E- BLOCK 14 - CONCORD PARK PLACE TANGO
31 storey apartment building containing 428 dwelling units including attached two and three storey units containing retail and including dwelling units each having access from an internal corridor system with four levels of underground parking - BLK 14 - Concord Park Place - TANGO",81000000
10 142571 BLD,New Building,Apartment Building,New Building,105,GEORGE,ST, ,M5A,20145513,S2807,2010-03-30,2015-08-07,2016-10-28,Closed,Proposal revised to construct a 22-storey residential condominium building containing 294 dwelling units  including a landscaped courtyard connected to the retained and restored heritage buildings at 252-258 Adelaide Street East. The below grade garage will contain 155 parking spaces [DBG],30000000
10 147511 BLD,New Houses,SFD - Semi-Detached,New Building,146,WAVERLEY,RD, ,M4L,8237052,S3209,2010-04-08,2010-09-29,2016-11-02,Closed,"Proposal to construct a new three storey semi detached dwelling with detached two car garage at rear of building.  See PAL 09 176826, COA - A0720/09TEY, and demo.",650000
10 194397 BLD,Building Additions/Alterations,Multiple Use/Non Residential,Interior Alterations,720,BATHURST,ST, ,M5S,6924859,S1903,2010-06-11,2010-06-30,2016-10-06,Closed,"Interior alterations to the ground, second and third floors of this building. The ground floor is a restauarnt, the second floor is a commercial school and the third floor is an office. This proposal includes HVAC and Plumbing.",1040000
10 197078 BLD,New Houses,SFD - Detached,New Building,5,CARONPORT,CRES, ,M3A,496856,N3404,2010-06-15,2010-08-05,2016-10-03,Closed,Proposed 3 storey sfd,554190
10 230398 BLD,New Houses,SFD - Detached,New Building,9,ORRELL,AVE, ,M9A,1022651,W0404,2010-07-29,2010-08-30,2016-01-26,Closed,Proposed new two storey detached dwelling with attached garage.,900000
10 241329 BLD,New Building,Mixed Use/Res w Non Res,New Building,69,LYNN WILLIAMS,ST, ,M6K,14600147,S1908,2010-08-17,2011-12-23,2016-09-30,Closed,"Construction of two(2) new towers for 69 Lynn Williams Street(Block 5) and 150 East Liberty Street(Block 7). These two building will share a common below grade, 5 storey parking garage. 69 Lynn Williams Street(Block 5) will be a 15 storey residential condominium building with a mechanical penthouse. 150 East Liberty Street(Block 7) will be a 32 storey mixed use building with a mechanical penthouse and mezzanine level.   ",25000000
10 260004 BLD,New Building,Apartment Building,New Building,388,YONGE,ST, ,   ,20199887,S2711,2010-09-17,2011-12-23,2016-05-24,Closed,"PHASE 3 - UPPER TOWER (AURA AT COLLEGE PARK) - Proposal to construct floors 55-75 for new condo over podium 157 Dwelling units (SEE BLD 08 196702).  Note - see active BLD permit 08 117483, FSU 10 165868, PODIUM 08 196702), and PHASE 2 (LOWER TOWER).",150000000
10 311680 BLD,New Houses,SFD - Detached,New Building,105,ARJAY,CRES, ,M2L,20142246,N2503,2010-12-09,2011-01-25,2016-03-21,Closed,Two storey sfd,737000
10 315385 BLD,New Building,Mixed Use/Res w Non Res,New Building,560,KING,ST,W,M5V,10223994,S2014,2010-12-16,2013-05-02,2016-02-09,Closed,"Proposal to construct a 12 sty condo with 334 residential units, commercial on ground floor, and 4 levels of below grade parking.  ""Fashion House"". Two Towers; One facing King St West and other one facing Adelaide St West.",65000000
11 166726 BLD,Building Additions/Alterations,Multiple Use/Non Residential,Interior Alterations,1,DUNDAS,ST,W,M5G,20040460,S2713,2011-04-06,2011-04-29,2016-01-26,Closed,Proposal for interior aterations to the 4th floor of the Eaton's Centre (Galleria).  Scope of work includes new guardrails and flooring.,4100000
11 215309 BLD,Building Additions/Alterations,Multiple Unit Building,Interior Alterations,720,BATHURST,ST, ,M5S,6924859,S1903,2011-06-09,2011-07-06,2016-10-06,Closed,"Proposal for interior alterations to floors 1 to 3; existing restaurant with proposed office on 1st floor, commercial school to office on 2nd floor & existing office to remain on 3rd floor. ",1600000
11 216050 BLD,New Building,Mixed Use/Res w Non Res,New Building,224,KING,ST,W,   ,7929659,S2015,2011-06-10,2013-12-19,2016-11-23,Closed,"Permit to construct a new 47 storey mixed-use building comprised of  234 residential dwelling units,  644m2 of commercial space and 100 parking spaces including 4 car share spaces.",61000000
11 220270 BLD,New Houses,SFD - Detached,New Building,21,LOWER LINKS,RD, ,M2P,538607,N2501,2011-06-16,2011-07-04,2016-05-23,Closed,Two storey dwelling with attached garage and finished basement,795000
11 236661 BLD,New Building,Apartment Building,New Building,72,ESTHER SHINER,BLVD, ,   ,30025680,N2406,2011-07-12,2013-10-25,2016-08-29,Closed,"1001-1009 SHEPPARD AVE E, CONCORD ADEX PARK PLACE, BLOCK 17
7 storey and 21 storey attached apartment building containing 257 dwelling units, with ground floor retail and 4 levels of underground parking",47060000
11 240813 BLD,Building Additions/Alterations,Multiple Use/Non Residential,Interior Alterations,1,DUNDAS,ST,W,M5G,20040460,S2713,2011-07-19,2011-08-25,2016-01-26,Closed,"Proposal for interior alterations to second floor retail units in the Eaton's Centre.  Scope of work includes converting 4 units into 1 retail unit - ""Harry Rosen"".  Interior tenant fit up permit to be applied for at a later date.  Convenience address is 220 Yonge St.",800000
11 249770 BLD,New Building,Mixed Use/Res w Non Res,New Building,800,LAWRENCE,AVE,W,   ,30032448,N1502,2011-08-02,2014-10-28,2016-06-14,Closed,"21 storey residential building with an 8 storey residential podium containing 435 dwelling units, ground floor mixed uses and four levels of underground parking",93100000
11 258865 BLD,New Houses,SFD - Detached,New Building,57,STUART,AVE, ,M2N,566058,N2305,2011-08-17,2011-09-08,2016-07-29,Closed,Two storey dwelling with attached garage and finished basement,570000
11 265744 BLD,New Houses,SFD - Detached,New Building,2,DACRE,CRES, ,M6S,789390,W1310,2011-08-30,2012-01-25,2016-11-17,Closed,Proposed construction of a new (2) storey detached single family dwelling with an attached garage.,800000
11 285855 BLD,New Houses,SFD - Detached,New Building,64,MONTRESSOR,DR, ,M2P,9942142,N2501,2011-10-03,2011-12-13,2016-08-17,Closed,Two storey dwelling with finished basement and attached garage,800000
11 293926 BLD,New Building,Apartment Building,New Building,68,CANTERBURY,PL, ,   ,30022220,N2302,2011-10-17,2013-01-21,2016-04-19,Closed,"18 storey apartment building with 209 suites, two levels of underground parking garages linked to 20 units of three storey townhouses
",48200000
11 303755 BLD,New Houses,SFD - Detached,New Building,172,HILLHURST,BLVD, ,M5N,527052,N1604,2011-11-02,2011-12-16,2016-03-18,Closed,Two storey dwelling with attached garage and finished basement,800000
11 317713 BLD,New Houses,SFD - Detached,New Building,53,DOUGLAS,CRES, ,M4W,7348864,S2901,2011-11-29,2012-01-26,2016-11-22,Closed,"Permit to construct new three storey single-family detached dwelling on the subject lands which are regulated by TRCA and Ravine Protection.  - See 11 167153 ZZC, 11 211679 MV for ZZC and C of A.
Please also note that 11 167134 STE 29 Sa for site plan approval which is open upon application of permit.",580000
11 327111 BLD,New Houses,SFD - Detached,New Building,219,JOHNSTON,AVE, ,M2N,531775,N2305,2011-12-16,2012-02-03,2016-02-10,Closed,Three Storey SFD.,525000
12 129679 BLD,New Building,Apartment Building,New Building,36,PARK LAWN,RD, ,M8Y,13297430,W0608,2012-02-29,2015-11-02,2016-11-16,Closed,Construction of 44 storey apartment building with 421 residential dwelling units plus 1 guest suite total 422 units.,88650000
12 129771 BLD,New Building,Multiple Use/Non Residential,New Building,36,PARK LAWN,RD, ,M8Y,13297430,W0608,2012-02-29,2014-09-26,2016-11-21,Closed,Construct new (2) storey commercial/office building,1120000
12 155716 BLD,New Houses,SFD - Detached,New Building,29,OLD YONGE,ST, ,M2P,20235230,N2503,2012-04-17,2012-07-05,2016-11-08,Closed,Two storey single family dwelling with attached garage,828688
12 160996 BLD,New Houses,SFD - Detached,New Building,300,RANEE,AVE, ,M6A,10386671,N1502,2012-04-25,2012-07-11,2016-07-29,Closed,Two storey single family dwelling with attached garage,650000
12 162427 BLD,New Houses,SFD - Detached,New Building,441,ORIOLE,PKWY, ,M5P,849160,S2203,2012-04-27,2012-05-29,2016-10-06,Closed,Proposal to construct new three-storey single family detached dwelling with integral garage (504.9m2) and finished basement (181.9m2).  Also see CofA file 11-156279 and ZC file 10-303786.,800000
12 167700 BLD,New Houses,SFD - Detached,New Building,1,FULHAM,ST, ,M1S,336311,E4108,2012-05-07,2012-05-24,2016-02-03,Closed,construct a new two storey single family dwelling,639000
12 168092 BLD,New Houses,SFD - Detached,New Building,4,BURNCREST,DR, ,M5M,494167,N1602,2012-05-07,2012-05-25,2016-06-08,Closed,Two storey dwelling with attached garage.,600000
12 170167 BLD,New Building,Mixed Use/Res w Non Res,New Building,475,FRONT,ST,E,M5A,8708619,S2813,2012-05-09,2015-10-14,2016-10-14,Closed,"Proposal to construct 15 sty condo with 436 units, ground floor commercial, and 2 levels of below grade parking.  PAN-AM GAMES - BLOCK 4 - PHASE 2, WEST DON LANDS.",92000000
12 181194 BLD,New Houses,SFD - Detached,New Building,109,PITFIELD,RD, ,M1S,4341792,E4108,2012-05-28,2012-10-18,2016-04-05,Closed,"New single family dwellling, original house to be demolished",1200000
12 189155 BLD,New Houses,SFD - Detached,New Building,15,KILLDEER,CRES, ,M4G,26777,N2601,2012-06-08,2012-09-04,2016-01-18,Closed,Two storey dwelling with attached garage at grade,600000
12 191929 BLD,New Houses,SFD - Detached,New Building,6,RENNIE,TER, ,M6S,857994,W1309,2012-06-13,2012-10-05,2016-08-24,Closed,Proposal to construct two storey single family dwelling with integral garage and deck,900000
12 224761 BLD,New Houses,SFD - Detached,New Building,15,LICHEN,PL, ,M3A,8236915,N3404,2012-08-07,2012-11-14,2016-05-06,Closed,Two storey single family dwelling with integral gargae at grade and finished basement.,550000
12 233172 BLD,New Houses,SFD - Detached,New Building,233,ELMWOOD,AVE, ,M2N,512020,N2304,2012-08-21,2012-09-27,2016-11-29,Closed,Two storey dwelling with integral at grade two car garage and finished basement.,700000
12 233929 BLD,New Building,Apartment Building,New Building,2150,LAWRENCE,AVE,E,M1R,3497299,E3703,2012-08-22,2014-09-22,2016-07-08,Closed,construct a 19 storey condominium with 227 units,26000000
12 234865 BLD,New Houses,SFD - Detached,New Building,398,PRINCESS,AVE, ,M2N,553222,N2304,2012-08-23,2012-12-05,2016-02-10,Closed,Two storey dwelling with integral two car garage at grade.,775000
12 247171 BLD,New Houses,SFD - Detached,New Building,1054,LILLIAN,ST, ,M2M,3252296,N2401,2012-09-14,2013-05-22,2016-01-25,Closed,Two storey detached dwelling with integral at grade garage and finished basement.,725000
12 249832 BLD,New Houses,SFD - Detached,New Building,92,PRINCESS,AVE, ,M2N,553082,N2304,2012-09-19,2012-10-26,2016-11-18,Closed,2 storey dwelling with attached garage at grade,738144
12 252339 BLD,New Houses,SFD - Detached,New Building,48,DOUGLAS,CRES, ,M4W,7337706,S2901,2012-09-24,2012-11-20,2016-07-08,Closed,"PROPOSAL TO CONSTRUCT NEW TWO STOREY DETATCHED DWELLING (345.79 m2)
SINGLE FAMILY DWELLING",600000
12 258625 BLD,New Houses,SFD - Detached,New Building,84,HEATHCOTE,AVE, ,M2L,9963260,N2502,2012-10-04,2012-12-24,2016-01-04,Closed,"Two storey single family dwelling with three car garage at grade, with finished basement",1000000
12 260361 BLD,New Building,Apartment Building,New Building,88,SHEPPARD,AVE,E,   ,30028638,N2304,2012-10-10,2014-05-21,2016-08-22,Closed,"34 storey residential apartment building with green roofs above the two and four storey residential portions, 359 dwelling units, linked (mechanically and electrically) with 2 blocks of three storey residential townhouses containing a total of 16 dwelling units all above three levels of underground parking",75000000
12 261952 BLD,New Houses,SFD - Detached,New Building,20,HEMFORD,CRES, ,M3B,526064,N2505,2012-10-12,2012-11-06,2016-10-04,Closed,Two storey single family dwelling with integral at grade garage and unfinished basement.,600000
12 268470 BLD,New Houses,SFD - Detached,New Building,18,DENEWOOD,CRES, ,M3B,506973,N2504,2012-10-25,2012-11-19,2016-11-07,Closed,Two storey dwelling with attached garage at grade,1600000
12 281454 BLD,New Houses,SFD - Detached,New Building,34,EDGEVALLEY,DR, ,M9A,998588,W0406,2012-11-19,2013-02-13,2016-11-15,Closed,Proposal to construct new 2 storey detached sfd,900000
12 283363 BLD,New Houses,SFD - Detached,New Building,30,BURNHAMTHORPE PARK,BLVD, ,M9A,10774915,W0502,2012-11-22,2012-12-12,2016-09-09,Closed,Construction of new 2 storey detached sfd with integral garage,600000
12 287485 BLD,Building Additions/Alterations,Multiple Use/Non Residential,Interior Alterations,1130,BATHURST,ST, ,M5R,13319673,S2108,2012-11-30,2012-12-06,2016-03-15,Closed,Proposal for interior alterations to existing graphics/printing room in the basement of  TTC building.  Proposal to add vapour barrier and a new HVAC system.  Convenience address is 1138 Bathurst St.,800000
12 295020 BLD,New Houses,SFD - Detached,New Building,303,LAKE PROMENADE, , ,M8W,5729333,W0605,2012-12-17,2013-05-16,2016-05-31,Closed,Construct new (2) storey dwelling with attached garage.,2500000
12 296436 BLD,New Houses,SFD - Detached,New Building,350,JOICEY,BLVD, ,M5M,532058,N1602,2012-12-20,2014-06-12,2016-10-21,Closed,Two storey single family dwelling with integral at grade garage and finished basement.,850000
12 296723 BLD,New Building,Apartment Building,New Building,299,ROEHAMPTON,AVE, ,M4P,7651227,S2201,2012-12-20,2014-04-15,2016-02-18,Closed,"Demo existing 2 storey townhouse development consisting of 7 rental units on North East portion of existing 'lot' which consists of # 299 Roehampton Ave.(Area B) and # 322 Eglinton Ave. East (Area A) to remain;  and construct new 16 storey apartment building with 221 Dwelling Units (Area C), 1 Storey Recreation Centre (Area D) for the exclusive use of Residents of the 'lot', and new vehicular ramp enclosure (Area E). One vehicular ramp to the underground garage will also be demolished
Parking to be within the existing 2 levels of the underground garage which is shared by all three towers.
Existing vehicular access from Roehampton Ave. and Rawlinson Ave will remain from these streets but will be relocated. New surface drive aisles are proposed.
See also 12 296716 DEM, 12 244374 STE, 12 149734 ZPR, 12 149122 MV and Final and Binding A0248/12TEY.",37000000
12 298613 BLD,New Houses,SFD - Detached,New Building,69,BLYTH HILL,RD, ,M4N,490844,N2508,2012-12-31,2013-06-27,2016-02-18,Closed,Two storey single family dwelling with below grade garage and finished basement as per committee decision. Existing dwelling already demolished (05-125889) and cabana constructed under permit (05-125905),785360
13 100817 BLD,New Houses,SFD - Detached,New Building,106,KINGSDALE,AVE, ,M2N,533735,N2304,2013-01-03,2013-10-02,2016-06-17,Closed,Two storey single family dwelling with integral at grade garage and finished basement.,700000
13 108330 BLD,New Building,Apartment Building,New Building,80,ESTHER LORRIE,DR, ,   ,30033018,W0203,2013-01-18,2014-09-26,2016-05-02,Closed,"Construct new (12) storey residential condo with (260) units, (1) dwelling room and (3) levels of underground parking.",37765500
13 110614 BLD,New Houses,SFD - Detached,New Building,1,FORDHAM,PL, ,M3B,517303,N2505,2013-01-24,2013-04-11,2016-01-25,Closed,Two storey single family dwelling with integral garage at grade,700000
13 111866 BLD,New Houses,SFD - Detached,New Building,15,CHELFORD,RD, ,M3B,498338,N2504,2013-01-28,2013-04-04,2016-07-18,Closed,Two storey dwelling with attached garage.,705288
13 119249 BLD,New Houses,SFD - Detached,New Building,14,LLOYDMINSTER,CRES, ,M2M,537588,N2401,2013-02-13,2013-04-16,2016-02-04,Closed,New two storey dwelling with attached garage.,725000
13 120649 BLD,New Houses,SFD - Detached,New Building,39,CLYDE,AVE, ,M5M,500897,N1602,2013-02-15,2013-05-30,2016-09-13,Closed,Two storey single family dwelling with attached garage and finished basement.,630000
13 123474 BLD,New Houses,SFD - Detached,New Building,99,BIDEWELL,AVE, ,M3H,8985729,N1005,2013-02-22,2013-07-12,2016-02-26,Closed,Two storey single family dwelling with integral garage at grade,709988
13 127563 BLD,New Houses,SFD - Detached,New Building,117,UPPER CANADA,DR, ,M2P,570914,N2501,2013-03-04,2013-06-07,2016-02-11,Closed,Two storey single family dwelling with at grade two car garage and finished basement.,775000
13 128848 BLD,New Houses,SFD - Detached,New Building,10,MANOR HAVEN,RD, ,M6A,539732,N1502,2013-03-06,2013-09-10,2016-02-01,Closed,Two storey single family dwelling with integral at grade garage and finished basement.,552000
13 141218 BLD,New Houses,SFD - Detached,New Building,33,BAYVIEW,WOOD, ,M4N,11575344,N2508,2013-03-27,2013-06-11,2016-02-18,Closed,Two storey single family dwelling with integral at grade garage and finished basement.,750000
13 147105 BLD,New Building,Mixed Use/Res w Non Res,New Building,1960,QUEEN,ST,E,M4L,9980067,S3209,2013-04-09,2014-07-03,2016-09-09,Closed,"Proposal to construct a 6 sty condo with ground floor retail, 2 levels of underground parking, and 28 residential units. See active Demo permit.
",8000000
13 147632 BLD,New Houses,SFD - Detached,New Building,21,DACRE,CRES, ,M6S,789404,W1310,2013-04-10,2013-07-23,2016-11-18,Closed,To construct new 3 storey single family detached dwelling with integral garage.,800000
13 155357 BLD,New Building,Mixed Use/Res w Non Res,New Building,3087,DANFORTH,AVE, ,M1L,325384,E3506,2013-04-23,2015-01-21,2016-11-03,Closed,"Proposed 4 storey affordable housing building containing 20 dwelling units.  A total of 5 surface vehicle parking spaces are proposed on site with access from the rear public lane off Thora Avenue, and 18 bicycle spaces.  Revised design reflects a Danforth Ave. road widening, increased building setback from Thora Ave., and reallocation of first floor spaces with increased retail space and garbage room moved to the rear. Has Final and Binding approval for variance relating to setbacks (from Danforth Rd. and for ground floor residential units), parking reductions and rear angular plane.",3000000
13 159298 BLD,New Houses,SFD - Detached,New Building,13,EDMONTON,RD, ,M2J,30028984,N3304,2013-04-30,2013-10-07,2016-06-16,Closed,Two storey single family dwelling with integral garage at grade,600000
13 160797 BLD,New Houses,SFD - Detached,New Building,122,ESTELLE,AVE, ,M2N,7155121,N2303,2013-05-02,2013-06-07,2016-11-30,Closed,Three storey single family dwelling with integral garage at grade.,650000
13 162501 BLD,New Houses,SFD - Detached,New Building,101,CHESTNUT HILLS,PKWY, ,M9A,7195885,W0405,2013-05-06,2013-06-25,2016-04-18,Closed,Proposal to construct new two storey single family detached dwelling with attached garage.,650000
13 163056 BLD,New Houses,SFD - Detached,New Building,5,BERKINDALE,CRES, ,M2L,3310466,N2502,2013-05-06,2013-08-07,2016-03-17,Closed,Two storey single family dwelling with integral garage at grade,850000
13 164196 BLD,New Houses,SFD - Detached,New Building,83,EASTVILLE,AVE, ,M1M,330267,E3610,2013-05-07,2013-11-21,2016-02-26,Closed,"New 2 storey SFD, existing house to be demolished",950000
13 165227 BLD,New Houses,SFD - Detached,New Building,48,DUNLOE,RD, ,M5P,797806,S2202,2013-05-08,2013-08-19,2016-01-27,Closed,Proposal to construct new two storey detached single family dwelling with a basement garage (see 12-292008 ZPR and 12-292054 MV),1500000
13 174809 BLD,New Houses,SFD - Detached,New Building,46,EASTGLEN,CRES, ,M9B,997881,W0305,2013-05-27,2014-07-31,2016-08-23,Closed,Proposal to construct new 2 storey sfd-detached with integral garage,550000
13 182951 BLD,New Houses,SFD - Detached,New Building,112,HOUNSLOW,AVE, ,M2N,7094599,N2302,2013-06-06,2013-09-17,2016-12-02,Closed,Two storey single family dwelling with integral at grade two car garage and finished basement.,675000
13 185658 BLD,New Houses,SFD - Detached,New Building,280,ELLERSLIE,AVE, ,M2R,511558,N2302,2013-06-11,2013-09-20,2016-05-27,Closed,Two storey single family dwelling with integral garage,700000
13 186698 BLD,New Houses,SFD - Detached,New Building,75,BROOKE,AVE, ,M5M,493069,N1602,2013-06-12,2013-07-30,2016-06-20,Closed,New two storey dwelling with attached garage.,510000
13 187458 BLD,New Houses,SFD - Detached,New Building,179,EDENBRIDGE,DR, ,M9A,998151,W0406,2013-06-13,2013-08-30,2016-07-06,Closed,To construct new 3 storey single family dwelling.,900000
13 187539 BLD,New Houses,SFD - Detached,New Building,0,EDENBRIDGE,DR, ,   ,,W0406,2013-06-13,2013-09-10,2016-09-07,Closed,To construct new 3 storey single family detached dwelling.,900000
13 190118 BLD,New Houses,SFD - Detached,New Building,336,PARKVIEW,AVE, ,M2N,3315967,N2303,2013-06-18,2013-10-01,2016-12-20,Closed,New three storey single family dwelling with attached garage.,640000
13 193069 BLD,New Houses,SFD - Detached,New Building,30,PALOMINO,CRES, ,M2K,548657,N2405,2013-06-24,2013-09-03,2016-03-24,Closed,Two storey single family dwelling with integral garage at grade,630920
13 196271 BLD,New Houses,SFD - Detached,New Building,46,PRINCESS,AVE, ,M2N,553061,N2304,2013-06-28,2013-10-10,2016-01-22,Closed,2 storey detached single family dwelling with integral garage and finished basement,693496
