Permit_Num,Permit_Type,Structure_Type,Work,Street_Num,Street_Name,Street_Type,Street_Direction,Postal,Geo_Id,Ward_Grid,Application_Date,Issued_Date,Completed_Date,Status,Description,Est_Const_Cost
23 160540 BLD,New Houses,SFD - Detached,New Building,40,RIVERVIEW,DR, ,M4N,7797050,N1525,2023-06-14,2023-08-15,,Permit Issued,PROPOSED: NEW TWO STOREY DWELLING WITH AT GRADE GARAGE,1000000
23 160558 BLD,New Houses,SFD - Detached,New Building,284,GLENCAIRN,AVE, ,M5N,812086,N0829,2023-06-14,2023-11-17,,Permit Issued,Proposal to construct a new 2 storey single family dwelling and demolish the existing 1 storey single family dwelling,2500000
23 160598 BLD,New Houses,SFD - Detached,New Building,310,PATRICIA,AVE, ,M2R,549939,N1822,2023-06-14,2023-09-18,,Inspection,"Proposal to construct a two storey dwelling with attached garage, finished basement, front porch, rear deck and walkout ",900000
23 160727 BLD,New Houses,SFD - Detached,New Building,173,WOBURN,AVE, ,M5M,884749,N0825,2023-06-14,2023-12-13,,Permit Issued,"Proposal to construct a new 3 storey SFD-detached dwelling with a finished basement. See also 23 160720 DEM, 23 106422 ZAP, 23 114697 MV.",750000
23 160802 BLD,New Houses,SFD - Detached,New Building,12,OTTER,CRES, ,M5N,547900,N0828,2023-06-14,2023-07-28,,Inspection,Proposed new two storey dwlling with attched garage.,1400000
23 161085 BLD,New Houses,SFD - Detached,New Building,50,RIDGEVALLEY,CRES, ,M9A,5947259,W0229,2023-06-15,2023-07-31,,Inspection,"Proposal to construct a new 2 storey SFD-detached dwelling with an integral garage and a finished basement. See also 23 161073 DEM, 22 114542 ZZC and 22 180993 MV.",2500000
23 161489 BLD,New Houses,SFD - Detached,New Building,26,KESTELL,LANE, ,M3A,533403,N1624,2023-06-15,2023-08-23,,Inspection,Proposal to construct a new 2 storey single family dwelling and demolish existing 1 storey single family dwelling,1000000
23 161673 BLD,New Houses,SFD - Detached,New Building,126,SANTA BARBARA,RD, ,M2N,559705,N1824,2023-06-16,2023-07-24,,Inspection,To demolish existing dwelling and construct a new two storey dwelling with integral garage,1000000
23 161826 BLD,New Houses,SFD - Detached,New Building,74,SIR WILLIAMS,LANE, ,M9A,1032652,W0228,2023-06-16,2023-06-29,,Inspection,"Proposal to construct a two storey detached SFD with an integral garage, covered front and rear porches, rear yard terrace with basement walkout, finished basement and an elevator. ",1800000
23 161849 BLD,New Houses,SFD - Detached,New Building,18,SUNNYDALE,DR, ,M8Y,1035205,W0328,2023-06-16,2023-08-22,,Permit Issued,CONSTRUCT 2 STOREY STONE & STUCCO DWELLING,780000
23 163153 BLD,New Houses,SFD - Detached,New Building,282,SANDRINGHAM,DR, ,M3H,559601,N0630,2023-06-19,2023-07-31,,Inspection,To demolish existing dwelling and construct a new two storey dwelling with integral garage,800000
23 163171 BLD,New Houses,SFD - Detached,New Building,25,KIRKTON,RD, ,M3H,534206,N0630,2023-06-19,2023-07-31,,Inspection,Proposal to construct a new 2 storey single family dwelling and demolish the existing 2 storey single family dwelling,1000000
23 163416 BLD,New Houses,SFD - Detached,New Building,335,HORSHAM,AVE, ,M2R,529143,N1824,2023-06-20,2023-08-14,,Inspection,"PART 2 - West Lot, 335 Horsham AveProposal to construct a new 2 storey SFD-detached dwelling with an integral garage and a finished basement. See also 23 163401 DEM, 21 178898 ZZC and 20 112652 TLAB.",1200000
23 163426 BLD,New Houses,SFD - Detached,New Building,335,HORSHAM,AVE, ,M2R,529143,N1824,2023-06-20,2023-08-14,,Inspection,"PART 1 - East Lot, 333 Horsham AveProposal to construct a new 2 storey SFD-detached dwelling with an integral garage and a finished basement. See also 23 163401 DEM, 21 179706 ZZC and 20 112653 TLAB.",1200000
23 164174 BLD,New Houses,SFD - Detached,New Building,360,WOODMOUNT,AVE, ,M4C,38022,S1925,2023-06-21,2023-07-07,,Inspection,Proposal to construct a new 2 storey single family dwelling and demolish the existing 1 storey single family dwelling,700000
23 164381 BLD,New Houses,SFD - Detached,New Building,64,LAVINIA,AVE, ,M6S,831810,S0430,2023-06-21,2023-07-14,,Inspection,"Proposed demolition of existing single family dwelling detached, shoring work for excavation and construction of two-storey single family detached dwelling with integral garage.",1200000
23 164413 BLD,Building Additions/Alterations,Apartment Building,Interior Alterations,1884,DAVENPORT,RD, ,M6N,2216169,S0926,2023-06-21,2023-09-19,,Permit Issued,"Renovation to common areas of residential building - the recreation room, including a new accessible kitchen; Two new universal washrooms; Renovation to the laundry room, including a new barrier-free washroom; Renovation to the drop-off area; Accessibility upgrades throughout.",854000
23 164713 BLD,New Houses,SFD - Detached,New Building,70,ABITIBI,AVE, ,M2M,481026,N1823,2023-06-22,2023-07-25,,Inspection,Proposal to construct a new two storey single family dwelling.,900000
23 166014 BLD,New Houses,SFD - Detached,New Building,56,PERGOLA,RD, ,M9W,10154671,W0128,2023-06-26,2023-10-23,,Permit Issued,Proposal to demolish existing detached house and construct a new two-storey single family detached house with an attached garage.,525000
23 166397 BLD,New Houses,SFD - Detached,New Building,56,DUNCANNON,DR, ,M5P,8202861,S1226,2023-06-26,2024-02-29,,Permit Issued,Proposed New Single Family Dwelling 3-Storey Detached House with a front yard parking and a swimming pool at the rear yard. Existing House will be demolished. ,700000
23 166753 BLD,New Houses,SFD - Detached,New Building,115,CATALINA,DR, ,M1M,317278,E2434,2023-06-27,2023-07-20,,Inspection,"Proposal to demolish existing dwelling to construct new two storey Single Family Dwelling with finished walkout basement, integral garage, rear deck and two second storey balcony",800000
23 167204 BLD,New Houses,SFD - Detached,New Building,30,HARTFIELD,CRT, ,M9A,1006080,W0229,2023-06-28,2023-08-17,,Inspection,Proposed demolition of the existing dwelling and construction of a new 2-storey single family detached dwelling.,1600000
23 167702 BLD,Building Additions/Alterations,Multiple Unit Building,Interior Alterations,299,CAMPBELL,AVE, ,M6P,8293004,S0929,2023-06-29,2023-07-31,,Permit Issued,Interior renovation for new Toronto Public Library tenant fit-out on ground floor ,3600000
23 167914 BLD,New Houses,SFD - Detached,New Building,54,GLENVIEW,AVE, ,M4R,2767780,N0829,2023-06-29,2023-08-09,,Inspection,Proposal for constructing a new 2-storey dweilling with finished basement,1400000
23 168134 BLD,New Houses,SFD - Detached,New Building,71,LYNDHURST,AVE, ,M5R,835241,S1236,2023-06-30,2023-08-04,,Inspection,"Demolish existing two story house, build new three story house and shed.",1800000
23 168329 BLD,New Houses,SFD - Detached,New Building,90,JOHNSTON,AVE, ,M2N,531704,N1827,2023-06-30,2023-11-28,,Permit Issued,Proposal to construct a new 2 storey SFD-detached dwelling with an integral garage and a finished basement. See also 22 191280 ZAP and 17 221530 TLAB.,1000000
23 168351 BLD,New Houses,SFD - Detached,New Building,90,JOHNSTON,AVE, ,M2N,531704,N1827,2023-06-30,2024-02-28,,Permit Issued,Proposal to construct a new 2 storey SFD-detached dwelling with an integral garage and a finished basement. See also 22 191287 ZAP and 17 221531 TLAB.,1000000
23 169238 BLD,New Houses,SFD - Detached,New Building,36,GLENORCHY,RD, ,M3C,521696,N1528,2023-07-04,2023-08-29,,Inspection,"Proposal to construct a new detached two storey dwelling that contains a finished basement with an outdoor room, elevator, integral garage, rear covered terrace, basement walkout and a front porch.",1000000
23 169330 BLD,New Houses,SFD - Detached,New Building,18,TAYLORWOOD,DR, ,M9A,7795059,W0230,2023-07-04,2023-10-18,,Permit Issued,"Construction of proposed 2-storey dwelling with attached garage, front & rear covered porches and rear uncovered porch and balcony",2445000
23 169361 BLD,New Houses,SFD - Detached,New Building,103,BEVDALE,RD, ,M2R,7641468,N1824,2023-07-04,2023-08-22,,Permit Issued,CONSTRUCTION OF NEW 2-STOREY DETACHED HOUSE,1000000
23 169811 BLD,New Houses,SFD - Detached,New Building - By Renovation,4,ALAMOSA,DR, ,M2J,7949867,N1726,2023-07-05,2023-08-08,,Inspection,PROPOSED: New build by renovation - add additional area on the existing basement,600000
23 169843 BLD,New Houses,SFD - Detached,New Building,20,LYTTON,BLVD, ,M4R,10154372,N0829,2023-07-05,2023-08-17,,Inspection,"New 2 storey detached sfd with integral garage, finished basment, porch and deck",850000
23 169949 BLD,New Houses,SFD - Detached,New Building,18,BELL ROYAL,CRT, ,M9A,986766,W0230,2023-07-05,2023-08-17,,Inspection,PROPOSED NEW 2 STOREY SINGLE FAMILY RESIDENCE,1500000
23 170537 BLD,New Houses,SFD - Detached,New Building,17,WHITMAN,ST, ,M2M,574986,N1823,2023-07-06,2023-09-08,,Permit Issued,Proposal to demolish the existing house and construct a new two storey dwelling with integral garage and finished basement.,1000000
23 170557 BLD,New Houses,SFD - Detached,New Building,293,BROOKE,AVE, ,M5M,493200,N0824,2023-07-06,2023-08-24,,Inspection,Proposal to construct a new 2 storey single family dwelling and demolish the existing 1 storey single family dwelling,1000000
23 170611 BLD,New Houses,SFD - Detached,New Building,22,VERWOOD,AVE, ,M3H,571847,N0629,2023-07-06,2023-11-27,,Permit Issued,Proposal for demolishing existing bungalow and construct new 2 storey family dwelling ,900000
23 170675 BLD,New Houses,SFD - Detached,New Building,50,EDGECOMBE,AVE, ,M5N,510966,N0828,2023-07-06,2023-09-18,,Permit Issued,Construction of proposed 2-storey dwelling with attached garage and rear covered porch,1289150
23 170902 BLD,New Houses,SFD - Detached,New Building,6,PARK,ST, ,M1N,370873,E2031,2023-07-07,2023-08-18,,Inspection,Demolish existing house for new custom house,600000
23 170989 BLD,New Houses,SFD - Detached,New Building,229,HILLSDALE,AVE,E,M4S,7324135,S1228,2023-07-07,2023-09-07,,Inspection,"Proposal to construct a New 3-Storey SFD-detached dwelling (raised basement) with an integral garage and finished basement. See also 23 170962 DEM, 22 196194 ZAP and 22 227422 MV.",1000000
23 171166 BLD,New Houses,2 Unit - Detached,New Building,116,HOLCOLM,RD, ,M2N,7122934,N1824,2023-07-07,2023-08-23,,Inspection,"Proposal to construct a two storey two unit (basement) with an integral garage, elevator, front porch, basement walkout, two rear second storey balconies and a rear deck. ",1250208
23 172074 BLD,New Houses,SFD - Detached,New Building,397,ELM,RD, ,M5M,511731,N0824,2023-07-10,2023-09-05,,Inspection,Proposal to demolish existing SFD and construct a new 2-storey detached SFD with integral garage.,1000000
23 172121 BLD,New Houses,SFD - Detached,New Building,32,PAGE,AVE, ,M2K,548399,N1725,2023-07-10,2023-09-21,,Inspection,Proposal for demolishing Existing house and build a new 2 storey dwelling,1000000
23 172315 BLD,New Houses,2 Unit - Detached,New Building,11,BURKE,ST, ,M2M,7274305,N1822,2023-07-10,2023-10-13,,Inspection,"Proposal for demolishing existing building, Constructiong new family dwelling with attached garage and finished basement with a secondary suite.",1600000
23 172558 BLD,Building Additions/Alterations,Multiple Use/Non Residential,Interior Alterations,181,BAY,ST, ,M5J,10224291,S1337,2023-07-11,2023-07-19,,Inspection,Proposal for interior alterations to existing office space - SUITE 4210,1382000
23 172750 BLD,New Houses,SFD - Detached,New Building,424,ROSEMARY,RD, ,M5P,10841192,S1225,2023-07-11,2023-08-30,,Inspection,"Three storey dwelling with attached garage, front porch, rear deck and third floor balcony",1000000
23 172799 BLD,New Houses,SFD - Detached,New Building,5,TODD,RD, ,M1S,391903,E2327,2023-07-11,2023-10-26,,Permit Issued,"Two storey dwelling with attached garage, rear deck and basement walkout.  See permit 23-107172 BLD for garden suite.",600000
23 173428 BLD,New Houses,SFD - Detached,New Building,345,BRIAR HILL,AVE, ,M4R,775756,N0833,2023-07-12,2023-09-25,,Inspection,Proposal to demolish existing dwelling and construct a new 2 storey dwelling ,1500000
23 173718 BLD,New Houses,SFD - Detached,New Building,171,ELMWOOD,AVE, ,M2N,511976,N1826,2023-07-13,2023-08-01,,Inspection,"Proposal to demolish existing dwelling to sever lot into two parcels and construct new two storey Single Family Dwelling with finished walkout basement, integral garage and rear deck",1000000
23 173728 BLD,New Houses,SFD - Detached,New Building,91,DRAYTON,AVE, ,M4C,7792101,S1931,2023-07-13,2023-09-08,,Permit Issued,"PROPOSED: demolish an existing one-storey wood frame dwelling down the foundation, which is to remain. A new two-storey wood frame structure with a rear addition is to be constructed on the existing foundations.",600000
23 173765 BLD,New Houses,SFD - Detached,New Building,191,ASHDALE,AVE, ,M4L,764505,S1439,2023-07-13,2023-09-25,,Inspection,"Proposal to construct a new 2 storey SFD-detached dwelling with integral garage and finished basement with a secondary suite. See also 23 173715 DEM, 21 124629 ZZC and 21 211170 MV.",1035300
23 173796 BLD,New Houses,SFD - Detached,New Building,171,ELMWOOD,AVE, ,M2N,511976,N1826,2023-07-13,2023-08-14,,Inspection,"Proposal to demolish existing dwelling to sever lot into two parcels and construct new two storey Single Family Dwelling with finished walkout basement, integral garage and rear deck",1000000
23 173875 BLD,New Houses,SFD - Detached,New Building,338,HORSHAM,AVE, ,M2R,529145,N1824,2023-07-13,2023-09-13,,Inspection,"Proposal to demolish existing dwelling and sever lot to construct new two storey Single Family Dwelling with finished walkout basement, integral garage and rear deck",1000000
23 174043 BLD,New Houses,SFD - Detached,New Building,430,MANOR,RD,E,M4S,10486918,N1530,2023-07-13,2023-09-25,,Inspection,Proposal to demolish existing dwelling to construct new two storey Single Family Dwelling with finished basement and concrete patio at rear,1000000
23 174067 BLD,New Houses,SFD - Detached,New Building,10,ALMONT,RD, ,M3H,482139,N0629,2023-07-13,2023-08-14,,Inspection,New 2 storey SFD with internal garage. 9.7 M X 14.465 X 9.9 high,600000
23 174334 BLD,New Houses,SFD - Detached,New Building,7,DEREK,DR, ,M1C,327717,E2532,2023-07-14,2023-09-18,,Inspection,Proposal for New 2 storey detached single dwelling unit with basement walkout ,1800000
23 174351 BLD,New Houses,SFD - Detached,New Building,338,HORSHAM,AVE, ,M2R,529145,N1824,2023-07-14,2023-09-13,,Inspection,"Proposal to demolish existing dwelling and sever lot to construct new two storey Single Family Dwelling with finished walkout basement, integral garage and rear deck",1000000
23 174404 BLD,Building Additions/Alterations,Multiple Use/Non Residential,Interior Alterations,100,SORAUREN,AVE, ,M6R,869030,S0435,2023-07-14,2023-08-16,,Inspection,"Full gut interior renovation, including new mechanical, plumbing, electrical systems, building envelope upgrades, including new windows and skylights to the existing commercial/residential building.  No change of Use.",1500000
23 174520 BLD,New Houses,SFD - Detached,New Building,335,OLD ORCHARD,GRV, ,M5M,848222,N0825,2023-07-14,2023-08-29,,Permit Issued,Proposal to construct a new two-storey single family detached dwelling with attached garage. (attached underground),1500000
23 175641 BLD,New Houses,SFD - Detached,New Building,39,KINGSGARDEN,RD, ,M8X,1010974,W0322,2023-07-17,2023-09-18,,Inspection,NEW 3-STY DWELLING ,950000
23 176300 BLD,New Houses,SFD - Detached,New Building,94,PRINCE EDWARD,DR,S,   ,6942710,W0328,2023-07-18,2023-09-20,,Inspection,Proposed to construct a new house with a semi-detached garage in the rear yard.,750000
23 176357 BLD,Small Residential Projects,2 Unit - Detached,Second Suite (New),26,WEDGEWOOD,DR, ,M2M,11530086,N1823,2023-07-18,2023-10-10,,Inspection,Poposal of a new secondary suite in the basement,1000000
23 176676 BLD,New Houses,SFD - Detached,New Building,94,PRINCE EDWARD,DR,S,   ,6942710,W0328,2023-07-19,2023-10-02,,Inspection,Proposed to construct a new house with a semi-detached garage in the rear yard.,750000
23 176718 BLD,New Houses,2 Unit - Detached,New Building,11,OAKFIELD,DR, ,M8Y,1022090,W0328,2023-07-19,2023-12-13,,Permit Issued,Proposal to construct a new 2 storey 2 unit dwellings and demolish the existing 1 storey single family dwelling,700000
23 176897 BLD,New Houses,SFD - Detached,New Building,11,KIRKLAND,BLVD, ,M6A,534161,N0823,2023-07-19,2023-08-21,,Inspection,Proposal to construct a new 2 storey single family dwelling and demolish the existing 1 storey single family dwelling,1000000
23 176974 BLD,New Houses,SFD - Detached,New Building,83,FARNINGHAM,CRES, ,M9B,10494915,W0227,2023-07-19,2023-09-19,,Inspection,"Proposal to demolish existing dwelling to construct new two storey Single Family Dwelling with finished basement, integral garage and rear deck",700000
23 177294 BLD,New Houses,SFD - Detached,New Building,61,BABY POINT,CRES, ,M6S,10636663,S0425,2023-07-20,2023-10-18,,Permit Issued,PROPOSED: To construct a new 2.5 storey single family detached residential home.  The finished basement area is 196.6 m2 ,9600000
23 177594 BLD,New Houses,SFD - Detached,New Building,160,FOREST HILL,RD, ,M5P,805858,S1226,2023-07-20,2023-09-11,,Permit Issued,Construct a New Single Family Dwelling 3-Storey Detached House. Existing house will be demolished. ,1000000
23 177668 BLD,Building Additions/Alterations,Multiple Unit Building,Interior Alterations,33,LOMBARD,ST, ,   ,14258504,S1334,2023-07-20,2023-09-08,,Permit Issued,Proposal for interior alteration - Replacement of (2) existing machine-room less parking garage service elevators with (2) new machine-room type elevators,1500000
23 177972 BLD,New Houses,SFD - Detached,New Building,425,RUSSELL HILL,RD, ,M5P,864155,S1226,2023-07-21,2023-09-20,,Permit Issued,"Proposal to demolish existing dwelling to construct new three (3) storey Single Family Dwelling with finished walkout basement, integral garage with car lift, rear deck and third storey balcony ",3500000
23 178144 BLD,New Houses,SFD - Detached,New Building,41,SHAVER,AVE,S,M9B,1031609,W0323,2023-07-21,2024-01-04,,Permit Issued,Proposal to construct a new 2 storey single family dwelling and demolish the existing 2 storey single family dwelling,750000
23 178830 BLD,New Houses,SFD - Detached,New Building,109,LARKFIELD,DR, ,M3B,535282,N1524,2023-07-24,2023-08-10,,Permit Issued,Proposal to construct a new two storey single family detached dwelling (398.78m2) with a finished basement (276.48m2). See related files 22-115599 ZAP and C of A file A0560/22NY.,1000000
23 178882 BLD,New Houses,SFD - Detached,New Building,21,EARLTON,RD, ,M1T,329795,E2232,2023-07-24,2023-11-28,,Permit Issued,Proposal to construct a new 2 storey SFD-detached dwelling with an integral garage and an unfinished basement. See also 23 160766 ZAP.,1000000
23 179296 BLD,New Houses,3+ Unit - Detached,New Building,68,WESTHOLME,AVE, ,M6P,881541,S0423,2023-07-25,2023-12-01,,Permit Issued,Proposal to demolish the existing single family detached dwelling and construct a new detached triplex.,950000
23 179560 BLD,Small Residential Projects,SFD - Detached,Interior Alterations,60,FAIRMEADOW,AVE, ,M2P,14639740,N1521,2023-07-25,2023-08-08,,Permit Issued,"Proposed Interior alterations to the basement, main & second floor of the existing SFD.",700000
23 179692 BLD,New Houses,SFD - Detached,New Building,110,MAYBOURNE,AVE, ,M1L,360836,E2028,2023-07-25,2023-10-23,,Inspection,Proposal to demolish existing 2 storey dwelling and sever it into two new 2 storey fetached dwelling with detached garage - 110 A Maybourne Avenue,1000000
23 179695 BLD,New Houses,SFD - Detached,New Building,110,MAYBOURNE,AVE, ,M1L,360836,E2028,2023-07-25,2023-11-03,,Inspection,Proposal to demolish existing 2 storey dwelling and sever it into two new 2 storey fetached dwelling with detached garage - 110 B Maybourne Avenue,1000000
23 179769 BLD,Building Additions/Alterations,Apartment Building,Interior Alterations,40,ASQUITH,AVE, ,M4W,8677172,S1129,2023-07-25,2023-08-25,,Inspection,Architectural works for enclosing the ductwork in suites included in building permit 21 216756 MSA 00 MS,3314105
23 179839 BLD,New Houses,SFD - Detached,New Building,65,EDGECROFT,RD, ,M8Z,7793420,W0326,2023-07-26,2023-09-12,,Inspection,"Proposal to demolish existing dwelling to construct new two storey Single Family Dwelling with finished walkout basement, integral garage and rear deck",700000
23 179903 BLD,New Houses,SFD - Detached,New Building,21,SIXTEENTH,ST, ,M8V,1032724,W0335,2023-07-26,2023-09-19,,Inspection,To demolish existing dwelling and construct a new two storey dwelling,700000
23 179986 BLD,New Houses,SFD - Detached,New Building,11,PARKCREST,DR, ,M1M,370981,E2027,2023-07-26,2023-10-06,,Permit Issued,"Proposal to demolish existing dwelling to construct new two storey Single Family Dwelling with finished walkout basement, integral garage, rear deck, proposal also includes a cabana in the rear yard",1000000
23 179995 BLD,New Houses,SFD - Detached,New Building,18,BALMY,AVE, ,M4E,766809,S1942,2023-07-26,2023-09-07,,Inspection,Proposal to construct a new 3 storey SFD-detached dwelling with a finished basement. See also 23 179975 DEM and 23 144909 ZAP.,900000
23 180170 BLD,New Houses,SFD - Detached,New Building,15,ROSEMARY,LANE, ,M5P,861751,S1225,2023-07-26,2023-08-30,,Permit Issued,To demolish existing dwelling and construct a new two storey dwelling.,570000
23 180209 BLD,Small Residential Projects,SFD - Detached,Interior Alterations,7,SHADY OAKS,CRES, ,M3C,7683665,N1528,2023-07-26,2023-11-09,,Permit Issued,Proposal to renovate the existing house and construct new window projection addition to the front and back. ,600000
23 180415 BLD,New Houses,SFD - Detached,New Building,21,ELMONT,DR, ,M4B,22651,S1927,2023-07-27,2023-10-30,,Permit Issued,To demolish existing dwelling and construct a new two storey dwelling,900000
23 180557 BLD,New Houses,SFD - Detached,New Building,76,BLUE ANCHOR,TRL, ,M1C,309707,E2536,2023-07-27,2023-10-17,,Inspection,Proposed demo of existing dwelling and construct new 2 storey SFD with a finished basement area of 137.42 square meters,700000
23 180998 BLD,New Houses,SFD - Detached,New Building,12,ABILENE,DR, ,M9A,981613,W0228,2023-07-27,2023-10-06,,Inspection,"Proposal to demolish existing dwelling to construct new two storey Single Family Dwelling with finished walkout basement, integral garage, rear covered patio",1200000
23 181354 BLD,New Houses,SFD - Detached,New Building,21,VERBENA,AVE, ,M6S,878197,S0430,2023-07-28,2023-09-28,,Permit Issued,"Proposal to construct a new three storey detached with an integral garage, finished basement. covered front porch, second and third storey rear balconies.",750000
23 182180 BLD,New Houses,SFD - Detached,New Building,60,ROSELAWN,AVE, ,M4R,8566653,N0833,2023-07-31,2023-12-08,,Permit Issued,"LOT A - Pending address is 530 Duplex AveProposal to construct a new 3 storey SFD-detached dwelling with an integral garage and a finished basement. See also 23 180761 DEM, 23 182148 DEM, 20 225623 ZZC and 2 127861 TLAB",800000
23 182201 BLD,New Houses,SFD - Detached,New Building,60,ROSELAWN,AVE, ,M4R,8566653,N0833,2023-07-31,2024-02-26,,Permit Issued,"LOT B - Pending address is 532 Duplex AveProposal to construct a new 3 storey SFD-detached dwelling with an integral garage and a finished basement. See also 23 180761 DEM, 23 182148 DEM, 20 225633 ZZC and 2 127862 TLAB",800000
23 182779 BLD,New Houses,SFD - Detached,New Building,342,MELROSE,ST, ,M8Z,1018262,W0332,2023-08-01,2024-02-26,,Permit Issued,Proposal to demolish existing dwelling to construct new two storey Single Family Dwelling with finished walkout basement,900000
23 183034 BLD,New Houses,SFD - Detached,New Building,45,WHITE,AVE, ,M1C,9085240,E2532,2023-08-01,2023-09-13,,Inspection,Proposal to demolish more than 50% of existing dwelling and reconstruct a new one storey detached dwelling with a covered front porch.,520000
23 183037 BLD,New Houses,SFD - Detached,New Building,11,AIRLEY,CRES, ,M4J,16713,S1423,2023-08-01,2023-09-05,,Inspection,Proposal to construct a new 2-storey dwelling.,600000
23 183076 BLD,New Houses,SFD - Detached,New Building,75,MACPHERSON,AVE, ,M5R,8680880,S1128,2023-08-01,2023-09-28,,Inspection,"Construct a New Single Family Dwelling 3-Storey Detached House with a detached garage/cabana (Ancillary Building), accessed via existing lane at the rear. (Existing SFD detached House will be demolished). ",700000
23 183504 BLD,New Houses,SFD - Detached,New Building,21,FRIARS,LANE, ,M9A,1002350,W0228,2023-08-02,2023-09-12,,Inspection,Proposal to construct a new 2 storey single family dwelling and demolish the existing 2 storey single family dwelling,1500000
23 183636 BLD,Building Additions/Alterations,Multiple Use/Non Residential,Interior Alterations,3401,DUFFERIN,ST, ,M6A,509769,N0823,2023-08-02,2023-08-17,,Inspection,"Landlord work only - Bring back to shell condition, redemise",600000
23 183667 BLD,New Houses,SFD - Detached,New Building,7,BROMLEY,CRES, ,M9A,990118,W0229,2023-08-02,2023-09-06,,Inspection,Proposal to construct a new 2-storey SFD and accessory structure in rear yard.,1100000
23 184104 BLD,New Houses,SFD - Detached,New Building,41,LYNNHAVEN,RD, ,M6A,539028,N0823,2023-08-03,2023-10-13,,Permit Issued,"Proposal to construct a new 2 storey SFD-detached dwelling with an integral garage and a finished basement. See also 23 184095 DEM, 22 239793 ZAP and 23 118780 MV.",600000
23 184292 BLD,New Houses,SFD - Detached,New Building,15,MONTRESSOR,DR, ,M2P,543712,N1521,2023-08-03,2023-09-18,,Inspection,To demolish existing dwelling and construct a new two storey dwelling with integral garage and finished basement,3000000
23 184629 BLD,New Houses,SFD - Detached,New Building,8,SUNBEAM,AVE, ,M3H,566425,N0629,2023-08-04,2023-08-22,,Inspection,Proposal to demolish existing bungalow and construct a new two storey dwelling (315m2) with finished basement (230.79m2).  See related ZAP folder 23-111983 and C of A file A0217/23NY.,1800000
23 185516 BLD,New Houses,SFD - Detached,New Building,36,KARNWOOD,DR, ,M1L,349493,E2021,2023-08-08,2023-09-07,,Inspection,PROPOSAL FOR NEW TWO STOREY DWELLING TO REPLACE EXIST. DWELLUNG UNIT,950000
23 186055 BLD,Building Additions/Alterations,Multiple Use/Non Residential,Interior Alterations,1800,SHEPPARD,AVE,E,M2J,14068149,N1727,2023-08-09,2023-11-08,,Permit Issued,"Proposal for interior alterations to convert retail space to an entertainment/amusement use with a  restaurant - UNIT CRU 2074, Fairview Mall, ""Playdium""",6529000
23 186125 BLD,New Houses,SFD - Detached,New Building,28,BOBMAR,RD, ,M1C,310096,E2532,2023-08-09,2023-11-10,,Permit Issued,Proposal to demolish existing dwelling and construct a new two storey dwelling with attached garage and finished basment.,1500000
23 186378 BLD,Building Additions/Alterations,Multiple Use/Non Residential,Interior Alterations,620,KING,ST,W,M5V,10223363,S1032,2023-08-09,2023-10-02,,Permit Issued,"Formerly Ascari & LOV restaurant spaces (A2) converted to a larger restaurant and utilizing some mechanical at P2 level (F2). This interior alteration permit will provide new doors, glass, interior finishes, kitchen equipment.  This alteration will all be tied into existing base building infrastructure. A2=703.2mÂ²; F2=26.4mÂ²",8000000
23 186596 BLD,New Houses,2 Unit - Detached,New Building,262,RANEE,AVE, ,M6A,10340686,N0823,2023-08-10,2023-09-22,,Permit Issued,"PROPOSED DETACHED 3 STOREY HOUSE WITH SECONDARY SUITE, FRONT CONCRETE PLATFORM,REAR 2 STOREY WOOD DECK AND BASEMENT WALK-OUT ENTRANCE.1ST FLOOR AREA =145.94m2, 2nd FLOOR AREA=169.89 m2 and 3rd FLOOR AREA =107.07 m2",1000000
23 186621 BLD,New Houses,SFD - Detached,New Building,23,PARK LANE,CRCL, ,M3B,549365,N1524,2023-08-10,2023-10-05,,Permit Issued,Proposed new SFD and terrace around the dwelling and demo of the old SFD,1000000
23 186667 BLD,New Houses,Triplex,New Building,798,DOVERCOURT,RD, ,M6H,794468,S0931,2023-08-10,2024-02-02,,Permit Issued,Proposal to demolish existing house and construct a new detached 3 storey - triplex.(22 182834 ZAP 00 ZR).,1500000
23 186793 BLD,New Houses,SFD - Detached,New Building,308,CEDARVALE,AVE, ,M4C,19168,S1929,2023-08-10,2023-11-22,,Permit Issued,Proposal to demolish existing dwelling and construct a new single family detached dwelling,750000
23 186869 BLD,New Houses,SFD - Detached,New Building,9,WALKER,RD, ,M2N,3121367,N1827,2023-08-10,2023-10-13,,Inspection,"Two storey dwelling with finished basement, front porch, rear deck and basement walkout.",800000
23 187022 BLD,New Houses,SFD - Semi-Detached,New Building,287,VALERMO,DR, ,M8W,9134202,W0331,2023-08-10,2024-01-12,,Permit Issued,Proposal to demolish existing dwelling and construct two new semi-detached dwelling,2000000
23 187024 BLD,New Houses,SFD - Semi-Detached,New Building,287,VALERMO,DR, ,M8W,9134202,W0331,2023-08-10,2024-02-27,,Permit Issued,Proposal to demolish existing dwelling and construct two new semi-detached dwelling,2000000
23 187209 BLD,New Houses,3+ Unit - Semi-detached,New Building,47,MORNINGSIDE,AVE, ,M6S,7570769,S0430,2023-08-11,2024-01-05,,Permit Issued,Proposal to demolish existing single family detached house and construct a 3 storey triplex,750000
