Permit_Num,Permit_Type,Structure_Type,Work,Street_Num,Street_Name,Street_Type,Street_Direction,Postal,Geo_Id,Ward_Grid,Application_Date,Issued_Date,Completed_Date,Status,Description,Est_Const_Cost,Address,Coordinates,Ward_Index,Ward
21 138865 BLD,Small Residential Projects,SFD - Detached,Interior Alterations,312,RHODES,AVE, ,M4L,858230.0,S1437,2021-04-10,2021-07-06,2022-04-16,Closed,"Proposed interior alterations to remove accent wall between kitchen and dinning room and create a powder room on ground floor, add 3 piece washroom in master bedroom and add laundary on second floor, and relocate washroom in basement of an existing dwellingExterior alterations to create an upper level platform at the front main wall, relocate exterior stairs at front and rear.",900000,"312,RHODES,AVE   M4L",POINT (-79.321117 43.673813),23.0,Toronto-Danforth
21 139278 BLD,New Houses,SFD - Detached,New Building,10,NEWBURY,LANE, ,M3H,545117.0,N0630,2021-04-12,2021-05-04,2022-12-07,Closed,Proposal to construct a new two storey single family dwelling with an integral garage. ,700000,"10,NEWBURY,LANE   M3H",POINT (-79.434969 43.746631),1.0,York Centre
21 139293 BLD,New Houses,SFD - Detached,New Building,388,ELM,RD, ,M5M,801641.0,N0825,2021-04-12,2021-06-09,2023-06-28,Closed,Construct a new 2 storey single family dwelling with finished basement and kitchenette,1000000,"388,ELM,RD   M5M",POINT (-79.416519 43.733283),17.0,Eglinton-Lawrence
21 139694 BLD,New Houses,SFD - Detached,New Building,34,WESTOVER HILL,RD, ,M6C,76949.0,S1224,2021-04-13,2021-06-28,2023-02-03,Closed,"Proposal to construct a new 3 storey SFD-detached dwelling with an integral garage and an unfinished basement. See also 21 139678 DEM, 20 148171 ZZC and 20 156245 MV.",700000,"34,WESTOVER HILL,RD   M6C",POINT (-79.432627 43.698125),12.0,Toronto-St. Paul's
21 139856 BLD,New Houses,SFD - Detached,New Building - By Renovation,41,CLIFFCREST,DR, ,M1M,320956.0,E2036,2021-04-13,2021-05-26,2023-03-24,Closed,PROPOSED: REBUILDING ON EXISTING FOUNDATION AND 1 AND 2 STOREY ADDITIONS.,635000,"41,CLIFFCREST,DR   M1M",POINT (-79.2416 43.70698),5.0,Scarborough Southwest
21 141524 BLD,New Houses,SFD - Detached,New Building,98,REINER,RD, ,M3H,555235.0,N0629,2021-04-16,2021-05-27,2023-07-13,Closed,PROPOSED: TO CONSTRUCT 2 STOREY SINGLE FAMILY HOUSE. EXISTING HOUSE AND GARAGE WILL BE DEMOLISHED.,850000,"98,REINER,RD   M3H",POINT (-79.444789 43.751073),1.0,York Centre
21 142343 BLD,New Houses,SFD - Detached,New Building - By Renovation,166,KANE,AVE, ,M6M,64871.0,W0537,2021-04-18,2021-06-21,2022-12-05,Closed,"Proposal for 1st and 2nd floor addition, interior alterations & detached garage. New House by extensive renovation",600000,"166,KANE,AVE   M6M",POINT (-79.468221 43.68549),22.0,York South-Weston
21 142708 BLD,Building Additions/Alterations,Multiple Use/Non Residential,Interior Alterations,4700,KEELE,ST, ,M3J,20029109.0,W0726,2021-04-19,2021-05-18,2021-12-20,Closed,Proposal for interior alterations to existing office space on the ground floor of an existing commercial building. Convenience address is 4850 Keele St.,900000,"4700,KEELE,ST   M3J",POINT (-79.502338 43.77341),0.0,Humber River-Black Creek
21 142946 BLD,New Houses,SFD - Detached,New Building,8,MILLGATE,CRES, ,M2K,9941547.0,N1725,2021-04-19,2021-05-17,2023-03-29,Closed,Proposal to demolish the existing dwelling and construct a new 2 storey SFD-detached dwelling with an integral garage and a finished basement.,1000000,"8,MILLGATE,CRES   M2K",POINT (-79.387874 43.771805),18.0,Don Valley North
21 143982 BLD,New Houses,SFD - Detached,New Building,59,HOLBORNE,AVE, ,M4C,26130.0,S1925,2021-04-21,2021-05-05,2022-08-15,Closed,Proposal to construct a new two storey single family dwelling,800000,"59,HOLBORNE,AVE   M4C",POINT (-79.32307 43.69346),4.0,Beaches-East York
21 144333 BLD,New Houses,SFD - Detached,New Building,261,ELLERSLIE,AVE, ,M2N,511549.0,N1824,2021-04-22,2021-05-07,2022-09-15,Closed,Construct a new 2 storey single family dwelling with integral garage,650000,"261,ELLERSLIE,AVE   M2N",POINT (-79.426184 43.768501),2.0,Willowdale
21 144610 BLD,Building Additions/Alterations,Multiple Use/Non Residential,Interior Alterations,71,FRONT,ST,W,M5J,10864314.0,S1037,2021-04-22,2021-05-27,2022-09-23,Closed,"Proposal for interior alterations to existing retail space for new tenant - ""TD Bank""; UNIT CRU-414, Zone 3B, Union Station. Convenience address is 65 Front St W.",1800000,"71,FRONT,ST W M5J",POINT (-79.380551 43.645469),24.0,Spadina-Fort York
21 144611 BLD,New Houses,SFD - Detached,New Building,1,CLYDEBANK,BLVD, ,M1T,321258.0,E2227,2021-04-22,2021-07-12,2023-08-14,Closed,Construct a  new two storey SFD-Detached dwelling with finished basement ,1176000,"1,CLYDEBANK,BLVD   M1T",POINT (-79.299011 43.797721),10.0,Scarborough-Agincourt
21 144795 BLD,New Houses,SFD - Detached,New Building,21,KAINONA,AVE, ,M3H,532241.0,N0629,2021-04-23,2021-05-26,2023-01-05,Closed,Construct a two storey dwelling with finished basement,950000,"21,KAINONA,AVE   M3H",POINT (-79.446017 43.745924),1.0,York Centre
21 145298 BLD,New Houses,SFD - Detached,New Building,12,PORT ROYAL,TRL, ,M1V,375247.0,E2321,2021-04-24,2021-06-08,2022-10-31,Closed,Proposal to construct a new two storey dwelling.,1000000,"12,PORT ROYAL,TRL   M1V",POINT (-79.285602 43.821283),7.0,Scarborough North
21 145576 BLD,New Houses,SFD - Detached,New Building,20,NOBERT,RD, ,M1T,3093183.0,E2230,2021-04-25,2021-07-16,2022-10-03,Closed,"Proposal to construct a new 2 storey SFD-detached dwelling with an integral garage and an unfinished basement. See also 20 204214 ZZC, 21 107461 MV and Final and Binding A0036/21SC.",650000,"20,NOBERT,RD   M1T",POINT (-79.320293 43.773208),10.0,Scarborough-Agincourt
21 145736 BLD,New Houses,SFD - Detached,New Building,46,GROVE PARK,CRES, ,M2J,523907.0,N1727,2021-04-26,2021-06-03,2023-09-13,Closed,Proposal to demolish existing single family dwelling and construct new two-storey single family detached dwelling with finished basement,1000000,"46,GROVE PARK,CRES   M2J",POINT (-79.362026 43.778296),18.0,Don Valley North
21 146958 BLD,New Houses,SFD - Detached,New Building,50,EDGECROFT,RD, ,M8Z,7793451.0,W0326,2021-04-28,2021-08-18,2023-01-04,Closed,Proposal to construct a new two storey single family dwelling with an integral garage. ,1100000,"50,EDGECROFT,RD   M8Z",POINT (-79.509867 43.629352),15.0,Etobicoke-Lakeshore
21 147018 BLD,New Houses,SFD - Detached,New Building,27,ASHMOUNT,CRES, ,M9R,984757.0,W0222,2021-04-28,2021-06-16,2023-12-19,Closed,Construct a new three storey detached dwelling with an attached garage,1500000,"27,ASHMOUNT,CRES   M9R",POINT (-79.547801 43.686829),16.0,Etobicoke Centre
21 147685 BLD,New Houses,SFD - Detached,New Building,38,UNO,DR, ,M8Z,7793646.0,W0326,2021-04-29,2022-01-07,2023-06-22,Closed,Proposal to demolish the existing one storey detached house and construct a new two storey detached single family house with finished basement and integral garage.,645000,"38,UNO,DR   M8Z",POINT (-79.505156 43.628088),15.0,Etobicoke-Lakeshore
21 148622 BLD,New Houses,SFD - Detached,New Building,20,ROCHESTER,AVE, ,M4N,860283.0,N1526,2021-05-01,2021-05-21,2023-08-04,Closed,Proposal to construct a new two storey detached single family dwelling with an integral garage,900000,"20,ROCHESTER,AVE   M4N",POINT (-79.393286 43.724085),11.0,Don Valley West
21 148729 BLD,New Houses,SFD - Detached,New Building,706,HILLSDALE,AVE,E,M4S,7368651.0,N1530,2021-05-01,2021-07-14,2022-11-08,Closed,"Proposal to construct a new 2 storey SFD-detached dwelling with a finished basement. See also 21 148722 DEM, 20 192277 ZZC, and 20 211043 MV.",900000,"706,HILLSDALE,AVE E M4S",POINT (-79.377247 43.707775),11.0,Don Valley West
21 148798 BLD,New Houses,SFD - Detached,New Building,27,OVIDA,AVE, ,M9B,1022753.0,W0323,2021-05-02,2021-06-24,2022-06-15,Closed,"Proposal to construct a new two storey single family dwelling with an integral garage, rear yard walkout and deck. ",1000000,"27,OVIDA,AVE   M9B",POINT (-79.544327 43.63464),15.0,Etobicoke-Lakeshore
21 149776 BLD,New Houses,SFD - Detached,New Building,24,EDGECROFT,RD, ,M8Z,998354.0,W0326,2021-05-04,2021-07-07,2023-10-10,Closed,Two storey dwelling with attached garage and garden shed at rear of property,600000,"24,EDGECROFT,RD   M8Z",POINT (-79.507724 43.629842),15.0,Etobicoke-Lakeshore
21 150003 BLD,Small Residential Projects,SFD - Semi-Detached,Interior Alterations,102,GRACE,ST, ,M6J,814774.0,S1141,2021-05-04,2021-05-12,2022-11-24,Closed,Proposal for interior alterations and window replacement to an existing 3 storey SFD-semi dwelling.,670000,"102,GRACE,ST   M6J",POINT (-79.415212 43.653358),3.0,University-Rosedale
21 150437 BLD,New Houses,SFD - Detached,New Building,18,THIRTIETH,ST, ,M8W,7665304.0,W0334,2021-05-05,2021-07-27,2023-11-20,Closed,Three storey semi-detached dwelling unit with integral garage,600000,"18,THIRTIETH,ST   M8W",POINT (-79.530447 43.596285),15.0,Etobicoke-Lakeshore
21 150527 BLD,New Houses,SFD - Detached,New Building,18,THIRTIETH,ST, ,M8W,7665304.0,W0334,2021-05-05,2021-09-14,2023-11-20,Closed,Three storey semi-detached dwelling unit with integral garage,600000,"18,THIRTIETH,ST   M8W",POINT (-79.530447 43.596285),15.0,Etobicoke-Lakeshore
21 152154 BLD,New Houses,SFD - Detached,New Building,237,HORSHAM,AVE, ,M2N,529082.0,N1824,2021-05-09,2021-07-13,2023-02-07,Closed,Construct a new 2 storey SFD-detached dwelling with an integral garage and a finished basement,900000,"237,HORSHAM,AVE   M2N",POINT (-79.427052 43.771655),2.0,Willowdale
21 152303 BLD,New Houses,SFD - Detached,New Building,42,GWENDOLEN,AVE, ,M2N,524233.0,N1827,2021-05-09,2022-04-06,2023-10-25,Closed,Proposal to construct a new two storey single family dwelling with an integral garage,800000,"42,GWENDOLEN,AVE   M2N",POINT (-79.419195 43.752659),2.0,Willowdale
21 152580 BLD,New Houses,SFD - Detached,New Building,116,MASON,BLVD, ,M5M,541024.0,N0824,2021-05-10,2021-07-29,2023-07-06,Closed,proposal to construct new two storey dwelling with attached garage,1000000,"116,MASON,BLVD   M5M",POINT (-79.412332 43.741448),17.0,Eglinton-Lawrence
21 152953 BLD,Small Residential Projects,SFD - Detached,Interior Alterations,6,MOUNTVIEW,AVE, ,M6P,8004910.0,S0428,2021-05-11,2021-05-20,2021-11-16,Closed,"Interior alterations to remove walls on ground floor, remodel kitchen, update bathrooms and add powder room.",2000000,"6,MOUNTVIEW,AVE   M6P",POINT (-79.461381 43.654709),13.0,Parkdale-High Park
21 152977 BLD,New Houses,SFD - Detached,New Building,17,LADY BANK,RD, ,M8Z,1012578.0,W0326,2021-05-11,2021-06-01,2022-09-26,Closed,To demolish existing dwelling and construct a new two storey  dwelling with attached garage and finished basement.,700000,"17,LADY BANK,RD   M8Z",POINT (-79.512388 43.626709),15.0,Etobicoke-Lakeshore
21 153151 BLD,New Houses,SFD - Detached,New Building,209,BETTY ANN,DR, ,M2R,489364.0,N1824,2021-05-11,2021-05-27,2022-05-04,Closed,"Construct two storey dwelling with attached garage, finished basement",900000,"209,BETTY ANN,DR   M2R",POINT (-79.426949 43.766876),2.0,Willowdale
21 153316 BLD,New Houses,SFD - Detached,New Building,39,STRATHEARN,RD, ,M6C,2302195.0,S1229,2021-05-11,2021-08-13,2023-10-27,Closed,Proposal to construct a new 2 Storey Single Family Dwelling with Integral Garage and Finished Basement. ,3000000,"39,STRATHEARN,RD   M6C",POINT (-79.426313 43.691944),12.0,Toronto-St. Paul's
21 153656 BLD,New Houses,SFD - Detached,New Building,56,CORWIN,CRES, ,M3H,503353.0,N0629,2021-05-12,2021-07-06,2023-04-21,Closed,Proposal to construct a new 2 storey single family dwelling and demolish the existing 2 storey single family dwelling,1000000,"56,CORWIN,CRES   M3H",POINT (-79.44258 43.742164),1.0,York Centre
21 154640 BLD,New Houses,SFD - Detached,New Building,30,EASTGLEN,CRES, ,M9B,997866.0,W0232,2021-05-14,2021-06-01,2023-03-27,Closed,Proposal to construct a new 2 storey detached dwelling with finished basement and attached garage. ,650000,"30,EASTGLEN,CRES   M9B",POINT (-79.55129 43.649986),16.0,Etobicoke Centre
21 154923 BLD,New Houses,SFD - Detached,New Building,12,HARLEY,AVE, ,M5M,525008.0,N0824,2021-05-14,2021-06-07,2022-10-14,Closed,Demolish existing two storey Single Family Dwelling with two-car attached garage and replace with a new two-storey Single Family Dwelling with two-car integral garage.,900000,"12,HARLEY,AVE   M5M",POINT (-79.413089 43.737105),17.0,Eglinton-Lawrence
21 154948 BLD,Building Additions/Alterations,Multiple Use/Non Residential,Interior Alterations,661,UNIVERSITY,AVE, ,M5G,14235368.0,S1145,2021-05-14,2021-06-14,2022-03-29,Closed,"Construct interior alterations to 7th floor to include GMP cell therapy, cell banking and productin, R&D and Analytical labs and, supporting areas",3700000,"661,UNIVERSITY,AVE   M5G",POINT (-79.389551 43.659456),3.0,University-Rosedale
21 154962 BLD,New Houses,SFD - Detached,New Building,117,DAWLISH,AVE, ,M4N,791658.0,N1526,2021-05-14,2021-08-31,2024-01-08,Closed,Proposed to construct a new 3 storey detached House with integral Garage with finished Basement. ,1800000,"117,DAWLISH,AVE   M4N",POINT (-79.394083 43.721413),11.0,Don Valley West
21 155426 BLD,New Houses,SFD - Detached,New Building,235,FLORENCE,AVE, ,M2N,517120.0,N1827,2021-05-16,2021-08-04,2022-11-14,Closed,Proposal to construct a new single family dwelling with finished basement and garage.,700000,"235,FLORENCE,AVE   M2N",POINT (-79.422589 43.755261),2.0,Willowdale
21 155701 BLD,Small Residential Projects,SFD - Detached,Interior Alterations,43,RIDGE HILL,DR, ,M6C,859162.0,N0832,2021-05-17,2021-05-26,2022-08-12,Closed,Proposal for interior alterations to existing dwelling. ,600000,"43,RIDGE HILL,DR   M6C",POINT (-79.43045 43.702439),17.0,Eglinton-Lawrence
21 158352 BLD,New Houses,SFD - Detached,New Building,187,OLD YONGE,ST, ,M2P,547215.0,N1521,2021-05-20,2021-06-09,2023-05-29,Closed,Construct a new two storey dwelling with finished basement,950000,"187,OLD YONGE,ST   M2P",POINT (-79.402355 43.747767),11.0,Don Valley West
21 158649 BLD,Building Additions/Alterations,Multiple Use/Non Residential,Interior Alterations,1,YORK,ST, ,###,14199134.0,S1037,2021-05-21,2021-06-23,2022-04-21,Closed,Proposal for interior alterations to existing office space on the 15th and 20th floors - HEALTHCARE OF ONTARIO PENSION PLAN (HOOPP),1800000,"1,YORK,ST   ###",POINT (-79.3804 43.641408),24.0,Spadina-Fort York
21 158676 BLD,New Houses,SFD - Detached,New Building,55,HOMESTEAD,RD, ,M1E,345122.0,E2537,2021-05-21,2021-07-29,2022-06-02,Closed,Proposed to demolish the existing one storey Building and to construct a new 2 Storey Single Family Dwelling. ,700000,"55,HOMESTEAD,RD   M1E",POINT (-79.177044 43.763109),6.0,Scarborough-Rouge Park
21 159246 BLD,New Houses,SFD - Detached,New Building,30,GILGORM,RD, ,M5N,809727.0,N0833,2021-05-22,2021-07-12,2023-01-09,Closed,To demolish existing dwelling and constuct a new two storey dwelling,600000,"30,GILGORM,RD   M5N",POINT (-79.417749 43.704171),17.0,Eglinton-Lawrence
21 159528 BLD,New Houses,SFD - Detached,New Building,119,ALAMOSA,DR, ,M2J,7950114.0,N1726,2021-05-23,2021-06-30,2023-10-26,Closed,"Proposal to construct a new 2 storey SFD-detached dwelling with an integral garage and a finished basement. See also 21 159525 DEM, 20 177249 ZZC and 20 206731 MV.",900000,"119,ALAMOSA,DR   M2J",POINT (-79.368818 43.782344),18.0,Don Valley North
21 160461 BLD,New Houses,SFD - Detached,New Building,32,ROSELAND,DR, ,M8W,1028798.0,W0330,2021-05-25,2021-06-25,2022-09-20,Closed,Proposed to construct a 2 Storey Single Family Dwelling with Integral Garage and Finished Basement. ,560000,"32,ROSELAND,DR   M8W",POINT (-79.546628 43.599805),15.0,Etobicoke-Lakeshore
21 162134 BLD,New Houses,SFD - Detached,New Building,45,EIGHTH,ST, ,M8V,998760.0,W0335,2021-05-28,2021-06-24,2023-01-31,Closed,"Proposed new three storey dwelling with attched garage c/w front porch, rear deck and  walkout.",800000,"45,EIGHTH,ST   M8V",POINT (-79.504962 43.59698),15.0,Etobicoke-Lakeshore
21 162204 BLD,New Houses,SFD - Detached,New Building,92,CHURCHILL,AVE, ,M2N,499468.0,N1824,2021-05-28,2021-06-21,2022-10-12,Closed,Proposal to demolish existing bungalow and construct a new 2 storey house,750000,"92,CHURCHILL,AVE   M2N",POINT (-79.420855 43.772018),2.0,Willowdale
21 164480 BLD,New Houses,SFD - Detached,New Building,26,IRVINGTON,CRES, ,M2N,530579.0,N1828,2021-06-02,2021-08-04,2023-12-01,Closed,To demolish existing dwelling and construct a new two storey dwelling,900000,"26,IRVINGTON,CRES   M2N",POINT (-79.390325 43.764403),2.0,Willowdale
21 165635 BLD,New Houses,SFD - Detached,New Building,49,RISEBROUGH,AVE, ,M2M,556156.0,N1823,2021-06-04,2021-08-06,2023-11-07,Closed,"Proposal to construct a new two storey single family dwelling with an integral garage, finished basement, rear covered porch and rear lower terrace.",1924520,"49,RISEBROUGH,AVE   M2M",POINT (-79.397318 43.789986),2.0,Willowdale
21 166140 BLD,New Houses,SFD - Detached,New Building,64,ADANAC,DR, ,M1M,300385.0,E2026,2021-06-05,2021-09-14,2022-11-30,Closed,Proposal to construct a new 2 storey single family dwelling and demolish the existing 1 storey single family dwelling,600000,"64,ADANAC,DR   M1M",POINT (-79.230541 43.738394),5.0,Scarborough Southwest
21 166352 BLD,New Houses,SFD - Detached,New Building,32,ATHABASKA,AVE, ,M2M,484699.0,N1823,2021-06-06,2021-06-25,2022-10-24,Closed,Proposal to construct a 2 storey Single Family Dwelling with Integral Garage and Finished Basement. ,700000,"32,ATHABASKA,AVE   M2M",POINT (-79.417254 43.796162),2.0,Willowdale
21 166601 BLD,New Houses,SFD - Detached,New Building,399,CRANBROOKE,AVE, ,M5M,9848170.0,N0824,2021-06-07,2021-07-19,2022-12-19,Closed,"Proposal to construct a new 2 storey SFD-detached dwelling with an integral garage and a finished basement. See also 21 166587 DEM, 20 192363 ZZC and 20 209735 MV.",850000,"399,CRANBROOKE,AVE   M5M",POINT (-79.418485 43.725799),17.0,Eglinton-Lawrence
21 168548 BLD,New Houses,SFD - Detached,New Building,72,CASTLEFIELD,AVE, ,M4R,780841.0,N0833,2021-06-10,2021-09-17,2023-04-04,Closed,"Proposal to construct new two-storey single family detached dwelling (224.96m2) with finished basement (95.45m2).  See related files 21-168559 DEM, 20-225533 ZZC and CofA file A0021/21NY.",700000,"72,CASTLEFIELD,AVE   M4R",POINT (-79.403173 43.71127),17.0,Eglinton-Lawrence
21 168800 BLD,New Houses,SFD - Detached,New Building,614,COLDSTREAM,AVE, ,M6B,501712.0,N0827,2021-06-10,2021-09-09,2023-05-25,Closed,Proposal for a new two storey single family dwelling with an integral garage,600000,"614,COLDSTREAM,AVE   M6B",POINT (-79.438637 43.713158),17.0,Eglinton-Lawrence
21 169063 BLD,New Houses,SFD - Detached,New Building,16,KILMARNOCK,AVE, ,M1K,351404.0,E2030,2021-06-10,2021-07-15,2022-07-15,Closed,Proposed to demolish the existing 2 Storey Dwelling and to construct a new 3 Storey Single Family Dwelling with Integral Garage and Finished Basement. ,650000,"16,KILMARNOCK,AVE   M1K",POINT (-79.262296 43.710583),5.0,Scarborough Southwest
21 169192 BLD,New Houses,SFD - Detached,New Building,39,LASCELLES,BLVD, ,M5P,831339.0,S1227,2021-06-11,2021-07-23,2022-11-25,Closed,Construction of a single family dwelling with finished basement,1000000,"39,LASCELLES,BLVD   M5P",POINT (-79.400903 43.699376),12.0,Toronto-St. Paul's
